LISTING ID,Type,ADDRESS,City,STATE,ZIP,ListPrice,BEDS,BATHS,LOCATION,SQFT,ImputedSQFT,LOTSIZE,YEARBUILT,ParkSpots,HasGarage,DOM,RECENT_REDUCTION_DATE,BeenReduced,OrigList,LAST_SALE_DATE,SoldPrev,LastPrice,ORIGINAL SOURCE,LATITUDE,LONGITUDE,Test
9203671,Single Family Residential,4121 N Oleander Ave,Norridge,IL,60706,269900,2,1,Norridge,,1067,7901,1942,3,None,21,,No,269900,12/31/1998,Yes,165000,Coldwell Banker,41.95504,-87.815465,0
9206614,Single Family Residential,4126 N OCTAVIA Ave,Norridge,IL,60706,329000,3,3,Norridge,,2109,,1933,2,Garage,17,,No,329000,11/16/2015,Yes,150000,M B One Realty,41.955713,-87.810068,1
9209754,Single Family Residential,5124 N MONTEREY Ave,Norridge,IL,60706,435000,4,2,Norridge,,1920,,1956,1,Garage,15,,No,435000,02/23/2011,Yes,300000,Home Gallery Realty Corp.,41.971691,-87.826065,0
9115980,Single Family Residential,4036 N Overhill Ave,Norridge,IL,60706,214999,2,1,Norridge,1455,1455,3781,1927,2,Garage,121,04/30/2016,Yes,225000,03/26/1999,Yes,134000,Jameson Sotheby's,41.953633,-87.819853,1
9182410,Single Family Residential,4200 N OZARK Ave,Norridge,IL,60706,146300,2,1,Norridge,891,891,,1948,2,Garage,42,04/14/2016,Yes,179000,10/02/2015,Yes,120000,Mid-America Realty,41.956195,-87.821074,0
9192209,Single Family Residential,4621 N Opal Ave,Norridge,IL,60706,689000,4,3.5,Norridge,3500,3500,,2007,2,Garage,31,,No,689000,01/12/2005,Yes,355000,"Anchor Realty Group, Inc",41.963974,-87.822768,0
9197796,Single Family Residential,4940 N OPAL Ave,Norridge,IL,60706,669000,5,4,Norridge,2938,2938,,2005,2,Garage,26,,No,669000,03/14/2005,Yes,340500,Hometown Real Estate,41.96981,-87.823012,0
9182191,Condo/Coop,8560 W Foster Ave W #402,Norridge,IL,60706,229900,2,2,Norridge,1425,1425,,1993,1,Garage,42,,No,229900,,No,,Dream Town Realty,41.974305,-87.840543,0
9183848,Single Family Residential,4939 N Cumberland Ave,Norridge,IL,60706,259900,3,1.5,Norridge,1285,1285,10018,1950,1,Garage,39,,No,259900,07/29/2005,Yes,370000,Coldwell Banker,41.969596,-87.836168,0
9199693,Single Family Residential,4911 N Chester Ave,Norridge,IL,60706,319900,3,2,Norridge,1500,1500,7405,1954,2,Garage,24,05/12/2016,Yes,329900,05/18/2015,Yes,210000,RE/MAX,41.968842,-87.838779,1
9225037,Condo/Coop,8560 W Foster Ave #606,Norridge,IL,60656,214900,2,2,Norridge,1300,1300,,1994,1,Garage,1,,No,214900,11/27/2013,Yes,149000,Sergio & Banks Real Estate,41.974305,-87.840543,1
9199649,Single Family Residential,4901 N Opal Ave,Norridge,IL,60706,295000,3,2,Norridge,981,981,5166,1954,2,Garage,24,05/12/2016,Yes,299900,,No,,Rickert Realtors,41.968697,-87.822377,0
9210590,Condo/Coop,7414 W Irving Park Rd #204,Norridge,IL,60706,254000,2,2,Norridge,1500,1500,,1996,1,Garage,14,,No,254000,06/16/2005,Yes,265000,Century 21,41.952923,-87.812956,1
9201158,Single Family Residential,4893 N Redwood Dr,Norridge,IL,60706,289900,3,1,Norridge,1561,1561,,1952,1,Garage,23,05/12/2016,Yes,299900,05/14/2013,Yes,200000,RE/MAX,41.969518,-87.82754,1
9223776,Single Family Residential,8043 W Leland Ave,Norridge,IL,60706,369000,3,2,Norridge,1800,1800,8015,1954,1,Garage,1,,No,369000,,No,,Century 21,41.964558,-87.829009,0
9134046,Single Family Residential,8261 W Argyle St,Norridge,IL,60706,845000,4,4.5,Norridge,4170,4170,,2008,3,Garage,95,,No,845000,,No,,RE/MAX,41.97005,-87.833245,0
9194949,Single Family Residential,4300 N Olcott Ave,Norridge,IL,60706,259900,3,2,Norridge,1113,1113,5357,1953,3,Garage,29,05/12/2016,Yes,279900,,No,,Zerillo Realty Inc.,41.958159,-87.814939,1
9109323,Single Family Residential,109 S Scoville Ave,Oak Park,IL,60302,399900,4,2.5,Oak Park,2012,2012,5458,1898,4,Garage,130,01/06/2016,Yes,409900,05/02/2005,Yes,498000,Classic Properties,41.886452,-87.788374,0
9153249,Condo/Coop,430 Home Ave Unit 304S,Oak Park,IL,60302,136000,2,2,Oak Park,,1382,,1956,1,None,73,,No,136000,07/20/2007,Yes,189000,Pav Realtors,41.880595,-87.799483,0
9013575,Single Family Residential,838 Clinton Ave,Oak Park,IL,60304,630000,5,2.5,Oak Park,,2575,7501,1909,4,Garage,270,,No,630000,,No,,Coldwell Banker,41.87401,-87.798218,0
9039253,Townhouse,441 S Taylor Ave Unit 1C,Oak Park,IL,60302,149000,2,2,Oak Park,,1382,,,1,None,241,,No,149000,05/12/2003,Yes,247500,RE/MAX,41.8804599,-87.778169,0
9048104,Multi-Family,530 S Scoville Ave,Oak Park,IL,60304,1150000,10,6,Oak Park,6825,6825,9147,1917,9,None,231,,No,1150000,11/18/1998,Yes,450000,Charles Rutenberg,41.878612,-87.787735,0
9067815,Multi-Family,1190 S Kenilworth Ave S,Oak Park,IL,60304,659000,2,1,Oak Park,,1067,,1960,5,None,207,,No,659000,,No,,Vollman Real Estate,41.865482,-87.795997,0
9048106,Multi-Family,1161 S Oak Park Ave,Oak Park,IL,60304,585000,8,4,Oak Park,,6211,6534,1952,6,None,231,,No,585000,12/02/1999,Yes,243000,Charles Rutenberg,41.866461,-87.794162,1
9018961,Single Family Residential,1038 S Ridgeland Ave,Oak Park,IL,60304,339900,5,3,Oak Park,1500,1500,,1914,2,Garage,266,11/04/2015,Yes,364900,10/13/2014,Yes,250000,Green Street Capital LTD,41.869342,-87.783745,1
3030551,Single Family Residential,934 Gunderson Ave,Oak Park,IL,60304,350000,5,2,Oak Park,2800,2800,7500,1917,0,None,272,,No,350000,07/26/2006,Yes,332000,Fizber.com,41.871255,-87.786274,0
9060055,Single Family Residential,1023 N OAK PARK Ave N,Oak Park,IL,60302,597080,4,2.5,Oak Park,3064,3064,,1930,2,Garage,217,03/08/2016,Yes,697080,,No,,Classic Properties,41.904367,-87.795342,0
9169191,Multi-Family,820 Belleforte Ave,Oak Park,IL,60302,499000,4,2,Oak Park,,1920,6098,1892,4,None,56,,No,499000,08/31/2005,Yes,405000,RE/MAX,41.900522,-87.801978,1
9055737,Single Family Residential,631 N KENILWORTH Ave,Oak Park,IL,60302,539000,5,1.5,Oak Park,,1989,,,2,Garage,221,10/29/2015,Yes,550000,,No,,Gloor Realty Company,41.897186,-87.798182,0
9149249,Condo/Coop,1025 Randolph St #203,Oak Park,IL,60302,159000,2,2,Oak Park,,1382,,1972,0,None,77,,No,159000,,No,,RE/MAX,41.882966,-87.801198,0
9123685,Condo/Coop,950 Washington Blvd #306,Oak Park,IL,60302,109000,1,1,Oak Park,,906,,1964,1,None,109,,No,109000,,No,,Coldwell Banker,41.881762,-87.7995229,1
9136786,Single Family Residential,615 N Oak Park Ave,Oak Park,IL,60302,825000,5,2,Oak Park,,2263,8550,1909,3,Garage,92,,No,825000,09/20/2007,Yes,764500,@properties,41.896782,-87.795174,0
9169245,Single Family Residential,53 Chicago Ave,Oak Park,IL,60302,515000,4,4,Oak Park,3000,3000,3872,1922,2,Garage,56,,No,515000,11/08/2013,Yes,135000,American Realty,41.894372,-87.777778,0
9146710,Multi-Family,138 Clinton Ave,Oak Park,IL,60302,777000,6,4.5,Oak Park,,5086,6098,1892,2,Garage,80,,No,777000,11/02/2000,Yes,2062500,Baird & Warner,41.885571,-87.798228,0
9026688,Condo/Coop,938 North Blvd #203,Oak Park,IL,60301,102000,2,1,Oak Park,880,880,,1967,1,None,256,03/07/2016,Yes,110000,,No,,Century 21,41.887568,-87.798999,0
9173770,Condo/Coop,619 WASHINGTON Blvd Unit 2W,Oak Park,IL,60302,194000,2,1,Oak Park,,1067,,1928,0,None,51,,No,194000,,No,,@properties,41.881301,-87.790571,1
9121939,Condo/Coop,405 Home Ave #201,Oak Park,IL,60302,99900,1,1,Oak Park,538,538,,1968,1,None,112,,No,99900,06/12/2001,Yes,85000,Michals Realty,41.881109,-87.800361,1
3953036958,Single Family Residential,816 S Maple Ave,Oak Park,IL,60304,177500,2,1,Oak Park,1100,1100,,,0,None,316,,No,157500,12/05/2014,Yes,120000,BuyOwner.com via Oodle,41.874659,-87.80325,0
3974374502,Condo/Coop,816 Washington Blvd Unit 1,Oak Park,IL,60302,180000,1,1,Oak Park,,906,,,0,None,286,,No,180000,,No,,BuyOwner.com via Oodle,41.881793,-87.795267,0
4024046470,Single Family Residential,405 S Harvey Ave Unit 1b,Oak Park,IL,60302,165000,1,1,Oak Park,850,850,,,0,None,226,,No,165000,08/31/2005,Yes,74500,BuyOwner.com via Oodle,41.881469,-87.781703,0
9122062,Single Family Residential,850 Linden Ave,Oak Park,IL,60302,584000,3,2,Oak Park,,1629,,1919,2,Garage,112,05/04/2016,Yes,614900,04/28/2011,Yes,315000,"IMB Realty, LLC.",41.901581,-87.792065,0
9178299,Single Family Residential,718 Columbian Ave,Oak Park,IL,60302,845000,5,4.5,Oak Park,2866,2866,9374,1921,4,Garage,45,04/15/2016,Yes,864900,,No,,Baird & Warner,41.898973,-87.790776,1
9193856,Single Family Residential,734 WOODBINE Ave,Oak Park,IL,60302,690000,4,2.5,Oak Park,,2184,,1903,2,Garage,30,,No,690000,07/30/2004,Yes,585000,Gloor Realty Company,41.899306,-87.798879,1
9192238,Single Family Residential,718 N Taylor Ave,Oak Park,IL,60302,433000,4,2,Oak Park,2206,2206,6298,1906,5,Garage,31,05/11/2016,Yes,457000,,No,,RE/MAX,41.899033,-87.777337,0
9196856,Single Family Residential,1018 N KENILWORTH Ave,Oak Park,IL,60302,889900,4,2.5,Oak Park,,2184,,,2,Garage,28,04/28/2016,Yes,909900,12/14/1998,Yes,362501,Coldwell Banker,41.904196,-87.797469,0
9177980,Single Family Residential,1139 N Grove Ave,Oak Park,IL,60302,899000,4,3,Oak Park,2872,2872,8001,1939,2,Garage,45,04/19/2016,Yes,924000,12/19/2014,Yes,465000,@properties,41.906726,-87.796896,0
9154495,Single Family Residential,1121 N linden Ave,Oak Park,IL,60302,824800,4,3.5,Oak Park,3053,3053,6198,1931,2,Garage,71,04/28/2016,Yes,849000,05/12/2008,Yes,843000,Weichert Realtors,41.906388,-87.792896,1
9202192,Single Family Residential,807 N Kenilworth Ave,Oak Park,IL,60302,849900,5,2.5,Oak Park,,2575,7200,1899,4,Garage,22,,No,849900,,No,,Baird & Warner,41.90011,-87.798255,0
9042991,Single Family Residential,827 N oak park Ave,Oak Park,IL,60302,749000,4,3.5,Oak Park,2328,2328,,1928,2,Garage,238,10/24/2015,Yes,769000,04/18/2003,Yes,569000,Gagliardo Realty Associates LLC,41.90085,-87.795247,1
9176487,Single Family Residential,929 Belleforte Ave,Oak Park,IL,60302,475000,3,1.5,Oak Park,,1431,,,3,Garage,46,05/02/2016,Yes,498800,10/12/2007,Yes,519500,Weichert Realtors,41.902656,-87.802934,0
9198169,Single Family Residential,1000 N East Ave,Oak Park,IL,60302,929000,4,3.5,Oak Park,3314,3314,7130,1928,2,Garage,25,05/02/2016,Yes,979000,07/15/2003,Yes,532500,Gagliardo Realty Associates LLC,41.903856,-87.789639,1
9162096,Single Family Residential,910 BELLEFORTE Ave,Oak Park,IL,60302,849900,5,4.5,Oak Park,3655,3655,9744,1915,7,Garage,64,04/24/2016,Yes,874500,,No,,Weichert Realtors,41.901991,-87.802028,0
9213105,Townhouse,254 Chicago Ave Unit C,Oak Park,IL,60302,225000,2,2.5,Oak Park,1819,1819,,2006,2,None,11,,No,225000,,No,,Baird & Warner,41.894914,-87.782616,1
9201740,Single Family Residential,161 N Lombard Ave,Oak Park,IL,60302,430000,4,2.5,Oak Park,1883,1883,,1940,3,Garage,22,05/03/2016,Yes,445000,06/25/1999,Yes,307500,Baird & Warner,41.889581,-87.780297,0
9208222,Single Family Residential,154 N Taylor Ave,Oak Park,IL,60302,477000,5,1.5,Oak Park,2200,2200,,1903,6,Garage,16,05/06/2016,Yes,479000,,No,,Nick K Lambros,41.88948,-87.777745,0
9206587,Condo/Coop,125 N Euclid Ave #407,Oak Park,IL,60301,178000,1,1,Oak Park,852,852,,2005,0,None,17,,No,178000,03/29/2013,Yes,104860,RE/MAX,41.888351,-87.792954,0
9219841,Single Family Residential,530 N EAST Ave,Oak Park,IL,60302,1150000,5,4.5,Oak Park,3000,3000,,1905,3,Garage,4,,No,1150000,,No,,Gloor Realty Company,41.895616,-87.789337,0
9221210,Condo/Coop,225 N Oak Park Ave Unit 3E,Oak Park,IL,60302,165000,1,1,Oak Park,,906,,1928,0,None,3,,No,165000,12/12/2005,Yes,181500,North Star Real Estate Group,41.891035,-87.795037,1
9169482,Single Family Residential,311 South Blvd,Oak Park,IL,60302,419000,4,2.5,Oak Park,2118,2118,,1904,2,Garage,56,05/10/2016,Yes,450000,,No,,Baird & Warner,41.886694,-87.78368,1
9221182,Condo/Coop,1040 ERIE St #202,Oak Park,IL,60302,197000,2,2,Oak Park,,1382,,1968,1,None,3,,No,197000,10/18/2004,Yes,229000,Gagliardo Realty Associates LLC,41.892206,-87.802317,1
9221353,Condo/Coop,813 LAKE St Unit 1N,Oak Park,IL,60301,199000,2,1,Oak Park,1100,1100,,,2,Garage,3,,No,199000,07/24/2012,Yes,170000,Ask Nagel,41.888249,-87.795386,0
9188272,Single Family Residential,150 N Scoville Ave,Oak Park,IL,60302,474000,4,2.5,Oak Park,2128,2128,8598,1895,4,Garage,36,04/22/2016,Yes,489000,,No,,Baird & Warner,41.889163,-87.787514,1
9221933,Condo/Coop,106 S Scoville Ave Unit 3B,Oak Park,IL,60302,155000,2,1,Oak Park,,1067,,1920,1,None,3,,No,155000,,No,,Coldwell Banker,41.886626,-87.787652,1
9189200,Condo/Coop,806 North Blvd #301,Oak Park,IL,60301,189000,2,2,Oak Park,1182,1182,,,0,None,35,05/11/2016,Yes,209900,06/28/2007,Yes,299900,Berkshire Hathaway,41.8874573,-87.7949036,0
9208710,Single Family Residential,237 CLINTON Ave,Oak Park,IL,60302,739000,5,2.5,Oak Park,2880,2880,,1889,2,None,15,,No,739000,08/30/2007,Yes,687000,Gagliardo Realty Associates LLC,41.884018,-87.798971,0
9203155,Single Family Residential,525 N LOMBARD Ave,Oak Park,IL,60302,525000,4,3,Oak Park,,2485,,1909,3,Garage,21,05/12/2016,Yes,535000,03/21/2008,Yes,520000,Berg Properties,41.895534,-87.780478,0
9208814,Single Family Residential,1200 Rossell Ave,Oak Park,IL,60302,649000,4,3.5,Oak Park,3316,3316,5771,1942,4,Garage,15,,No,649000,07/22/2009,Yes,350000,Baird & Warner,41.907454,-87.78562,1
9221457,Single Family Residential,1126 N Euclid Ave,Oak Park,IL,60302,775000,3,3.5,Oak Park,,2399,6821,1928,2,Garage,3,,No,775000,02/24/2012,Yes,647000,RE/MAX,41.906642,-87.793421,0
9175167,Single Family Residential,151 Le Moyne Pkwy,Oak Park,IL,60302,535000,4,2.5,Oak Park,,2184,4900,1927,3,Garage,49,04/25/2016,Yes,549000,06/26/2006,Yes,570000,Gagliardo Realty Associates LLC,41.907125,-87.78054,0
9216409,Single Family Residential,642 N KENILWORTH Ave,Oak Park,IL,60302,819995,4,3.5,Oak Park,2991,2991,,1913,4,Garage,8,,No,819995,07/23/2010,Yes,750000,Gloor Realty Company,41.897675,-87.797294,0
9128370,Single Family Residential,730 Linden Ave,Oak Park,IL,60302,845000,5,4,Oak Park,2800,2800,8123,1915,2,Garage,102,04/26/2016,Yes,929000,,No,,Baird & Warner,41.899212,-87.791999,1
9202518,Single Family Residential,1038 Division St,Oak Park,IL,60302,599000,4,3,Oak Park,3066,3066,6216,1924,5,Garage,22,,No,599000,07/12/2013,Yes,559000,Baird & Warner,41.901771,-87.8031,0
9221632,Single Family Residential,942 N Grove Ave,Oak Park,IL,60302,479000,4,1.5,Oak Park,2584,2584,8150,1922,2,Garage,3,,No,479000,,No,,Baird & Warner,41.903212,-87.795971,0
9167547,Single Family Residential,726 N Kenilworth Ave,Oak Park,IL,60302,569999,4,1.5,Oak Park,1605,1605,8633,1908,2,Garage,58,05/11/2016,Yes,634999,07/20/2005,Yes,623000,RE/MAX,41.899051,-87.797378,0
9196944,Single Family Residential,1127 FAIR OAKS Ave,Oak Park,IL,60302,799900,4,2.5,Oak Park,2601,2601,,1928,2,Garage,28,,No,799900,06/26/2007,Yes,745000,Baird & Warner,41.906662,-87.789081,0
9217588,Single Family Residential,1208 N East Ave,Oak Park,IL,60302,585000,3,2.5,Oak Park,2376,2376,7801,1928,2,Garage,7,,No,585000,,No,,Weichert Realtors,41.90767,-87.789751,1
9219106,Single Family Residential,1200 N Oak Park Ave,Oak Park,IL,60302,839300,4,3,Oak Park,2500,2500,5976,1933,2,Garage,6,,No,839300,07/18/2005,Yes,695000,Classic Properties,41.907346,-87.794651,0
9165538,Single Family Residential,1219 N Euclid Ave,Oak Park,IL,60302,525000,3,1.5,Oak Park,,1431,4403,1930,3,Garage,59,05/06/2016,Yes,545000,10/24/2005,Yes,547000,Gagliardo Realty Associates LLC,41.907935,-87.794149,1
9128017,Single Family Residential,1113 N ELMWOOD Ave,Oak Park,IL,60302,699900,4,3,Oak Park,2555,2555,,1937,2,Garage,102,05/04/2016,Yes,739000,,No,,Gloor Realty Company,41.906212,-87.787649,0
9143925,Single Family Residential,1222 Woodbine Ave,Oak Park,IL,60302,524500,3,2.5,Oak Park,,1853,7400,1951,2,Garage,84,05/09/2016,Yes,549800,12/13/2013,Yes,493000,Weichert Realtors,41.907953,-87.799175,0
9206427,Single Family Residential,1040 N Lombard Ave,Oak Park,IL,60302,278500,4,2,Oak Park,1300,1300,4125,1917,2,None,17,05/04/2016,Yes,315000,,No,,Gloor Realty Company,41.9053439,-87.7799881,0
9208172,Single Family Residential,1042 Hayes Ave,Oak Park,IL,60302,239900,4,2,Oak Park,1920,1920,4125,,1,Garage,16,05/05/2016,Yes,259900,,No,,"Hunter's Realty, Inc.",41.905456,-87.778778,0
9135087,Single Family Residential,402 LENOX St,Oak Park,IL,60302,919000,4,3.5,Oak Park,4700,4700,,1920,3,Garage,94,05/05/2016,Yes,939000,,No,,Baird & Warner,41.905025,-87.784073,0
9138007,Single Family Residential,940 N Oak Park Ave,Oak Park,IL,60302,375000,2,2,Oak Park,1590,1590,6198,1955,2,Garage,91,03/01/2016,Yes,385000,10/20/2011,Yes,252500,Baird & Warner,41.903145,-87.79454,1
9184269,Single Family Residential,1030 Columbian Ave,Oak Park,IL,60302,474900,4,1.5,Oak Park,2017,2017,6198,1958,2,Garage,39,04/29/2016,Yes,499000,,No,,Weichert Realtors,41.904775,-87.790942,0
9156918,Single Family Residential,1027 N Humphrey Ave,Oak Park,IL,60302,385000,3,1.5,Oak Park,1838,1838,5000,1923,4,Garage,69,05/10/2016,Yes,395000,,No,,RE/MAX,41.904914,-87.777023,0
9220424,Single Family Residential,1005 N Kenilworth Ave,Oak Park,IL,60302,1175000,5,4.5,Oak Park,3200,3200,,1920,3,Garage,4,,No,1175000,01/10/2014,Yes,371400,Beyond Properties Realty Group,41.903766,-87.798431,0
9209802,Single Family Residential,221 N Taylor Ave,Oak Park,IL,60302,724900,4,3,Oak Park,2322,2322,8550,1908,2,Garage,15,,No,724900,,No,,Beyond Properties Realty Group,41.891239,-87.778723,0
9210678,Condo/Coop,927 ONTARIO St Unit 2E,Oak Park,IL,60302,280000,3,2,Oak Park,,1629,,1926,1,Garage,14,,No,280000,,No,,Gloor Realty Company,41.889848,-87.798937,1
9207499,Condo/Coop,202 N Kenilworth Ave Unit B,Oak Park,IL,60302,159900,1,1,Oak Park,1015,1015,,,0,None,16,,No,159900,,No,,Coldwell Banker,41.890367,-87.797106,1
9211960,Single Family Residential,308 N LOMBARD Ave,Oak Park,IL,60302,750000,4,4,Oak Park,2418,2418,,1919,2,Garage,12,,No,750000,09/08/2010,Yes,575000,Baird & Warner,41.892215,-87.779455,1
9212689,Single Family Residential,147 N ELMWOOD Ave,Oak Park,IL,60302,519000,4,2.5,Oak Park,2500,2500,,1910,2,Garage,11,,No,519000,,No,,Gagliardo Realty Associates LLC,41.889099,-87.786804,0
9214487,Condo/Coop,922 Ontario St Unit 1S,Oak Park,IL,60302,129000,1,1,Oak Park,,906,,1920,0,None,10,,No,129000,10/16/2008,Yes,157500,RE/MAX,41.890399,-87.798785,1
9187849,Single Family Residential,333 N Oak Park Ave,Oak Park,IL,60302,675000,5,2,Oak Park,3992,3992,9918,1894,2,Garage,36,05/04/2016,Yes,699000,,No,,RE/MAX,41.892579,-87.795047,0
9144456,Condo/Coop,222 N GROVE Ave Unit 2D,Oak Park,IL,60302,130000,1,1,Oak Park,900,900,,,1,None,83,05/05/2016,Yes,155900,,No,,Coldwell Banker,41.890907,-87.795658,0
9190977,Condo/Coop,725 Erie St Unit 3D,Oak Park,IL,60302,174500,1,1,Oak Park,1100,1100,,1923,0,None,32,05/05/2016,Yes,179900,,No,,Gagliardo Realty Associates LLC,41.8915599,-87.7939689,0
9208867,Single Family Residential,501 FAIR OAKS Ave,Oak Park,IL,60302,517900,3,1.5,Oak Park,1872,1872,,1912,2,Garage,15,,No,517900,01/17/2003,Yes,1047000,Gloor Realty Company,41.894675,-87.788504,1
9173591,Single Family Residential,301 N SCOVILLE Ave,Oak Park,IL,60302,769900,6,4.5,Oak Park,3500,3500,,1910,2,Garage,51,05/09/2016,Yes,795000,,No,,Century 21,41.891834,-87.788509,0
9184075,Condo/Coop,1111 Holley Ct #317,Oak Park,IL,60301,79000,1,1,Oak Park,,906,,,2,Garage,39,05/11/2016,Yes,94500,07/06/2010,Yes,110000,RE/MAX,41.889431,-87.803046,0
9205564,Single Family Residential,250 FOREST Ave,Oak Park,IL,60302,1249000,5,3,Oak Park,3411,3411,,1887,2,Garage,18,05/12/2016,Yes,1298000,05/28/2002,Yes,890000,Gloor Realty Company,41.891875,-87.799825,1
9048506,Condo/Coop,118 S East Ave Unit 1W,Oak Park,IL,60302,202000,2,1,Oak Park,1398,1398,,1915,1,None,231,05/03/2016,Yes,212000,08/29/2008,Yes,185000,Baird & Warner,41.8865582,-87.7893714,0
9217623,Single Family Residential,208 Clinton Ave,Oak Park,IL,60302,449900,3,2,Oak Park,,1629,2178,1890,2,None,7,,No,449900,,No,,@properties,41.885123,-87.79825,0
9217799,Condo/Coop,210 S Lombard Ave Unit B,Oak Park,IL,60302,248800,2,1,Oak Park,,1067,,1909,1,Garage,7,,No,248800,02/24/2010,Yes,277000,RE/MAX,41.88498,-87.779231,0
9186102,Condo/Coop,125 N Euclid Ave #206,Oak Park,IL,60301,159900,1,1,Oak Park,755,755,,2005,0,None,37,,No,159900,03/30/2010,Yes,162000,@properties,41.888351,-87.792954,1
9197160,Condo/Coop,224 S Oak Park Ave Unit 4D,Oak Park,IL,60302,215000,2,2,Oak Park,,1382,,,1,Garage,27,,No,215000,05/29/2009,Yes,217000,RE/MAX,41.883988,-87.79392,1
9191453,Single Family Residential,230 S SCOVILLE Ave,Oak Park,IL,60302,875000,5,3.5,Oak Park,,3333,,,3,Garage,32,,No,875000,04/15/2015,Yes,900000,Gloor Realty Company,41.883998,-87.787359,1
9067493,Townhouse,101 HOME Ave,Oak Park,IL,60302,615000,3,3.5,Oak Park,2700,2700,,2015,2,Garage,207,,No,615000,,No,,Gloor Realty Company,41.8867657,-87.800207,0
9203700,Townhouse,101 N Euclid Ave #23,Oak Park,IL,60301,595000,3,2.5,Oak Park,2502,2502,,2003,2,Garage,21,,No,595000,08/30/2007,Yes,555000,RE/MAX,41.887787,-87.793138,1
9219826,Single Family Residential,204 S SCOVILLE Ave,Oak Park,IL,60302,1125000,5,3.5,Oak Park,3365,3365,,1905,4,Garage,4,,No,1125000,,No,,Gloor Realty Company,41.884861,-87.787382,0
9133943,Single Family Residential,328 S Lombard Ave,Oak Park,IL,60302,564000,4,3,Oak Park,,2485,,,6,Garage,95,05/03/2016,Yes,589000,,No,,Weichert Realtors,41.882889,-87.779166,0
9143867,Condo/Coop,224 S Oak Park Ave Unit 2E,Oak Park,IL,60302,189000,2,2,Oak Park,,1382,,1971,1,Garage,84,,No,189000,,No,,Weichert Realtors,41.883988,-87.79392,0
9118573,Condo/Coop,233 Clinton Ave Unit 3S,Oak Park,IL,60302,269000,3,1.5,Oak Park,1540,1540,,1910,1,Garage,116,05/09/2016,Yes,290000,,No,,Baird & Warner,41.884198,-87.798973,1
9145035,Condo/Coop,200 S Kenilworth Ave Unit 3N,Oak Park,IL,60302,182900,2,1,Oak Park,,1067,,1926,0,None,81,05/11/2016,Yes,189900,06/24/2009,Yes,218000,Coldwell Banker,41.884964,-87.796686,0
9223079,Condo/Coop,210 S Lombard Ave Unit A,Oak Park,IL,60302,239900,2,1,Oak Park,,1067,,1909,1,Garage,2,,No,239900,06/20/2006,Yes,260000,RE/MAX,41.88498,-87.779231,0
9181545,Single Family Residential,716 N East Ave,Oak Park,IL,60302,1200000,5,3.5,Oak Park,3798,3798,18739,1913,4,Garage,42,04/29/2016,Yes,1250000,,No,,Gloor Realty Company,41.898737,-87.789437,0
9210482,Single Family Residential,611 Belleforte Ave,Oak Park,IL,60302,525000,5,2,Oak Park,1974,1974,7448,1924,2,Garage,14,,No,525000,,No,,Baird & Warner,41.896511,-87.80237,0
9123543,Condo/Coop,721 ONTARIO St #302,Oak Park,IL,60302,509000,2,2,Oak Park,1962,1962,,1924,2,Garage,109,02/25/2016,Yes,520000,,No,,Gloor Realty Company,41.889831,-87.794038,0
9202554,Condo/Coop,211 N Marion St Unit 2B,Oak Park,IL,60302,99000,1,1,Oak Park,,906,,,0,None,22,,No,99000,,No,,Baird & Warner,41.891107,-87.803044,1
9201800,Condo/Coop,151 N KENILWORTH Ave Unit 4E,Oak Park,IL,60301,184900,2,2,Oak Park,,1382,,1971,0,None,22,,No,184900,07/24/2007,Yes,182000,American Realty,41.889021,-87.797929,1
9164619,Condo/Coop,722 ERIE St #3,Oak Park,IL,60302,179000,1,1,Oak Park,,906,,1928,0,None,60,04/18/2016,Yes,185000,09/23/2010,Yes,193000,Dream Town Realty,41.891767,-87.794092,0
9198858,Townhouse,203 N Ridgeland Ave,Oak Park,IL,60302,515000,4,3.5,Oak Park,,2828,,1994,3,Garage,25,,No,515000,04/04/2013,Yes,375000,Charles Rutenberg,41.890509,-87.785214,0
9204914,Condo/Coop,211 N Marion St Unit 1B,Oak Park,IL,60302,99000,1,1,Oak Park,,906,,,0,None,19,,No,99000,01/17/2001,Yes,95000,Baird & Warner,41.891107,-87.803044,0
9119478,Single Family Residential,235 S Oak Park Ave,Oak Park,IL,60302,849900,4,3.5,Oak Park,6115,6115,,1899,7,Garage,115,04/13/2016,Yes,899000,06/18/2010,Yes,533000,"Click Properties, Inc.",41.8838497,-87.794465,1
9203433,Condo/Coop,246 S Marion St Unit 1C,Oak Park,IL,60302,99900,1,1,Oak Park,,906,,1967,1,Garage,21,,No,99900,,No,,@properties,41.883975,-87.802027,0
9201727,Condo/Coop,934 Pleasant St Unit 2Q,Oak Park,IL,60302,112350,1,1,Oak Park,800,800,,1928,0,None,22,,No,112350,,No,,RE/MAX,41.8848747,-87.7988291,1
9071051,Condo/Coop,106 S Ridgeland Ave #209,Oak Park,IL,60302,240000,2,2,Oak Park,1226,1226,,2003,1,Garage,203,04/21/2016,Yes,259000,,No,,Baird & Warner,41.886634,-87.784568,0
9203298,Single Family Residential,541 N Lombard Ave,Oak Park,IL,60302,290000,4,2.5,Oak Park,1610,1610,,1893,2,Garage,21,,No,290000,,No,,RE/MAX,41.896082,-87.780498,1
