LISTING ID,Type,ADDRESS,City,STATE,ZIP,ListPrice,BEDS,BATHS,LOCATION,SQFT,ImputedSQFT,LOTSIZE,YEARBUILT,ParkSpots,HasGarage,DOM,RECENT_REDUCTION_DATE,BeenReduced,OrigList,LAST_SALE_DATE,SoldPrev,LastPrice,ORIGINAL SOURCE,LATITUDE,LONGITUDE,Test
9197329,Single Family Residential,1202 S Vail Ave,Arlington Heights,IL,60005,479000,4,3,Arlington Heights,2131,2131,,1970,2,Garage,27,05/05/2016,Yes,499000,,No,,Baird & Warner,42.06219,-87.983936,0
9197437,Single Family Residential,2566 N Ridge Ave,Arlington Heights,IL,60004,399900,4,2.5,Arlington Heights,2600,2600,8751,1969,2,Garage,27,05/07/2016,Yes,409900,11/30/2015,Yes,257000,RCI Real Estate Group,42.122093,-87.989286,0
9197477,Condo/Coop,205 W MINER St #208,Arlington Heights,IL,60005,159900,2,2,Arlington Heights,1100,1100,,1975,1,None,27,,No,159900,05/30/2006,Yes,217000,Baird & Warner,42.084398,-87.986205,0
24064715,Single Family Residential,609 W Fairview St,Arlington Heights,IL,60005,426000,3,2.5,Arlington Heights,2011,2011,,1957,2,Garage,27,,No,426000,05/27/1999,Yes,320000,ForSaleByOwner.com,42.073544,-87.990928,1
9197812,Single Family Residential,1007 N Salem Ave,Arlington Heights,IL,60004,739900,4,3.5,Arlington Heights,3278,3278,9901,1954,3,Garage,26,,No,739900,,No,,Cavan Realty Incorporated,42.095029,-87.992244,1
9197221,Single Family Residential,803 N Chestnut Ave,Arlington Heights,IL,60004,575000,4,3,Arlington Heights,3000,3000,,1919,2,Garage,26,,No,575000,,No,,Keller Williams,42.091719,-87.986173,1
9197924,Single Family Residential,2350 W Lincoln St,Arlington Heights,IL,60005,379000,4,2.5,Arlington Heights,2714,2714,16117,1971,2,Garage,26,,No,379000,,No,,Coldwell Banker,42.059106,-87.974664,1
9198338,Single Family Residential,517 W WING St,Arlington Heights,IL,60005,275000,3,2,Arlington Heights,1700,1700,6969,1952,1,Garage,25,,No,275000,05/02/2001,Yes,200000,Picket Fence Realty,42.0835,-87.990039,1
9198701,Condo/Coop,1025 S FERNANDEZ Ave Unit 2E,Arlington Heights,IL,60005,125000,2,2,Arlington Heights,1200,1200,,1974,1,Garage,25,,No,125000,03/31/2006,Yes,192000,Baird & Warner,42.064927,-87.990404,1
9198857,Single Family Residential,1321 S Pine Ave,Arlington Heights,IL,60005,674900,4,2.5,Arlington Heights,4200,4200,8733,1990,2,Garage,25,,No,674900,,No,,Homesmart Connect LLC,42.059492,-87.978166,1
9199813,Single Family Residential,3245 N Volz Dr E,Arlington Heights,IL,60004,425000,4,2.5,Arlington Heights,2300,2300,,1973,2,Garage,24,05/10/2016,Yes,434500,,No,,MisterHomes Real Estate,42.135663,-87.967998,0
9200199,Single Family Residential,1228 N YALE Ave,Arlington Heights,IL,60004,1095000,4,3.5,Arlington Heights,4208,4208,8772,2015,2,Garage,24,04/27/2016,Yes,1149000,06/12/2014,Yes,205000,Metro Realty Inc.,42.097762,-88.000222,0
9200634,Condo/Coop,1760 S Arlington Heights Rd Unit 1S,Arlington Heights,IL,60005,129000,2,2,Arlington Heights,1000,1000,,1987,1,None,23,,No,129000,06/12/2006,Yes,190000,Charles Rutenberg,42.053618,-87.982681,0
9200660,Single Family Residential,1210 S Fernandez Ave,Arlington Heights,IL,60005,425000,4,2.5,Arlington Heights,2310,2310,8825,1969,2,Garage,23,,No,425000,05/21/1998,Yes,279000,Connect Realty.com Inc.,42.061677,-87.991067,0
9201017,Single Family Residential,315 W Park St,Arlington Heights,IL,60005,450000,3,1,Arlington Heights,1083,1083,,1953,1,Garage,23,,No,450000,01/17/2001,Yes,300000,Picket Fence Realty,42.075369,-87.987481,0
9201169,Condo/Coop,3300 N CARRIAGEWAY Dr #112,Arlington Heights,IL,60004,149900,2,2,Arlington Heights,,1382,,1974,2,None,23,,No,149900,04/25/2002,Yes,155000,Chicagoland Brokers,42.135685,-87.97185,0
9201227,Single Family Residential,2248 N Champlain St,Arlington Heights,IL,60004,374925,3,2.5,Arlington Heights,1700,1700,9361,1963,2,Garage,23,,No,374925,07/17/2001,Yes,226000,Coldwell Banker,42.117253,-87.995907,0
9201445,Single Family Residential,1023 W Burgoyne Rd,Arlington Heights,IL,60004,797000,4,3,Arlington Heights,3092,3092,32670,1956,3,Garage,23,,No,797000,,No,,"Prello Realty, Inc.",42.09982,-87.997007,1
9201547,Single Family Residential,759 S Belmont Ave,Arlington Heights,IL,60005,880000,3,3.5,Arlington Heights,3771,3771,19998,1953,2,Garage,23,,No,880000,,No,,"4 Sale Realty, Inc.",42.069437,-87.97817,0
9201648,Single Family Residential,224 W VICTORIA Ln,Arlington Heights,IL,60005,412900,4,4,Arlington Heights,2450,2450,8842,1965,2,Garage,22,05/05/2016,Yes,424224,10/12/2010,Yes,390000,RE/MAX,42.055333,-87.985816,0
9201970,Single Family Residential,1407 E Fleming Dr S,Arlington Heights,IL,60004,449900,4,2.5,Arlington Heights,2231,2231,8119,1973,2,Garage,22,,No,449900,12/03/2014,Yes,436000,Coldwell Banker,42.131922,-87.965811,0
9202068,Single Family Residential,931 N Kennicott Ave,Arlington Heights,IL,60004,475000,4,2.5,Arlington Heights,2625,2625,,1954,2,Garage,22,,No,475000,11/21/2000,Yes,300000,@properties,42.094179,-87.994693,1
9202090,Single Family Residential,2645 N Forrest Ln,Arlington Heights,IL,60004,439000,3,3,Arlington Heights,2514,2514,9583,1973,2,Garage,22,,No,439000,,No,,Berkshire Hathaway,42.123362,-87.960208,0
9202185,Condo/Coop,1505 E Central Rd Unit 112B,Arlington Heights,IL,60005,139900,1,1,Arlington Heights,,906,,1968,0,None,22,,No,139900,07/09/2009,Yes,140000,Coldwell Banker,42.0646932,-87.9647523,0
9202476,Townhouse,1605 W Orchard Pl,Arlington Heights,IL,60005,285000,3,2.5,Arlington Heights,1500,1500,,1989,2,Garage,22,,No,285000,,No,,Berkshire Hathaway,42.068254,-88.001839,0
9202633,Single Family Residential,923 N Race Ave,Arlington Heights,IL,60004,334900,3,1.5,Arlington Heights,1456,1456,6398,1946,1,Garage,22,,No,334900,07/24/2001,Yes,253500,Coldwell Banker,42.093975,-88.00306,0
9202646,Condo/Coop,445 S CLEVELAND Ave #102,Arlington Heights,IL,60005,139900,2,2,Arlington Heights,,1382,,1972,1,None,22,,No,139900,,No,,Baird & Warner,42.074974,-87.967517,0
9202752,Single Family Residential,1329 Christina (lot 9) Ct,Arlington Heights,IL,60005,820995,4,2.5,Arlington Heights,4018,4018,,2017,2,Garage,22,,No,819995,,No,,Coldwell Banker,42.09936426,-87.96629778,0
9202760,Single Family Residential,1312 Christina (lot 3) Ct,Arlington Heights,IL,60004,780995,4,2.5,Arlington Heights,3505,3505,,2017,3,Garage,22,,No,779995,,No,,Coldwell Banker,42.09949125,-87.9662845,1
9202769,Single Family Residential,918 W Shiloh Dr,Arlington Heights,IL,60004,339900,3,2.5,Arlington Heights,1428,1428,,1965,2,Garage,22,,No,339900,,No,,Baird & Warner,42.118208,-87.994797,0
9202789,Single Family Residential,1316 Christina (lot 4) Ct,Arlington Heights,IL,60004,760995,4,2.5,Arlington Heights,3467,3467,,2017,3,Garage,22,,No,759995,,No,,Coldwell Banker,42.09941036,-87.96644165,0
9202809,Single Family Residential,1332 Christina (lot 8) Ct,Arlington Heights,IL,60004,800995,4,3.5,Arlington Heights,3672,3672,,2017,3,Garage,22,,No,799995,,No,,Coldwell Banker,42.09937456,-87.96658078,0
9203010,Single Family Residential,827 S Arlington Heights Rd,Arlington Heights,IL,60005,649925,5,3,Arlington Heights,3272,3272,19101,1950,2,Garage,21,05/02/2016,Yes,664925,02/19/2013,Yes,535000,Coldwell Banker,42.068886,-87.979865,1
9203144,Single Family Residential,1207 N Race Ave,Arlington Heights,IL,60004,325000,4,2,Arlington Heights,1880,1880,,1955,1,Garage,21,05/11/2016,Yes,349000,,No,,Picket Fence Realty,42.09683,-88.002466,0
9203252,Single Family Residential,421 E Orchard St,Arlington Heights,IL,60005,1299000,4,4,Arlington Heights,5800,5800,,2001,4,Garage,21,,No,1299000,10/18/2007,Yes,1000000,Berkshire Hathaway,42.067469,-87.977404,0
9203316,Single Family Residential,1319 S Kaspar Ave,Arlington Heights,IL,60005,335000,3,2.5,Arlington Heights,1642,1642,8751,1972,2,Garage,21,,No,335000,,No,,Century 21,42.059476,-87.992629,0
9203439,Townhouse,1524 E Arbor Ln,Arlington Heights,IL,60004,304900,2,2.5,Arlington Heights,1725,1725,,2016,2,Garage,21,,No,304900,,No,,Red Seal Realty,42.1095485,-87.9641487,0
9203716,Single Family Residential,303 W Cypress St,Arlington Heights,IL,60005,379000,4,3,Arlington Heights,2150,2150,6751,1962,2,Garage,21,,No,379000,10/27/1999,Yes,180000,RE/MAX,42.062247,-87.98638,1
9203745,Single Family Residential,1222 S Ridge Ave,Arlington Heights,IL,60005,435000,4,2.5,Arlington Heights,2583,2583,8790,1970,2,Garage,21,,No,435000,,No,,Baird & Warner,42.061004,-87.990007,1
9204016,Single Family Residential,315 E Park St,Arlington Heights,IL,60005,499900,3,2.5,Arlington Heights,2332,2332,,1952,2,Garage,21,,No,499900,04/09/2010,Yes,529000,@properties,42.075393,-87.978476,0
9204364,Single Family Residential,1202 N Pine Ave,Arlington Heights,IL,60004,549900,4,3,Arlington Heights,2603,2603,,1979,2,Garage,20,,No,549900,03/09/2001,Yes,405000,Coldwell Banker,42.097005,-87.979561,0
9204536,Townhouse,502 E Windgate Ct,Arlington Heights,IL,60005,169900,2,1,Arlington Heights,,1067,,1986,1,Garage,20,,No,169900,,No,,RE/MAX,42.052979,-87.976226,1
9204792,Townhouse,1614 W Orchard Pl Unit 1614C,Arlington Heights,IL,60005,249900,2,2.5,Arlington Heights,1400,1400,,1992,2,Garage,19,,No,249900,04/15/2011,Yes,152500,RE/MAX,42.068254,-88.001839,1
9204830,Townhouse,1339 S Old Wilke Rd,Arlington Heights,IL,60005,219900,2,2.5,Arlington Heights,1543,1543,,1990,2,Garage,19,,No,219900,01/07/2002,Yes,205000,USA Real Estate Ltd.,42.059795,-88.006016,1
9204994,Single Family Residential,714 N Haddow Ave,Arlington Heights,IL,60004,950000,5,2.5,Arlington Heights,4325,4325,14122,1976,2,Garage,18,,No,950000,,No,,Coldwell Banker,42.090831,-87.97718,1
9205002,Single Family Residential,1731 E Waverly Ct,Arlington Heights,IL,60004,410000,4,2.5,Arlington Heights,2040,2040,11312,1973,2,Garage,18,,No,410000,,No,,Coldwell Banker,42.120109,-87.960698,0
9205158,Single Family Residential,2112 N Kennicott Dr,Arlington Heights,IL,60004,330000,3,2,Arlington Heights,1243,1243,,1967,2,Garage,18,,No,330000,09/08/1999,Yes,240000,Berkshire Hathaway,42.114285,-87.994697,1
9205330,Single Family Residential,1624 W Plymouth Dr,Arlington Heights,IL,60004,429000,4,2.5,Arlington Heights,2380,2380,9866,1980,2,Garage,18,,No,429000,,No,,RE/MAX,42.117192,-88.003268,0
9205375,Single Family Residential,206 S Waterman Ave,Arlington Heights,IL,60004,799900,4,3.5,Arlington Heights,,2828,8712,2008,3,Garage,18,,No,799900,08/28/2013,Yes,740000,RE/MAX,42.07979,-87.956601,1
9205452,Single Family Residential,630 N SALEM Ave,Arlington Heights,IL,60004,724900,4,2.5,Arlington Heights,2834,2834,,2016,3,Garage,18,,No,724900,02/03/2016,Yes,205000,Greenscape Realty LLC,42.089443,-87.993003,0
9205492,Condo/Coop,151 W Wing St #507,Arlington Heights,IL,60005,525000,2,2.5,Arlington Heights,1800,1800,,2004,2,Garage,18,,No,525000,,No,,Century 21,42.083475,-87.985651,0
9205592,Single Family Residential,1408 W Crane St #7,Arlington Heights,IL,60004,207488,3,2,Arlington Heights,1510,1510,,1995,1,Garage,18,,No,207488,,No,,Coldwell Banker,42.153311,-88.003693,1
9205730,Single Family Residential,830 S Dunton Ave,Arlington Heights,IL,60005,324900,3,2,Arlington Heights,1253,1253,9239,1955,1,Garage,18,,No,324900,12/15/2011,Yes,270000,RE/MAX,42.069022,-87.983428,0
9206000,Condo/Coop,25 E Palatine Rd #311,Arlington Heights,IL,60004,115000,1,1,Arlington Heights,800,800,,1977,2,None,18,,No,115000,10/26/2004,Yes,126500,Berkshire Hathaway,42.108852,-87.982092,1
9206040,Single Family Residential,1715 S Milbrook Ln,Arlington Heights,IL,60005,395000,3,2,Arlington Heights,1900,1900,,1965,2,Garage,18,,No,395000,,No,,RE/MAX,42.052575,-87.98683,0
9206146,Single Family Residential,807 W Berkley Dr,Arlington Heights,IL,60004,269900,3,1.5,Arlington Heights,,1431,9029,1968,1,Garage,18,,No,269900,05/23/2000,Yes,222000,Red Zone Realty Group Inc.,42.12659,-87.992778,0
9206628,Townhouse,2106 S Crambourne Way,Arlington Heights,IL,60005,305000,2,3,Arlington Heights,2025,2025,,2008,2,Garage,17,,No,305000,,No,,Berkshire Hathaway,42.0471167,-87.9869582,1
9207113,Single Family Residential,1340 S Arlington Heights Rd,Arlington Heights,IL,60005,253900,4,2,Arlington Heights,1357,1357,3920,1970,2,None,17,,No,253900,07/06/2007,Yes,258000,Century 21,42.059348,-87.980363,1
9207114,Single Family Residential,2915 S Briarwood Dr W,Arlington Heights,IL,60005,449000,3,2,Arlington Heights,2000,2000,,1960,2,Garage,17,,No,449000,06/27/2000,Yes,282500,"Esteem Realty, Inc",42.033428,-87.968892,0
9207425,Condo/Coop,2403 S Goebbert Rd Unit F203,Arlington Heights,IL,60005,124900,2,2,Arlington Heights,1334,1334,,1977,2,None,16,,No,124900,,No,,Home Sweet Home,42.04242,-87.973687,1
9207815,Single Family Residential,702 S Mitchell Ave,Arlington Heights,IL,60005,379900,3,2,Arlington Heights,1100,1100,10558,1949,1,Garage,16,,No,379900,02/01/2006,Yes,395000,Berkshire Hathaway,42.071864,-87.988246,0
9207990,Single Family Residential,1325 N Race Ave,Arlington Heights,IL,60004,839000,5,3,Arlington Heights,3389,3389,10890,2005,2,Garage,16,,No,839000,05/01/2007,Yes,863000,Picket Fence Realty,42.100222,-88.002995,1
9208228,Single Family Residential,1002 N Dunton Ave,Arlington Heights,IL,60004,799900,5,2.5,Arlington Heights,3900,3900,8441,2004,2,Garage,16,,No,799900,,No,,RE/MAX,42.09483,-87.983248,1
9208560,Single Family Residential,823 S Arlington Heights Rd,Arlington Heights,IL,60005,499900,4,3,Arlington Heights,2750,2750,,1949,2,Garage,16,,No,499900,07/17/2013,Yes,271500,Charles Rutenberg,42.069161,-87.979869,1
9208582,Single Family Residential,802 W Victoria Ln,Arlington Heights,IL,60005,399896,4,2.5,Arlington Heights,2805,2805,10001,1970,2,Garage,16,,No,399896,10/15/1998,Yes,277001,Garry Real Estate,42.05452,-87.992206,1
9208859,Single Family Residential,214 N Beverly Ln,Arlington Heights,IL,60004,384900,3,2,Arlington Heights,,1629,7866,1956,1,Garage,15,,No,384900,12/25/2015,Yes,230000,"Roppolo Realty, Inc.",42.085261,-87.973554,0
9209142,Single Family Residential,314 N Dryden Pl,Arlington Heights,IL,60004,829000,3,3,Arlington Heights,3100,3100,7618,2008,2,Garage,15,,No,829000,06/19/1998,Yes,145000,Baird & Warner,42.086066,-87.971147,1
9209157,Townhouse,903 W happfield Dr #903,Arlington Heights,IL,60004,249900,3,2,Arlington Heights,1500,1500,,1990,2,Garage,15,,No,249900,,No,,Homesmart Connect LLC,42.142402,-87.992735,0
9209191,Single Family Residential,505 E Suffield Dr,Arlington Heights,IL,60004,599999,5,2.5,Arlington Heights,3000,3000,7535,1986,2,Garage,15,,No,599999,,No,,Baird & Warner,42.121377,-87.976973,1
9209198,Single Family Residential,809 N Highland Ave,Arlington Heights,IL,60004,769000,4,3.5,Arlington Heights,3428,3428,,1995,2,Garage,15,,No,769000,09/28/1998,Yes,529001,Picket Fence Realty,42.091948,-87.984966,0
9209352,Townhouse,1442 E Northwest Hwy,Arlington Heights,IL,60004,589900,3,2.5,Arlington Heights,2589,2589,,2005,2,Garage,15,,No,589900,11/02/2005,Yes,592500,Coldwell Banker,42.076177,-87.964481,0
9209388,Single Family Residential,317 S Reuter Dr,Arlington Heights,IL,60005,424925,4,2,Arlington Heights,1819,1819,8681,1957,1,Garage,15,,No,424925,,No,,Coldwell Banker,42.077945,-88.003212,0
9209485,Single Family Residential,1215 W Heather Ln,Arlington Heights,IL,60005,699500,5,3.5,Arlington Heights,3468,3468,12000,1987,3,Garage,15,,No,699500,,No,,RE/MAX,42.084907,-87.998102,1
9209552,Single Family Residential,4242 N Ridge Ave,Arlington Heights,IL,60004,449900,4,2.5,Arlington Heights,2444,2444,8655,1985,2,Garage,15,,No,449900,,No,,Coldwell Banker,42.153107,-87.993093,1
9209876,Townhouse,2000 N Silver Lake Rd #2000,Arlington Heights,IL,60004,259900,3,2,Arlington Heights,,1629,,1994,2,Garage,15,,No,259900,05/06/2013,Yes,230000,Berkshire Hathaway,42.1117746,-87.9480014,0
9209917,Single Family Residential,2134 N Cherry Hill Dr,Arlington Heights,IL,60004,414000,3,2,Arlington Heights,1224,1224,10933,1964,2,Garage,14,,No,414000,10/23/2006,Yes,376000,Baird & Warner,42.113264,-87.963891,0
9209960,Single Family Residential,1675 W Partridge Ln #4,Arlington Heights,IL,60004,160000,2,1,Arlington Heights,,1067,,1986,1,Garage,14,,No,160000,,No,,RE/MAX,42.152129,-88.000193,1
9210202,Single Family Residential,1058 S Walnut Ave,Arlington Heights,IL,60005,574900,4,2.5,Arlington Heights,2876,2876,,2000,2,Garage,14,,No,574900,,No,,Picket Fence Realty,42.064537,-87.988898,0
9210405,Single Family Residential,727 N Dunton Ave,Arlington Heights,IL,60004,785000,4,4.5,Arlington Heights,3460,3460,,1998,2,Garage,14,,No,785000,,No,,Picket Fence Realty,42.091209,-87.982539,0
9210440,Single Family Residential,1018 N BELMONT Ave,Arlington Heights,IL,60004,474900,4,2,Arlington Heights,1776,1776,9504,1963,1,Garage,14,,No,474900,,No,,Coldwell Banker,42.095092,-87.978401,0
9210892,Single Family Residential,307 W Victoria Ln,Arlington Heights,IL,60005,395000,4,2.5,Arlington Heights,2187,2187,,1967,2,Garage,14,,No,395000,,No,,RE/MAX,42.054127,-87.986069,1
9210889,Single Family Residential,930 N DUNTON Ave,Arlington Heights,IL,60004,399900,3,2,Arlington Heights,1400,1400,,1966,2,Garage,14,,No,399900,01/10/2014,Yes,310000,Berkshire Hathaway,42.094093,-87.983251,0
9210955,Condo/Coop,1515 E Central Rd Unit 258A,Arlington Heights,IL,60005,189900,2,2,Arlington Heights,1310,1310,,1970,4,None,14,,No,189900,02/20/2004,Yes,183000,American Realty,42.0640466,-87.9647564,0
9211004,Single Family Residential,1914 N Yale Ave,Arlington Heights,IL,60004,459900,4,2.5,Arlington Heights,2307,2307,11761,1984,2,Garage,14,,No,459900,09/17/2014,Yes,435000,RE/MAX,42.111382,-87.999976,0
9211207,Single Family Residential,2535 N Waterman Ave,Arlington Heights,IL,60004,990000,4,4.5,Arlington Heights,4995,4995,36590,2005,9,Garage,13,,No,990000,,No,,RE/MAX,42.121768,-87.955547,0
9211229,Single Family Residential,415 W Foxdale Ln,Arlington Heights,IL,60004,549900,5,3,Arlington Heights,3008,3008,9034,1984,2,Garage,13,,No,549900,12/04/2003,Yes,480000,RE/MAX,42.151915,-87.987758,0
9211299,Single Family Residential,610 N Gibbons Ave,Arlington Heights,IL,60004,424900,3,3,Arlington Heights,2000,2000,,1959,4,Garage,13,,No,424900,,No,,RE/MAX,42.088708,-87.962062,1
9212203,Condo/Coop,834 N Chicago Ave Unit B5,Arlington Heights,IL,60005,119900,1,1,Arlington Heights,800,800,,,1,None,11,,No,119900,11/02/2010,Yes,80000,RE/MAX,42.09236,-88.003428,0
9212225,Condo/Coop,1611 N Windsor Dr #107,Arlington Heights,IL,60004,139000,2,2,Arlington Heights,,1382,,1971,1,None,11,,No,139000,05/23/2011,Yes,83000,Utopia Real Estate Inc.,42.104446,-87.964633,1
9212306,Single Family Residential,115 W Euclid Ave,Arlington Heights,IL,60004,639900,4,3,Arlington Heights,3046,3046,9801,1925,2,Garage,11,,No,639900,07/08/1998,Yes,280000,Coldwell Banker,42.088017,-87.984934,0
9212419,Townhouse,1988 N SILVER LAKE Rd,Arlington Heights,IL,60004,255000,3,2,Arlington Heights,1400,1400,,1993,2,Garage,11,,No,255000,10/11/2013,Yes,227500,RE/MAX,42.111073,-87.947357,0
9212994,Condo/Coop,1 S HIGHLAND Ave #807,Arlington Heights,IL,60005,299900,2,2,Arlington Heights,1300,1300,,2001,1,Garage,11,,No,299900,03/11/2011,Yes,230000,Sergio & Banks Real Estate,42.082597,-87.98513,0
9213160,Single Family Residential,1305 E VALLEY Ln,Arlington Heights,IL,60004,469900,4,3,Arlington Heights,2870,2870,11325,1977,2,Garage,11,,No,469900,11/14/2008,Yes,443000,Coldwell Banker,42.115185,-87.966791,0
9213186,Single Family Residential,908 E Olive St,Arlington Heights,IL,60004,569000,4,2.5,Arlington Heights,2300,2300,8977,1964,2,Garage,11,,No,569000,10/20/2003,Yes,377000,Baird & Warner,42.099393,-87.971751,0
9213341,Single Family Residential,2035 N EVERGREEN Ter,Arlington Heights,IL,60004,385000,3,2.5,Arlington Heights,1457,1457,,,2,Garage,11,,No,385000,10/27/1999,Yes,275000,USA Real Estate Ltd.,42.111655,-87.962956,0
9213544,Single Family Residential,1002 N Douglas Ave,Arlington Heights,IL,60004,349900,3,2,Arlington Heights,1420,1420,6516,1951,1,Garage,10,05/11/2016,Yes,359900,05/17/2004,Yes,283500,Right Residential Realty II LLC,42.094788,-87.975952,0
9213828,Single Family Residential,807 N Harvard Ave,Arlington Heights,IL,60004,749900,4,2.5,Arlington Heights,3000,3000,6599,2016,2,Garage,10,,No,749900,03/31/2016,Yes,200000,Coldwell Banker,42.091884,-87.997124,0
9213832,Multi-Family,4122 Bonhill Dr,Arlington Heights,IL,60004,479900,10,6,Arlington Heights,,14462,,1983,12,None,10,,No,479900,,No,,Keller Williams,42.151855,-88.013093,1
9213988,Single Family Residential,2020 N OAKWOOD Dr,Arlington Heights,IL,60004,524900,4,3.5,Arlington Heights,2900,2900,,1983,2,Garage,10,,No,524900,05/28/2010,Yes,500000,Coldwell Banker,42.112022,-87.955902,0
9214161,Single Family Residential,626 N Haddow Ave,Arlington Heights,IL,60004,759000,3,2.5,Arlington Heights,2850,2850,,1969,2,Garage,10,,No,759000,09/16/2015,Yes,450000,Picket Fence Realty,42.089549,-87.977174,0
9214307,Condo/Coop,445 S CLEVELAND Ave #302,Arlington Heights,IL,60005,135900,2,2,Arlington Heights,1300,1300,,1975,1,None,10,,No,135900,11/07/2012,Yes,80000,Comstock Realty Group,42.074974,-87.967517,0
9214749,Single Family Residential,125 N Gibbons Ave,Arlington Heights,IL,60004,549000,4,2.5,Arlington Heights,2888,2888,9674,1962,2,Garage,9,,No,549000,,No,,Baird & Warner,42.084059,-87.960677,0
9214767,Single Family Residential,105 N Kennicott Ave,Arlington Heights,IL,60005,874900,5,4.5,Arlington Heights,3654,3654,7919,2004,2,Garage,9,,No,874900,,No,,Coldwell Banker,42.084033,-87.994721,0
9214827,Townhouse,1656 N Douglas Ct,Arlington Heights,IL,60004,224900,2,2,Arlington Heights,1700,1700,,1986,1,Garage,9,,No,224900,,No,,Coldwell Banker,42.106755,-87.977282,0
9215048,Single Family Residential,2004 E Sherwood Rd,Arlington Heights,IL,60004,539900,4,3.5,Arlington Heights,2700,2700,,1968,2,Garage,9,,No,539900,10/05/2001,Yes,420000,RE/MAX,42.107652,-87.958289,0
9215068,Townhouse,1355 S Old Wilke Rd,Arlington Heights,IL,60005,189900,2,1.5,Arlington Heights,1100,1100,,1990,1,Garage,9,,No,189900,02/28/2013,Yes,135000,Baird & Warner,42.059795,-88.006016,0
9215117,Single Family Residential,427 S Windsor Dr,Arlington Heights,IL,60004,374999,3,1.5,Arlington Heights,1560,1560,6599,1952,2,Garage,9,,No,374999,03/28/2008,Yes,384000,Coldwell Banker,42.076247,-87.961939,0
9215450,Single Family Residential,1311 N CHESTNUT Ave,Arlington Heights,IL,60004,449925,3,3,Arlington Heights,1648,1648,7919,1966,1,Garage,9,,No,449925,03/11/2016,Yes,299000,Coldwell Banker,42.09969,-87.986161,0
9215585,Townhouse,1640 W Portsmith Ln,Arlington Heights,IL,60004,229900,2,1.5,Arlington Heights,,1214,,1989,1,Garage,9,,No,229900,08/11/2014,Yes,230000,@properties,42.149041,-88.002648,0
9216053,Single Family Residential,2407 N Douglas Ave,Arlington Heights,IL,60004,569900,5,2.5,Arlington Heights,2988,2988,8751,1970,2,Garage,8,,No,569900,08/12/2005,Yes,596000,Coldwell Banker,42.119489,-87.975191,1
9216060,Single Family Residential,1429 N Wilke Rd,Arlington Heights,IL,60004,219900,3,1,Arlington Heights,1097,1097,8712,1955,2,Garage,8,,No,219900,,No,,Baird & Warner,42.102453,-88.004218,0
9216227,Single Family Residential,2060 N Oak Wood Dr,Arlington Heights,IL,60004,485000,3,2.5,Arlington Heights,2311,2311,9526,1987,2,Garage,8,,No,485000,09/25/2006,Yes,550000,Berkshire Hathaway,42.112841,-87.95592,0
9216242,Single Family Residential,107 E Burr Oak Dr,Arlington Heights,IL,60004,415000,4,2.5,Arlington Heights,1696,1696,8881,1972,2,Garage,8,,No,415000,,No,,Coldwell Banker,42.128364,-87.981674,0
9216507,Single Family Residential,1611 N MITCHELL Ave,Arlington Heights,IL,60004,899925,4,4,Arlington Heights,3900,3900,8786,2016,3,Garage,8,,No,899925,,No,,Coldwell Banker,42.106039,-87.987904,0
9216585,Single Family Residential,645 S HIGHLAND Ave,Arlington Heights,IL,60005,279900,3,1.5,Arlington Heights,1019,1019,,,2,Garage,8,,No,279900,,No,,Berkshire Hathaway,42.072101,-87.985068,0
9216589,Single Family Residential,1111 N Patton Ave,Arlington Heights,IL,60004,695000,4,3.5,Arlington Heights,2520,2520,,,2,Garage,8,,No,695000,09/13/2001,Yes,415000,Berkshire Hathaway,42.096209,-87.995897,0
9216590,Condo/Coop,122 S Evergreen Ave #1,Arlington Heights,IL,60005,1249000,5,5.5,Arlington Heights,6000,6000,,2003,3,Garage,8,,No,1249000,,No,,Berkshire Hathaway,42.080014,-87.982064,1
9216577,Townhouse,4225 N Mallard Dr #3,Arlington Heights,IL,60004,180000,3,2,Arlington Heights,,1629,,1988,1,Garage,8,,No,180000,,No,,Berkshire Hathaway,42.152129,-88.000193,0
9216650,Single Family Residential,115 S Prindle Ave,Arlington Heights,IL,60004,319900,3,1.5,Arlington Heights,1644,1644,,1957,1,Garage,8,,No,319900,,No,,Berkshire Hathaway,42.080348,-87.958306,0
9216665,Single Family Residential,1606 S Fernandez Ave,Arlington Heights,IL,60005,429000,4,2.5,Arlington Heights,2279,2279,8751,1970,2,Garage,8,,No,429000,09/22/2003,Yes,398000,d'aprile properties,42.055126,-87.9922,1
9216663,Townhouse,1401 W Orchard Pl Unit U1401B,Arlington Heights,IL,60005,259900,2,2,Arlington Heights,,1382,,1989,2,Garage,8,,No,259900,,No,,Homesmart Connect LLC,42.068254,-88.001839,0
9216716,Single Family Residential,1531 N DOUGLAS Ave,Arlington Heights,IL,60004,649900,4,2.5,Arlington Heights,3387,3387,,1971,2,Garage,8,,No,649900,,No,,RE/MAX,42.104351,-87.975209,0
9216725,Condo/Coop,2226 S Goebbert Rd #365,Arlington Heights,IL,60005,129000,2,1,Arlington Heights,1000,1000,,1970,2,None,8,,No,129000,08/27/2013,Yes,61000,American Realty,42.045057,-87.978497,0
9216959,Condo/Coop,2210 S GOEBBERT Rd #436,Arlington Heights,IL,60005,99000,1,1,Arlington Heights,700,700,,1976,2,None,8,,No,99000,05/21/2012,Yes,35000,Traditional RE,42.045491,-87.976016,0
