"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Jefferson County, AL"	"01073"	"January"	"1"	752
	"Jefferson County, AL"	"01073"	"February"	"2"	695
	"Jefferson County, AL"	"01073"	"March"	"3"	722
	"Jefferson County, AL"	"01073"	"April"	"4"	685
	"Jefferson County, AL"	"01073"	"May"	"5"	699
	"Jefferson County, AL"	"01073"	"June"	"6"	740
	"Jefferson County, AL"	"01073"	"July"	"7"	787
	"Jefferson County, AL"	"01073"	"August"	"8"	830
	"Jefferson County, AL"	"01073"	"September"	"9"	755
	"Jefferson County, AL"	"01073"	"October"	"10"	664
	"Jefferson County, AL"	"01073"	"November"	"11"	781
	"Jefferson County, AL"	"01073"	"December"	"12"	806
"Total"	"Jefferson County, AL"	"01073"			8916
	"Lee County, AL"	"01081"	"January"	"1"	118
	"Lee County, AL"	"01081"	"February"	"2"	137
	"Lee County, AL"	"01081"	"March"	"3"	126
	"Lee County, AL"	"01081"	"April"	"4"	120
	"Lee County, AL"	"01081"	"May"	"5"	148
	"Lee County, AL"	"01081"	"June"	"6"	114
	"Lee County, AL"	"01081"	"July"	"7"	135
	"Lee County, AL"	"01081"	"August"	"8"	158
	"Lee County, AL"	"01081"	"September"	"9"	108
	"Lee County, AL"	"01081"	"October"	"10"	120
	"Lee County, AL"	"01081"	"November"	"11"	139
	"Lee County, AL"	"01081"	"December"	"12"	113
"Total"	"Lee County, AL"	"01081"			1536
	"Madison County, AL"	"01089"	"January"	"1"	335
	"Madison County, AL"	"01089"	"February"	"2"	305
	"Madison County, AL"	"01089"	"March"	"3"	373
	"Madison County, AL"	"01089"	"April"	"4"	328
	"Madison County, AL"	"01089"	"May"	"5"	319
	"Madison County, AL"	"01089"	"June"	"6"	387
	"Madison County, AL"	"01089"	"July"	"7"	363
	"Madison County, AL"	"01089"	"August"	"8"	358
	"Madison County, AL"	"01089"	"September"	"9"	350
	"Madison County, AL"	"01089"	"October"	"10"	344
	"Madison County, AL"	"01089"	"November"	"11"	323
	"Madison County, AL"	"01089"	"December"	"12"	365
"Total"	"Madison County, AL"	"01089"			4150
	"Mobile County, AL"	"01097"	"January"	"1"	490
	"Mobile County, AL"	"01097"	"February"	"2"	437
	"Mobile County, AL"	"01097"	"March"	"3"	446
	"Mobile County, AL"	"01097"	"April"	"4"	364
	"Mobile County, AL"	"01097"	"May"	"5"	440
	"Mobile County, AL"	"01097"	"June"	"6"	475
	"Mobile County, AL"	"01097"	"July"	"7"	501
	"Mobile County, AL"	"01097"	"August"	"8"	560
	"Mobile County, AL"	"01097"	"September"	"9"	477
	"Mobile County, AL"	"01097"	"October"	"10"	462
	"Mobile County, AL"	"01097"	"November"	"11"	519
	"Mobile County, AL"	"01097"	"December"	"12"	452
"Total"	"Mobile County, AL"	"01097"			5623
	"Montgomery County, AL"	"01101"	"January"	"1"	268
	"Montgomery County, AL"	"01101"	"February"	"2"	246
	"Montgomery County, AL"	"01101"	"March"	"3"	270
	"Montgomery County, AL"	"01101"	"April"	"4"	235
	"Montgomery County, AL"	"01101"	"May"	"5"	235
	"Montgomery County, AL"	"01101"	"June"	"6"	279
	"Montgomery County, AL"	"01101"	"July"	"7"	286
	"Montgomery County, AL"	"01101"	"August"	"8"	283
	"Montgomery County, AL"	"01101"	"September"	"9"	257
	"Montgomery County, AL"	"01101"	"October"	"10"	294
	"Montgomery County, AL"	"01101"	"November"	"11"	245
	"Montgomery County, AL"	"01101"	"December"	"12"	268
"Total"	"Montgomery County, AL"	"01101"			3166
	"Morgan County, AL"	"01103"	"January"	"1"	123
	"Morgan County, AL"	"01103"	"February"	"2"	90
	"Morgan County, AL"	"01103"	"March"	"3"	130
	"Morgan County, AL"	"01103"	"April"	"4"	110
	"Morgan County, AL"	"01103"	"May"	"5"	116
	"Morgan County, AL"	"01103"	"June"	"6"	141
	"Morgan County, AL"	"01103"	"July"	"7"	135
	"Morgan County, AL"	"01103"	"August"	"8"	131
	"Morgan County, AL"	"01103"	"September"	"9"	120
	"Morgan County, AL"	"01103"	"October"	"10"	128
	"Morgan County, AL"	"01103"	"November"	"11"	124
	"Morgan County, AL"	"01103"	"December"	"12"	113
"Total"	"Morgan County, AL"	"01103"			1461
	"Shelby County, AL"	"01117"	"January"	"1"	207
	"Shelby County, AL"	"01117"	"February"	"2"	224
	"Shelby County, AL"	"01117"	"March"	"3"	212
	"Shelby County, AL"	"01117"	"April"	"4"	165
	"Shelby County, AL"	"01117"	"May"	"5"	185
	"Shelby County, AL"	"01117"	"June"	"6"	213
	"Shelby County, AL"	"01117"	"July"	"7"	213
	"Shelby County, AL"	"01117"	"August"	"8"	221
	"Shelby County, AL"	"01117"	"September"	"9"	211
	"Shelby County, AL"	"01117"	"October"	"10"	175
	"Shelby County, AL"	"01117"	"November"	"11"	183
	"Shelby County, AL"	"01117"	"December"	"12"	215
"Total"	"Shelby County, AL"	"01117"			2424
	"Tuscaloosa County, AL"	"01125"	"January"	"1"	201
	"Tuscaloosa County, AL"	"01125"	"February"	"2"	153
	"Tuscaloosa County, AL"	"01125"	"March"	"3"	200
	"Tuscaloosa County, AL"	"01125"	"April"	"4"	169
	"Tuscaloosa County, AL"	"01125"	"May"	"5"	200
	"Tuscaloosa County, AL"	"01125"	"June"	"6"	188
	"Tuscaloosa County, AL"	"01125"	"July"	"7"	186
	"Tuscaloosa County, AL"	"01125"	"August"	"8"	210
	"Tuscaloosa County, AL"	"01125"	"September"	"9"	227
	"Tuscaloosa County, AL"	"01125"	"October"	"10"	203
	"Tuscaloosa County, AL"	"01125"	"November"	"11"	203
	"Tuscaloosa County, AL"	"01125"	"December"	"12"	221
"Total"	"Tuscaloosa County, AL"	"01125"			2361
	"Unidentified Counties, AL"	"01999"	"January"	"1"	2049
	"Unidentified Counties, AL"	"01999"	"February"	"2"	1833
	"Unidentified Counties, AL"	"01999"	"March"	"3"	2001
	"Unidentified Counties, AL"	"01999"	"April"	"4"	1845
	"Unidentified Counties, AL"	"01999"	"May"	"5"	1914
	"Unidentified Counties, AL"	"01999"	"June"	"6"	2179
	"Unidentified Counties, AL"	"01999"	"July"	"7"	2163
	"Unidentified Counties, AL"	"01999"	"August"	"8"	2455
	"Unidentified Counties, AL"	"01999"	"September"	"9"	2230
	"Unidentified Counties, AL"	"01999"	"October"	"10"	2089
	"Unidentified Counties, AL"	"01999"	"November"	"11"	2018
	"Unidentified Counties, AL"	"01999"	"December"	"12"	2193
"Total"	"Unidentified Counties, AL"	"01999"			24969
	"Anchorage Borough, AK"	"02020"	"January"	"1"	431
	"Anchorage Borough, AK"	"02020"	"February"	"2"	390
	"Anchorage Borough, AK"	"02020"	"March"	"3"	432
	"Anchorage Borough, AK"	"02020"	"April"	"4"	376
	"Anchorage Borough, AK"	"02020"	"May"	"5"	412
	"Anchorage Borough, AK"	"02020"	"June"	"6"	419
	"Anchorage Borough, AK"	"02020"	"July"	"7"	393
	"Anchorage Borough, AK"	"02020"	"August"	"8"	380
	"Anchorage Borough, AK"	"02020"	"September"	"9"	411
	"Anchorage Borough, AK"	"02020"	"October"	"10"	362
	"Anchorage Borough, AK"	"02020"	"November"	"11"	360
	"Anchorage Borough, AK"	"02020"	"December"	"12"	426
"Total"	"Anchorage Borough, AK"	"02020"			4792
	"Unidentified Counties, AK"	"02999"	"January"	"1"	535
	"Unidentified Counties, AK"	"02999"	"February"	"2"	491
	"Unidentified Counties, AK"	"02999"	"March"	"3"	556
	"Unidentified Counties, AK"	"02999"	"April"	"4"	580
	"Unidentified Counties, AK"	"02999"	"May"	"5"	580
	"Unidentified Counties, AK"	"02999"	"June"	"6"	615
	"Unidentified Counties, AK"	"02999"	"July"	"7"	550
	"Unidentified Counties, AK"	"02999"	"August"	"8"	548
	"Unidentified Counties, AK"	"02999"	"September"	"9"	600
	"Unidentified Counties, AK"	"02999"	"October"	"10"	540
	"Unidentified Counties, AK"	"02999"	"November"	"11"	499
	"Unidentified Counties, AK"	"02999"	"December"	"12"	570
"Total"	"Unidentified Counties, AK"	"02999"			6664
	"Cochise County, AZ"	"04003"	"January"	"1"	141
	"Cochise County, AZ"	"04003"	"February"	"2"	119
	"Cochise County, AZ"	"04003"	"March"	"3"	129
	"Cochise County, AZ"	"04003"	"April"	"4"	148
	"Cochise County, AZ"	"04003"	"May"	"5"	152
	"Cochise County, AZ"	"04003"	"June"	"6"	128
	"Cochise County, AZ"	"04003"	"July"	"7"	138
	"Cochise County, AZ"	"04003"	"August"	"8"	154
	"Cochise County, AZ"	"04003"	"September"	"9"	141
	"Cochise County, AZ"	"04003"	"October"	"10"	149
	"Cochise County, AZ"	"04003"	"November"	"11"	145
	"Cochise County, AZ"	"04003"	"December"	"12"	124
"Total"	"Cochise County, AZ"	"04003"			1668
	"Coconino County, AZ"	"04005"	"January"	"1"	146
	"Coconino County, AZ"	"04005"	"February"	"2"	131
	"Coconino County, AZ"	"04005"	"March"	"3"	158
	"Coconino County, AZ"	"04005"	"April"	"4"	142
	"Coconino County, AZ"	"04005"	"May"	"5"	147
	"Coconino County, AZ"	"04005"	"June"	"6"	158
	"Coconino County, AZ"	"04005"	"July"	"7"	153
	"Coconino County, AZ"	"04005"	"August"	"8"	163
	"Coconino County, AZ"	"04005"	"September"	"9"	154
	"Coconino County, AZ"	"04005"	"October"	"10"	144
	"Coconino County, AZ"	"04005"	"November"	"11"	129
	"Coconino County, AZ"	"04005"	"December"	"12"	152
"Total"	"Coconino County, AZ"	"04005"			1777
	"Maricopa County, AZ"	"04013"	"January"	"1"	4447
	"Maricopa County, AZ"	"04013"	"February"	"2"	4039
	"Maricopa County, AZ"	"04013"	"March"	"3"	4534
	"Maricopa County, AZ"	"04013"	"April"	"4"	3930
	"Maricopa County, AZ"	"04013"	"May"	"5"	4205
	"Maricopa County, AZ"	"04013"	"June"	"6"	4390
	"Maricopa County, AZ"	"04013"	"July"	"7"	4544
	"Maricopa County, AZ"	"04013"	"August"	"8"	4808
	"Maricopa County, AZ"	"04013"	"September"	"9"	4906
	"Maricopa County, AZ"	"04013"	"October"	"10"	4674
	"Maricopa County, AZ"	"04013"	"November"	"11"	4442
	"Maricopa County, AZ"	"04013"	"December"	"12"	4548
"Total"	"Maricopa County, AZ"	"04013"			53467
	"Mohave County, AZ"	"04015"	"January"	"1"	161
	"Mohave County, AZ"	"04015"	"February"	"2"	162
	"Mohave County, AZ"	"04015"	"March"	"3"	179
	"Mohave County, AZ"	"04015"	"April"	"4"	154
	"Mohave County, AZ"	"04015"	"May"	"5"	172
	"Mohave County, AZ"	"04015"	"June"	"6"	180
	"Mohave County, AZ"	"04015"	"July"	"7"	173
	"Mohave County, AZ"	"04015"	"August"	"8"	181
	"Mohave County, AZ"	"04015"	"September"	"9"	175
	"Mohave County, AZ"	"04015"	"October"	"10"	160
	"Mohave County, AZ"	"04015"	"November"	"11"	157
	"Mohave County, AZ"	"04015"	"December"	"12"	192
"Total"	"Mohave County, AZ"	"04015"			2046
	"Pima County, AZ"	"04019"	"January"	"1"	984
	"Pima County, AZ"	"04019"	"February"	"2"	904
	"Pima County, AZ"	"04019"	"March"	"3"	1016
	"Pima County, AZ"	"04019"	"April"	"4"	968
	"Pima County, AZ"	"04019"	"May"	"5"	897
	"Pima County, AZ"	"04019"	"June"	"6"	1025
	"Pima County, AZ"	"04019"	"July"	"7"	1001
	"Pima County, AZ"	"04019"	"August"	"8"	1095
	"Pima County, AZ"	"04019"	"September"	"9"	1051
	"Pima County, AZ"	"04019"	"October"	"10"	1017
	"Pima County, AZ"	"04019"	"November"	"11"	1000
	"Pima County, AZ"	"04019"	"December"	"12"	935
"Total"	"Pima County, AZ"	"04019"			11893
	"Pinal County, AZ"	"04021"	"January"	"1"	409
	"Pinal County, AZ"	"04021"	"February"	"2"	410
	"Pinal County, AZ"	"04021"	"March"	"3"	422
	"Pinal County, AZ"	"04021"	"April"	"4"	363
	"Pinal County, AZ"	"04021"	"May"	"5"	324
	"Pinal County, AZ"	"04021"	"June"	"6"	387
	"Pinal County, AZ"	"04021"	"July"	"7"	403
	"Pinal County, AZ"	"04021"	"August"	"8"	371
	"Pinal County, AZ"	"04021"	"September"	"9"	409
	"Pinal County, AZ"	"04021"	"October"	"10"	356
	"Pinal County, AZ"	"04021"	"November"	"11"	350
	"Pinal County, AZ"	"04021"	"December"	"12"	407
"Total"	"Pinal County, AZ"	"04021"			4611
	"Yavapai County, AZ"	"04025"	"January"	"1"	145
	"Yavapai County, AZ"	"04025"	"February"	"2"	136
	"Yavapai County, AZ"	"04025"	"March"	"3"	174
	"Yavapai County, AZ"	"04025"	"April"	"4"	154
	"Yavapai County, AZ"	"04025"	"May"	"5"	155
	"Yavapai County, AZ"	"04025"	"June"	"6"	176
	"Yavapai County, AZ"	"04025"	"July"	"7"	138
	"Yavapai County, AZ"	"04025"	"August"	"8"	181
	"Yavapai County, AZ"	"04025"	"September"	"9"	156
	"Yavapai County, AZ"	"04025"	"October"	"10"	153
	"Yavapai County, AZ"	"04025"	"November"	"11"	132
	"Yavapai County, AZ"	"04025"	"December"	"12"	135
"Total"	"Yavapai County, AZ"	"04025"			1835
	"Yuma County, AZ"	"04027"	"January"	"1"	252
	"Yuma County, AZ"	"04027"	"February"	"2"	263
	"Yuma County, AZ"	"04027"	"March"	"3"	256
	"Yuma County, AZ"	"04027"	"April"	"4"	257
	"Yuma County, AZ"	"04027"	"May"	"5"	219
	"Yuma County, AZ"	"04027"	"June"	"6"	225
	"Yuma County, AZ"	"04027"	"July"	"7"	267
	"Yuma County, AZ"	"04027"	"August"	"8"	327
	"Yuma County, AZ"	"04027"	"September"	"9"	316
	"Yuma County, AZ"	"04027"	"October"	"10"	290
	"Yuma County, AZ"	"04027"	"November"	"11"	278
	"Yuma County, AZ"	"04027"	"December"	"12"	258
"Total"	"Yuma County, AZ"	"04027"			3208
	"Unidentified Counties, AZ"	"04999"	"January"	"1"	463
	"Unidentified Counties, AZ"	"04999"	"February"	"2"	371
	"Unidentified Counties, AZ"	"04999"	"March"	"3"	403
	"Unidentified Counties, AZ"	"04999"	"April"	"4"	417
	"Unidentified Counties, AZ"	"04999"	"May"	"5"	431
	"Unidentified Counties, AZ"	"04999"	"June"	"6"	444
	"Unidentified Counties, AZ"	"04999"	"July"	"7"	421
	"Unidentified Counties, AZ"	"04999"	"August"	"8"	430
	"Unidentified Counties, AZ"	"04999"	"September"	"9"	464
	"Unidentified Counties, AZ"	"04999"	"October"	"10"	444
	"Unidentified Counties, AZ"	"04999"	"November"	"11"	383
	"Unidentified Counties, AZ"	"04999"	"December"	"12"	367
"Total"	"Unidentified Counties, AZ"	"04999"			5038
	"Benton County, AR"	"05007"	"January"	"1"	256
	"Benton County, AR"	"05007"	"February"	"2"	223
	"Benton County, AR"	"05007"	"March"	"3"	322
	"Benton County, AR"	"05007"	"April"	"4"	253
	"Benton County, AR"	"05007"	"May"	"5"	263
	"Benton County, AR"	"05007"	"June"	"6"	301
	"Benton County, AR"	"05007"	"July"	"7"	287
	"Benton County, AR"	"05007"	"August"	"8"	318
	"Benton County, AR"	"05007"	"September"	"9"	297
	"Benton County, AR"	"05007"	"October"	"10"	274
	"Benton County, AR"	"05007"	"November"	"11"	259
	"Benton County, AR"	"05007"	"December"	"12"	287
"Total"	"Benton County, AR"	"05007"			3340
	"Pulaski County, AR"	"05119"	"January"	"1"	469
	"Pulaski County, AR"	"05119"	"February"	"2"	455
	"Pulaski County, AR"	"05119"	"March"	"3"	476
	"Pulaski County, AR"	"05119"	"April"	"4"	424
	"Pulaski County, AR"	"05119"	"May"	"5"	450
	"Pulaski County, AR"	"05119"	"June"	"6"	498
	"Pulaski County, AR"	"05119"	"July"	"7"	465
	"Pulaski County, AR"	"05119"	"August"	"8"	527
	"Pulaski County, AR"	"05119"	"September"	"9"	528
	"Pulaski County, AR"	"05119"	"October"	"10"	483
	"Pulaski County, AR"	"05119"	"November"	"11"	488
	"Pulaski County, AR"	"05119"	"December"	"12"	496
"Total"	"Pulaski County, AR"	"05119"			5759
	"Sebastian County, AR"	"05131"	"January"	"1"	148
	"Sebastian County, AR"	"05131"	"February"	"2"	141
	"Sebastian County, AR"	"05131"	"March"	"3"	165
	"Sebastian County, AR"	"05131"	"April"	"4"	125
	"Sebastian County, AR"	"05131"	"May"	"5"	144
	"Sebastian County, AR"	"05131"	"June"	"6"	165
	"Sebastian County, AR"	"05131"	"July"	"7"	159
	"Sebastian County, AR"	"05131"	"August"	"8"	173
	"Sebastian County, AR"	"05131"	"September"	"9"	135
	"Sebastian County, AR"	"05131"	"October"	"10"	154
	"Sebastian County, AR"	"05131"	"November"	"11"	148
	"Sebastian County, AR"	"05131"	"December"	"12"	142
"Total"	"Sebastian County, AR"	"05131"			1799
	"Washington County, AR"	"05143"	"January"	"1"	252
	"Washington County, AR"	"05143"	"February"	"2"	234
	"Washington County, AR"	"05143"	"March"	"3"	260
	"Washington County, AR"	"05143"	"April"	"4"	256
	"Washington County, AR"	"05143"	"May"	"5"	295
	"Washington County, AR"	"05143"	"June"	"6"	284
	"Washington County, AR"	"05143"	"July"	"7"	279
	"Washington County, AR"	"05143"	"August"	"8"	311
	"Washington County, AR"	"05143"	"September"	"9"	291
	"Washington County, AR"	"05143"	"October"	"10"	282
	"Washington County, AR"	"05143"	"November"	"11"	256
	"Washington County, AR"	"05143"	"December"	"12"	261
"Total"	"Washington County, AR"	"05143"			3261
	"Unidentified Counties, AR"	"05999"	"January"	"1"	1999
	"Unidentified Counties, AR"	"05999"	"February"	"2"	1875
	"Unidentified Counties, AR"	"05999"	"March"	"3"	1960
	"Unidentified Counties, AR"	"05999"	"April"	"4"	1853
	"Unidentified Counties, AR"	"05999"	"May"	"5"	1896
	"Unidentified Counties, AR"	"05999"	"June"	"6"	2080
	"Unidentified Counties, AR"	"05999"	"July"	"7"	2168
	"Unidentified Counties, AR"	"05999"	"August"	"8"	2280
	"Unidentified Counties, AR"	"05999"	"September"	"9"	2186
	"Unidentified Counties, AR"	"05999"	"October"	"10"	2081
	"Unidentified Counties, AR"	"05999"	"November"	"11"	2036
	"Unidentified Counties, AR"	"05999"	"December"	"12"	2142
"Total"	"Unidentified Counties, AR"	"05999"			24556
	"Alameda County, CA"	"06001"	"January"	"1"	1576
	"Alameda County, CA"	"06001"	"February"	"2"	1479
	"Alameda County, CA"	"06001"	"March"	"3"	1625
	"Alameda County, CA"	"06001"	"April"	"4"	1524
	"Alameda County, CA"	"06001"	"May"	"5"	1659
	"Alameda County, CA"	"06001"	"June"	"6"	1573
	"Alameda County, CA"	"06001"	"July"	"7"	1582
	"Alameda County, CA"	"06001"	"August"	"8"	1685
	"Alameda County, CA"	"06001"	"September"	"9"	1614
	"Alameda County, CA"	"06001"	"October"	"10"	1637
	"Alameda County, CA"	"06001"	"November"	"11"	1539
	"Alameda County, CA"	"06001"	"December"	"12"	1510
"Total"	"Alameda County, CA"	"06001"			19003
	"Butte County, CA"	"06007"	"January"	"1"	184
	"Butte County, CA"	"06007"	"February"	"2"	194
	"Butte County, CA"	"06007"	"March"	"3"	198
	"Butte County, CA"	"06007"	"April"	"4"	215
	"Butte County, CA"	"06007"	"May"	"5"	184
	"Butte County, CA"	"06007"	"June"	"6"	193
	"Butte County, CA"	"06007"	"July"	"7"	193
	"Butte County, CA"	"06007"	"August"	"8"	210
	"Butte County, CA"	"06007"	"September"	"9"	209
	"Butte County, CA"	"06007"	"October"	"10"	220
	"Butte County, CA"	"06007"	"November"	"11"	203
	"Butte County, CA"	"06007"	"December"	"12"	188
"Total"	"Butte County, CA"	"06007"			2391
	"Contra Costa County, CA"	"06013"	"January"	"1"	990
	"Contra Costa County, CA"	"06013"	"February"	"2"	913
	"Contra Costa County, CA"	"06013"	"March"	"3"	1049
	"Contra Costa County, CA"	"06013"	"April"	"4"	936
	"Contra Costa County, CA"	"06013"	"May"	"5"	997
	"Contra Costa County, CA"	"06013"	"June"	"6"	1024
	"Contra Costa County, CA"	"06013"	"July"	"7"	1020
	"Contra Costa County, CA"	"06013"	"August"	"8"	1069
	"Contra Costa County, CA"	"06013"	"September"	"9"	1056
	"Contra Costa County, CA"	"06013"	"October"	"10"	1021
	"Contra Costa County, CA"	"06013"	"November"	"11"	1000
	"Contra Costa County, CA"	"06013"	"December"	"12"	985
"Total"	"Contra Costa County, CA"	"06013"			12060
	"El Dorado County, CA"	"06017"	"January"	"1"	126
	"El Dorado County, CA"	"06017"	"February"	"2"	121
	"El Dorado County, CA"	"06017"	"March"	"3"	142
	"El Dorado County, CA"	"06017"	"April"	"4"	118
	"El Dorado County, CA"	"06017"	"May"	"5"	130
	"El Dorado County, CA"	"06017"	"June"	"6"	144
	"El Dorado County, CA"	"06017"	"July"	"7"	132
	"El Dorado County, CA"	"06017"	"August"	"8"	166
	"El Dorado County, CA"	"06017"	"September"	"9"	129
	"El Dorado County, CA"	"06017"	"October"	"10"	154
	"El Dorado County, CA"	"06017"	"November"	"11"	131
	"El Dorado County, CA"	"06017"	"December"	"12"	137
"Total"	"El Dorado County, CA"	"06017"			1630
	"Fresno County, CA"	"06019"	"January"	"1"	1315
	"Fresno County, CA"	"06019"	"February"	"2"	1242
	"Fresno County, CA"	"06019"	"March"	"3"	1368
	"Fresno County, CA"	"06019"	"April"	"4"	1257
	"Fresno County, CA"	"06019"	"May"	"5"	1308
	"Fresno County, CA"	"06019"	"June"	"6"	1426
	"Fresno County, CA"	"06019"	"July"	"7"	1459
	"Fresno County, CA"	"06019"	"August"	"8"	1472
	"Fresno County, CA"	"06019"	"September"	"9"	1359
	"Fresno County, CA"	"06019"	"October"	"10"	1338
	"Fresno County, CA"	"06019"	"November"	"11"	1246
	"Fresno County, CA"	"06019"	"December"	"12"	1370
"Total"	"Fresno County, CA"	"06019"			16160
	"Humboldt County, CA"	"06023"	"January"	"1"	118
	"Humboldt County, CA"	"06023"	"February"	"2"	119
	"Humboldt County, CA"	"06023"	"March"	"3"	144
	"Humboldt County, CA"	"06023"	"April"	"4"	125
	"Humboldt County, CA"	"06023"	"May"	"5"	112
	"Humboldt County, CA"	"06023"	"June"	"6"	132
	"Humboldt County, CA"	"06023"	"July"	"7"	140
	"Humboldt County, CA"	"06023"	"August"	"8"	127
	"Humboldt County, CA"	"06023"	"September"	"9"	135
	"Humboldt County, CA"	"06023"	"October"	"10"	93
	"Humboldt County, CA"	"06023"	"November"	"11"	112
	"Humboldt County, CA"	"06023"	"December"	"12"	91
"Total"	"Humboldt County, CA"	"06023"			1448
	"Imperial County, CA"	"06025"	"January"	"1"	263
	"Imperial County, CA"	"06025"	"February"	"2"	235
	"Imperial County, CA"	"06025"	"March"	"3"	232
	"Imperial County, CA"	"06025"	"April"	"4"	247
	"Imperial County, CA"	"06025"	"May"	"5"	240
	"Imperial County, CA"	"06025"	"June"	"6"	239
	"Imperial County, CA"	"06025"	"July"	"7"	240
	"Imperial County, CA"	"06025"	"August"	"8"	277
	"Imperial County, CA"	"06025"	"September"	"9"	285
	"Imperial County, CA"	"06025"	"October"	"10"	274
	"Imperial County, CA"	"06025"	"November"	"11"	280
	"Imperial County, CA"	"06025"	"December"	"12"	267
"Total"	"Imperial County, CA"	"06025"			3079
	"Kern County, CA"	"06029"	"January"	"1"	1212
	"Kern County, CA"	"06029"	"February"	"2"	1119
	"Kern County, CA"	"06029"	"March"	"3"	1205
	"Kern County, CA"	"06029"	"April"	"4"	1094
	"Kern County, CA"	"06029"	"May"	"5"	1162
	"Kern County, CA"	"06029"	"June"	"6"	1188
	"Kern County, CA"	"06029"	"July"	"7"	1295
	"Kern County, CA"	"06029"	"August"	"8"	1304
	"Kern County, CA"	"06029"	"September"	"9"	1256
	"Kern County, CA"	"06029"	"October"	"10"	1127
	"Kern County, CA"	"06029"	"November"	"11"	1141
	"Kern County, CA"	"06029"	"December"	"12"	1184
"Total"	"Kern County, CA"	"06029"			14287
	"Kings County, CA"	"06031"	"January"	"1"	206
	"Kings County, CA"	"06031"	"February"	"2"	218
	"Kings County, CA"	"06031"	"March"	"3"	236
	"Kings County, CA"	"06031"	"April"	"4"	176
	"Kings County, CA"	"06031"	"May"	"5"	222
	"Kings County, CA"	"06031"	"June"	"6"	191
	"Kings County, CA"	"06031"	"July"	"7"	228
	"Kings County, CA"	"06031"	"August"	"8"	246
	"Kings County, CA"	"06031"	"September"	"9"	196
	"Kings County, CA"	"06031"	"October"	"10"	218
	"Kings County, CA"	"06031"	"November"	"11"	195
	"Kings County, CA"	"06031"	"December"	"12"	235
"Total"	"Kings County, CA"	"06031"			2567
	"Los Angeles County, CA"	"06037"	"January"	"1"	10909
	"Los Angeles County, CA"	"06037"	"February"	"2"	9869
	"Los Angeles County, CA"	"06037"	"March"	"3"	10998
	"Los Angeles County, CA"	"06037"	"April"	"4"	10283
	"Los Angeles County, CA"	"06037"	"May"	"5"	10597
	"Los Angeles County, CA"	"06037"	"June"	"6"	10894
	"Los Angeles County, CA"	"06037"	"July"	"7"	10907
	"Los Angeles County, CA"	"06037"	"August"	"8"	11715
	"Los Angeles County, CA"	"06037"	"September"	"9"	11295
	"Los Angeles County, CA"	"06037"	"October"	"10"	10972
	"Los Angeles County, CA"	"06037"	"November"	"11"	10917
	"Los Angeles County, CA"	"06037"	"December"	"12"	11014
"Total"	"Los Angeles County, CA"	"06037"			130370
	"Madera County, CA"	"06039"	"January"	"1"	210
	"Madera County, CA"	"06039"	"February"	"2"	167
	"Madera County, CA"	"06039"	"March"	"3"	209
	"Madera County, CA"	"06039"	"April"	"4"	191
	"Madera County, CA"	"06039"	"May"	"5"	170
	"Madera County, CA"	"06039"	"June"	"6"	215
