"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Clarke County, GA"	"13059"	"April"	"4"	123
	"Clarke County, GA"	"13059"	"May"	"5"	107
	"Clarke County, GA"	"13059"	"June"	"6"	119
	"Clarke County, GA"	"13059"	"July"	"7"	122
	"Clarke County, GA"	"13059"	"August"	"8"	131
	"Clarke County, GA"	"13059"	"September"	"9"	129
	"Clarke County, GA"	"13059"	"October"	"10"	135
	"Clarke County, GA"	"13059"	"November"	"11"	132
	"Clarke County, GA"	"13059"	"December"	"12"	105
"Total"	"Clarke County, GA"	"13059"			1468
	"Clayton County, GA"	"13063"	"January"	"1"	380
	"Clayton County, GA"	"13063"	"February"	"2"	308
	"Clayton County, GA"	"13063"	"March"	"3"	330
	"Clayton County, GA"	"13063"	"April"	"4"	282
	"Clayton County, GA"	"13063"	"May"	"5"	324
	"Clayton County, GA"	"13063"	"June"	"6"	320
	"Clayton County, GA"	"13063"	"July"	"7"	321
	"Clayton County, GA"	"13063"	"August"	"8"	367
	"Clayton County, GA"	"13063"	"September"	"9"	329
	"Clayton County, GA"	"13063"	"October"	"10"	323
	"Clayton County, GA"	"13063"	"November"	"11"	316
	"Clayton County, GA"	"13063"	"December"	"12"	335
"Total"	"Clayton County, GA"	"13063"			3935
	"Cobb County, GA"	"13067"	"January"	"1"	787
	"Cobb County, GA"	"13067"	"February"	"2"	716
	"Cobb County, GA"	"13067"	"March"	"3"	759
	"Cobb County, GA"	"13067"	"April"	"4"	802
	"Cobb County, GA"	"13067"	"May"	"5"	778
	"Cobb County, GA"	"13067"	"June"	"6"	806
	"Cobb County, GA"	"13067"	"July"	"7"	868
	"Cobb County, GA"	"13067"	"August"	"8"	865
	"Cobb County, GA"	"13067"	"September"	"9"	831
	"Cobb County, GA"	"13067"	"October"	"10"	787
	"Cobb County, GA"	"13067"	"November"	"11"	744
	"Cobb County, GA"	"13067"	"December"	"12"	838
"Total"	"Cobb County, GA"	"13067"			9581
	"DeKalb County, GA"	"13089"	"January"	"1"	865
	"DeKalb County, GA"	"13089"	"February"	"2"	889
	"DeKalb County, GA"	"13089"	"March"	"3"	870
	"DeKalb County, GA"	"13089"	"April"	"4"	848
	"DeKalb County, GA"	"13089"	"May"	"5"	914
	"DeKalb County, GA"	"13089"	"June"	"6"	868
	"DeKalb County, GA"	"13089"	"July"	"7"	904
	"DeKalb County, GA"	"13089"	"August"	"8"	924
	"DeKalb County, GA"	"13089"	"September"	"9"	938
	"DeKalb County, GA"	"13089"	"October"	"10"	914
	"DeKalb County, GA"	"13089"	"November"	"11"	908
	"DeKalb County, GA"	"13089"	"December"	"12"	958
"Total"	"DeKalb County, GA"	"13089"			10800
	"Fulton County, GA"	"13121"	"January"	"1"	1216
	"Fulton County, GA"	"13121"	"February"	"2"	1083
	"Fulton County, GA"	"13121"	"March"	"3"	1184
	"Fulton County, GA"	"13121"	"April"	"4"	1079
	"Fulton County, GA"	"13121"	"May"	"5"	1121
	"Fulton County, GA"	"13121"	"June"	"6"	1251
	"Fulton County, GA"	"13121"	"July"	"7"	1192
	"Fulton County, GA"	"13121"	"August"	"8"	1214
	"Fulton County, GA"	"13121"	"September"	"9"	1162
	"Fulton County, GA"	"13121"	"October"	"10"	1115
	"Fulton County, GA"	"13121"	"November"	"11"	1131
	"Fulton County, GA"	"13121"	"December"	"12"	1197
"Total"	"Fulton County, GA"	"13121"			13945
	"Gwinnett County, GA"	"13135"	"January"	"1"	892
	"Gwinnett County, GA"	"13135"	"February"	"2"	875
	"Gwinnett County, GA"	"13135"	"March"	"3"	911
	"Gwinnett County, GA"	"13135"	"April"	"4"	896
	"Gwinnett County, GA"	"13135"	"May"	"5"	919
	"Gwinnett County, GA"	"13135"	"June"	"6"	942
	"Gwinnett County, GA"	"13135"	"July"	"7"	936
	"Gwinnett County, GA"	"13135"	"August"	"8"	1031
	"Gwinnett County, GA"	"13135"	"September"	"9"	938
	"Gwinnett County, GA"	"13135"	"October"	"10"	935
	"Gwinnett County, GA"	"13135"	"November"	"11"	967
	"Gwinnett County, GA"	"13135"	"December"	"12"	955
"Total"	"Gwinnett County, GA"	"13135"			11197
	"Hall County, GA"	"13139"	"January"	"1"	229
	"Hall County, GA"	"13139"	"February"	"2"	210
	"Hall County, GA"	"13139"	"March"	"3"	221
	"Hall County, GA"	"13139"	"April"	"4"	210
	"Hall County, GA"	"13139"	"May"	"5"	199
	"Hall County, GA"	"13139"	"June"	"6"	218
	"Hall County, GA"	"13139"	"July"	"7"	226
	"Hall County, GA"	"13139"	"August"	"8"	243
	"Hall County, GA"	"13139"	"September"	"9"	202
	"Hall County, GA"	"13139"	"October"	"10"	217
	"Hall County, GA"	"13139"	"November"	"11"	194
	"Hall County, GA"	"13139"	"December"	"12"	221
"Total"	"Hall County, GA"	"13139"			2590
	"Henry County, GA"	"13151"	"January"	"1"	205
	"Henry County, GA"	"13151"	"February"	"2"	226
	"Henry County, GA"	"13151"	"March"	"3"	204
	"Henry County, GA"	"13151"	"April"	"4"	177
	"Henry County, GA"	"13151"	"May"	"5"	186
	"Henry County, GA"	"13151"	"June"	"6"	223
	"Henry County, GA"	"13151"	"July"	"7"	241
	"Henry County, GA"	"13151"	"August"	"8"	228
	"Henry County, GA"	"13151"	"September"	"9"	226
	"Henry County, GA"	"13151"	"October"	"10"	200
	"Henry County, GA"	"13151"	"November"	"11"	215
	"Henry County, GA"	"13151"	"December"	"12"	215
"Total"	"Henry County, GA"	"13151"			2546
	"Houston County, GA"	"13153"	"January"	"1"	161
	"Houston County, GA"	"13153"	"February"	"2"	137
	"Houston County, GA"	"13153"	"March"	"3"	155
	"Houston County, GA"	"13153"	"April"	"4"	153
	"Houston County, GA"	"13153"	"May"	"5"	180
	"Houston County, GA"	"13153"	"June"	"6"	181
	"Houston County, GA"	"13153"	"July"	"7"	172
	"Houston County, GA"	"13153"	"August"	"8"	194
	"Houston County, GA"	"13153"	"September"	"9"	185
	"Houston County, GA"	"13153"	"October"	"10"	177
	"Houston County, GA"	"13153"	"November"	"11"	193
	"Houston County, GA"	"13153"	"December"	"12"	154
"Total"	"Houston County, GA"	"13153"			2042
	"Muscogee County, GA"	"13215"	"January"	"1"	253
	"Muscogee County, GA"	"13215"	"February"	"2"	230
	"Muscogee County, GA"	"13215"	"March"	"3"	245
	"Muscogee County, GA"	"13215"	"April"	"4"	245
	"Muscogee County, GA"	"13215"	"May"	"5"	265
	"Muscogee County, GA"	"13215"	"June"	"6"	268
	"Muscogee County, GA"	"13215"	"July"	"7"	327
	"Muscogee County, GA"	"13215"	"August"	"8"	321
	"Muscogee County, GA"	"13215"	"September"	"9"	294
	"Muscogee County, GA"	"13215"	"October"	"10"	265
	"Muscogee County, GA"	"13215"	"November"	"11"	310
	"Muscogee County, GA"	"13215"	"December"	"12"	291
"Total"	"Muscogee County, GA"	"13215"			3314
	"Richmond County, GA"	"13245"	"January"	"1"	240
	"Richmond County, GA"	"13245"	"February"	"2"	245
	"Richmond County, GA"	"13245"	"March"	"3"	239
	"Richmond County, GA"	"13245"	"April"	"4"	232
	"Richmond County, GA"	"13245"	"May"	"5"	240
	"Richmond County, GA"	"13245"	"June"	"6"	248
	"Richmond County, GA"	"13245"	"July"	"7"	264
	"Richmond County, GA"	"13245"	"August"	"8"	286
	"Richmond County, GA"	"13245"	"September"	"9"	249
	"Richmond County, GA"	"13245"	"October"	"10"	243
	"Richmond County, GA"	"13245"	"November"	"11"	266
	"Richmond County, GA"	"13245"	"December"	"12"	249
"Total"	"Richmond County, GA"	"13245"			3001
	"Unidentified Counties, GA"	"13999"	"January"	"1"	4818
	"Unidentified Counties, GA"	"13999"	"February"	"2"	4475
	"Unidentified Counties, GA"	"13999"	"March"	"3"	5029
	"Unidentified Counties, GA"	"13999"	"April"	"4"	4485
	"Unidentified Counties, GA"	"13999"	"May"	"5"	4532
	"Unidentified Counties, GA"	"13999"	"June"	"6"	4870
	"Unidentified Counties, GA"	"13999"	"July"	"7"	4966
	"Unidentified Counties, GA"	"13999"	"August"	"8"	5475
	"Unidentified Counties, GA"	"13999"	"September"	"9"	5249
	"Unidentified Counties, GA"	"13999"	"October"	"10"	4962
	"Unidentified Counties, GA"	"13999"	"November"	"11"	4890
	"Unidentified Counties, GA"	"13999"	"December"	"12"	4992
"Total"	"Unidentified Counties, GA"	"13999"			58743
	"Hawaii County, HI"	"15001"	"January"	"1"	194
	"Hawaii County, HI"	"15001"	"February"	"2"	194
	"Hawaii County, HI"	"15001"	"March"	"3"	209
	"Hawaii County, HI"	"15001"	"April"	"4"	188
	"Hawaii County, HI"	"15001"	"May"	"5"	209
	"Hawaii County, HI"	"15001"	"June"	"6"	221
	"Hawaii County, HI"	"15001"	"July"	"7"	212
	"Hawaii County, HI"	"15001"	"August"	"8"	219
	"Hawaii County, HI"	"15001"	"September"	"9"	213
	"Hawaii County, HI"	"15001"	"October"	"10"	193
	"Hawaii County, HI"	"15001"	"November"	"11"	198
	"Hawaii County, HI"	"15001"	"December"	"12"	220
"Total"	"Hawaii County, HI"	"15001"			2470
	"Honolulu County, HI"	"15003"	"January"	"1"	1159
	"Honolulu County, HI"	"15003"	"February"	"2"	1102
	"Honolulu County, HI"	"15003"	"March"	"3"	1133
	"Honolulu County, HI"	"15003"	"April"	"4"	1072
	"Honolulu County, HI"	"15003"	"May"	"5"	1102
	"Honolulu County, HI"	"15003"	"June"	"6"	1130
	"Honolulu County, HI"	"15003"	"July"	"7"	1131
	"Honolulu County, HI"	"15003"	"August"	"8"	1251
	"Honolulu County, HI"	"15003"	"September"	"9"	1193
	"Honolulu County, HI"	"15003"	"October"	"10"	1137
	"Honolulu County, HI"	"15003"	"November"	"11"	1078
	"Honolulu County, HI"	"15003"	"December"	"12"	1100
"Total"	"Honolulu County, HI"	"15003"			13588
	"Maui County, HI"	"15009"	"January"	"1"	179
	"Maui County, HI"	"15009"	"February"	"2"	147
	"Maui County, HI"	"15009"	"March"	"3"	182
	"Maui County, HI"	"15009"	"April"	"4"	143
	"Maui County, HI"	"15009"	"May"	"5"	176
	"Maui County, HI"	"15009"	"June"	"6"	138
	"Maui County, HI"	"15009"	"July"	"7"	163
	"Maui County, HI"	"15009"	"August"	"8"	166
	"Maui County, HI"	"15009"	"September"	"9"	195
	"Maui County, HI"	"15009"	"October"	"10"	195
	"Maui County, HI"	"15009"	"November"	"11"	162
	"Maui County, HI"	"15009"	"December"	"12"	156
"Total"	"Maui County, HI"	"15009"			2002
	"Unidentified Counties, HI"	"15999"	"January"	"1"	58
	"Unidentified Counties, HI"	"15999"	"February"	"2"	59
	"Unidentified Counties, HI"	"15999"	"March"	"3"	97
	"Unidentified Counties, HI"	"15999"	"April"	"4"	65
	"Unidentified Counties, HI"	"15999"	"May"	"5"	71
	"Unidentified Counties, HI"	"15999"	"June"	"6"	88
	"Unidentified Counties, HI"	"15999"	"July"	"7"	78
	"Unidentified Counties, HI"	"15999"	"August"	"8"	71
	"Unidentified Counties, HI"	"15999"	"September"	"9"	80
	"Unidentified Counties, HI"	"15999"	"October"	"10"	70
	"Unidentified Counties, HI"	"15999"	"November"	"11"	84
	"Unidentified Counties, HI"	"15999"	"December"	"12"	75
"Total"	"Unidentified Counties, HI"	"15999"			896
	"Ada County, ID"	"16001"	"January"	"1"	414
	"Ada County, ID"	"16001"	"February"	"2"	393
	"Ada County, ID"	"16001"	"March"	"3"	467
	"Ada County, ID"	"16001"	"April"	"4"	427
	"Ada County, ID"	"16001"	"May"	"5"	485
	"Ada County, ID"	"16001"	"June"	"6"	459
	"Ada County, ID"	"16001"	"July"	"7"	428
	"Ada County, ID"	"16001"	"August"	"8"	461
	"Ada County, ID"	"16001"	"September"	"9"	436
	"Ada County, ID"	"16001"	"October"	"10"	421
	"Ada County, ID"	"16001"	"November"	"11"	383
	"Ada County, ID"	"16001"	"December"	"12"	377
"Total"	"Ada County, ID"	"16001"			5151
	"Canyon County, ID"	"16027"	"January"	"1"	240
	"Canyon County, ID"	"16027"	"February"	"2"	246
	"Canyon County, ID"	"16027"	"March"	"3"	266
	"Canyon County, ID"	"16027"	"April"	"4"	264
	"Canyon County, ID"	"16027"	"May"	"5"	290
	"Canyon County, ID"	"16027"	"June"	"6"	241
	"Canyon County, ID"	"16027"	"July"	"7"	238
	"Canyon County, ID"	"16027"	"August"	"8"	263
	"Canyon County, ID"	"16027"	"September"	"9"	247
	"Canyon County, ID"	"16027"	"October"	"10"	239
	"Canyon County, ID"	"16027"	"November"	"11"	239
	"Canyon County, ID"	"16027"	"December"	"12"	248
"Total"	"Canyon County, ID"	"16027"			3021
	"Kootenai County, ID"	"16055"	"January"	"1"	119
	"Kootenai County, ID"	"16055"	"February"	"2"	110
	"Kootenai County, ID"	"16055"	"March"	"3"	157
	"Kootenai County, ID"	"16055"	"April"	"4"	134
	"Kootenai County, ID"	"16055"	"May"	"5"	150
	"Kootenai County, ID"	"16055"	"June"	"6"	144
	"Kootenai County, ID"	"16055"	"July"	"7"	148
	"Kootenai County, ID"	"16055"	"August"	"8"	148
	"Kootenai County, ID"	"16055"	"September"	"9"	149
	"Kootenai County, ID"	"16055"	"October"	"10"	138
	"Kootenai County, ID"	"16055"	"November"	"11"	130
	"Kootenai County, ID"	"16055"	"December"	"12"	120
"Total"	"Kootenai County, ID"	"16055"			1647
	"Unidentified Counties, ID"	"16999"	"January"	"1"	994
	"Unidentified Counties, ID"	"16999"	"February"	"2"	949
	"Unidentified Counties, ID"	"16999"	"March"	"3"	1082
	"Unidentified Counties, ID"	"16999"	"April"	"4"	1053
	"Unidentified Counties, ID"	"16999"	"May"	"5"	1106
	"Unidentified Counties, ID"	"16999"	"June"	"6"	1100
	"Unidentified Counties, ID"	"16999"	"July"	"7"	1089
	"Unidentified Counties, ID"	"16999"	"August"	"8"	1134
	"Unidentified Counties, ID"	"16999"	"September"	"9"	1054
	"Unidentified Counties, ID"	"16999"	"October"	"10"	968
	"Unidentified Counties, ID"	"16999"	"November"	"11"	997
	"Unidentified Counties, ID"	"16999"	"December"	"12"	960
"Total"	"Unidentified Counties, ID"	"16999"			12486
	"Champaign County, IL"	"17019"	"January"	"1"	203
	"Champaign County, IL"	"17019"	"February"	"2"	166
	"Champaign County, IL"	"17019"	"March"	"3"	195
	"Champaign County, IL"	"17019"	"April"	"4"	191
	"Champaign County, IL"	"17019"	"May"	"5"	201
	"Champaign County, IL"	"17019"	"June"	"6"	188
	"Champaign County, IL"	"17019"	"July"	"7"	237
	"Champaign County, IL"	"17019"	"August"	"8"	256
	"Champaign County, IL"	"17019"	"September"	"9"	206
	"Champaign County, IL"	"17019"	"October"	"10"	185
	"Champaign County, IL"	"17019"	"November"	"11"	189
	"Champaign County, IL"	"17019"	"December"	"12"	179
"Total"	"Champaign County, IL"	"17019"			2396
	"Cook County, IL"	"17031"	"January"	"1"	5924
	"Cook County, IL"	"17031"	"February"	"2"	5364
	"Cook County, IL"	"17031"	"March"	"3"	5940
	"Cook County, IL"	"17031"	"April"	"4"	5523
	"Cook County, IL"	"17031"	"May"	"5"	6009
	"Cook County, IL"	"17031"	"June"	"6"	6175
	"Cook County, IL"	"17031"	"July"	"7"	6373
	"Cook County, IL"	"17031"	"August"	"8"	6564
	"Cook County, IL"	"17031"	"September"	"9"	6089
	"Cook County, IL"	"17031"	"October"	"10"	5816
	"Cook County, IL"	"17031"	"November"	"11"	5698
	"Cook County, IL"	"17031"	"December"	"12"	5688
"Total"	"Cook County, IL"	"17031"			71163
	"DuPage County, IL"	"17043"	"January"	"1"	798
	"DuPage County, IL"	"17043"	"February"	"2"	820
	"DuPage County, IL"	"17043"	"March"	"3"	883
	"DuPage County, IL"	"17043"	"April"	"4"	865
	"DuPage County, IL"	"17043"	"May"	"5"	928
	"DuPage County, IL"	"17043"	"June"	"6"	952
	"DuPage County, IL"	"17043"	"July"	"7"	999
	"DuPage County, IL"	"17043"	"August"	"8"	985
	"DuPage County, IL"	"17043"	"September"	"9"	899
	"DuPage County, IL"	"17043"	"October"	"10"	903
	"DuPage County, IL"	"17043"	"November"	"11"	855
	"DuPage County, IL"	"17043"	"December"	"12"	885
"Total"	"DuPage County, IL"	"17043"			10772
	"Kane County, IL"	"17089"	"January"	"1"	561
	"Kane County, IL"	"17089"	"February"	"2"	500
	"Kane County, IL"	"17089"	"March"	"3"	587
	"Kane County, IL"	"17089"	"April"	"4"	587
	"Kane County, IL"	"17089"	"May"	"5"	572
	"Kane County, IL"	"17089"	"June"	"6"	603
	"Kane County, IL"	"17089"	"July"	"7"	647
	"Kane County, IL"	"17089"	"August"	"8"	635
	"Kane County, IL"	"17089"	"September"	"9"	608
	"Kane County, IL"	"17089"	"October"	"10"	578
	"Kane County, IL"	"17089"	"November"	"11"	512
	"Kane County, IL"	"17089"	"December"	"12"	563
"Total"	"Kane County, IL"	"17089"			6953
	"Kankakee County, IL"	"17091"	"January"	"1"	99
	"Kankakee County, IL"	"17091"	"February"	"2"	98
	"Kankakee County, IL"	"17091"	"March"	"3"	123
	"Kankakee County, IL"	"17091"	"April"	"4"	104
	"Kankakee County, IL"	"17091"	"May"	"5"	101
	"Kankakee County, IL"	"17091"	"June"	"6"	123
	"Kankakee County, IL"	"17091"	"July"	"7"	133
	"Kankakee County, IL"	"17091"	"August"	"8"	123
	"Kankakee County, IL"	"17091"	"September"	"9"	124
	"Kankakee County, IL"	"17091"	"October"	"10"	131
	"Kankakee County, IL"	"17091"	"November"	"11"	104
	"Kankakee County, IL"	"17091"	"December"	"12"	104
"Total"	"Kankakee County, IL"	"17091"			1367
	"Lake County, IL"	"17097"	"January"	"1"	643
	"Lake County, IL"	"17097"	"February"	"2"	567
	"Lake County, IL"	"17097"	"March"	"3"	685
	"Lake County, IL"	"17097"	"April"	"4"	628
	"Lake County, IL"	"17097"	"May"	"5"	702
	"Lake County, IL"	"17097"	"June"	"6"	738
	"Lake County, IL"	"17097"	"July"	"7"	759
	"Lake County, IL"	"17097"	"August"	"8"	740
	"Lake County, IL"	"17097"	"September"	"9"	685
	"Lake County, IL"	"17097"	"October"	"10"	645
	"Lake County, IL"	"17097"	"November"	"11"	655
	"Lake County, IL"	"17097"	"December"	"12"	634
"Total"	"Lake County, IL"	"17097"			8081
	"LaSalle County, IL"	"17099"	"January"	"1"	106
	"LaSalle County, IL"	"17099"	"February"	"2"	80
	"LaSalle County, IL"	"17099"	"March"	"3"	94
	"LaSalle County, IL"	"17099"	"April"	"4"	87
	"LaSalle County, IL"	"17099"	"May"	"5"	107
	"LaSalle County, IL"	"17099"	"June"	"6"	110
	"LaSalle County, IL"	"17099"	"July"	"7"	99
	"LaSalle County, IL"	"17099"	"August"	"8"	105
	"LaSalle County, IL"	"17099"	"September"	"9"	124
	"LaSalle County, IL"	"17099"	"October"	"10"	111
	"LaSalle County, IL"	"17099"	"November"	"11"	97
	"LaSalle County, IL"	"17099"	"December"	"12"	99
"Total"	"LaSalle County, IL"	"17099"			1219
	"McHenry County, IL"	"17111"	"January"	"1"	265
	"McHenry County, IL"	"17111"	"February"	"2"	262
	"McHenry County, IL"	"17111"	"March"	"3"	284
	"McHenry County, IL"	"17111"	"April"	"4"	270
	"McHenry County, IL"	"17111"	"May"	"5"	294
	"McHenry County, IL"	"17111"	"June"	"6"	296
	"McHenry County, IL"	"17111"	"July"	"7"	333
	"McHenry County, IL"	"17111"	"August"	"8"	316
	"McHenry County, IL"	"17111"	"September"	"9"	291
	"McHenry County, IL"	"17111"	"October"	"10"	266
	"McHenry County, IL"	"17111"	"November"	"11"	240
	"McHenry County, IL"	"17111"	"December"	"12"	246
"Total"	"McHenry County, IL"	"17111"			3363
	"McLean County, IL"	"17113"	"January"	"1"	180
	"McLean County, IL"	"17113"	"February"	"2"	170
	"McLean County, IL"	"17113"	"March"	"3"	186
	"McLean County, IL"	"17113"	"April"	"4"	158
	"McLean County, IL"	"17113"	"May"	"5"	174
	"McLean County, IL"	"17113"	"June"	"6"	182
	"McLean County, IL"	"17113"	"July"	"7"	200
	"McLean County, IL"	"17113"	"August"	"8"	168
	"McLean County, IL"	"17113"	"September"	"9"	187
	"McLean County, IL"	"17113"	"October"	"10"	146
	"McLean County, IL"	"17113"	"November"	"11"	176
	"McLean County, IL"	"17113"	"December"	"12"	163
"Total"	"McLean County, IL"	"17113"			2090
	"Macon County, IL"	"17115"	"January"	"1"	101
	"Macon County, IL"	"17115"	"February"	"2"	110
	"Macon County, IL"	"17115"	"March"	"3"	105
	"Macon County, IL"	"17115"	"April"	"4"	107
	"Macon County, IL"	"17115"	"May"	"5"	108
	"Macon County, IL"	"17115"	"June"	"6"	112
	"Macon County, IL"	"17115"	"July"	"7"	120
	"Macon County, IL"	"17115"	"August"	"8"	110
	"Macon County, IL"	"17115"	"September"	"9"	104
	"Macon County, IL"	"17115"	"October"	"10"	118
	"Macon County, IL"	"17115"	"November"	"11"	89
	"Macon County, IL"	"17115"	"December"	"12"	126
"Total"	"Macon County, IL"	"17115"			1310
	"Madison County, IL"	"17119"	"January"	"1"	261
	"Madison County, IL"	"17119"	"February"	"2"	239
	"Madison County, IL"	"17119"	"March"	"3"	282
	"Madison County, IL"	"17119"	"April"	"4"	247
	"Madison County, IL"	"17119"	"May"	"5"	274
	"Madison County, IL"	"17119"	"June"	"6"	286
	"Madison County, IL"	"17119"	"July"	"7"	299
	"Madison County, IL"	"17119"	"August"	"8"	278
	"Madison County, IL"	"17119"	"September"	"9"	261
	"Madison County, IL"	"17119"	"October"	"10"	254
	"Madison County, IL"	"17119"	"November"	"11"	269
	"Madison County, IL"	"17119"	"December"	"12"	285
"Total"	"Madison County, IL"	"17119"			3235
	"Peoria County, IL"	"17143"	"January"	"1"	209
	"Peoria County, IL"	"17143"	"February"	"2"	208
	"Peoria County, IL"	"17143"	"March"	"3"	219
	"Peoria County, IL"	"17143"	"April"	"4"	218
	"Peoria County, IL"	"17143"	"May"	"5"	232
	"Peoria County, IL"	"17143"	"June"	"6"	204
	"Peoria County, IL"	"17143"	"July"	"7"	241
	"Peoria County, IL"	"17143"	"August"	"8"	256
	"Peoria County, IL"	"17143"	"September"	"9"	203
	"Peoria County, IL"	"17143"	"October"	"10"	226
	"Peoria County, IL"	"17143"	"November"	"11"	193
	"Peoria County, IL"	"17143"	"December"	"12"	234
"Total"	"Peoria County, IL"	"17143"			2643
	"Rock Island County, IL"	"17161"	"January"	"1"	138
	"Rock Island County, IL"	"17161"	"February"	"2"	135
	"Rock Island County, IL"	"17161"	"March"	"3"	173
	"Rock Island County, IL"	"17161"	"April"	"4"	140
	"Rock Island County, IL"	"17161"	"May"	"5"	143
	"Rock Island County, IL"	"17161"	"June"	"6"	160
	"Rock Island County, IL"	"17161"	"July"	"7"	165
	"Rock Island County, IL"	"17161"	"August"	"8"	171
	"Rock Island County, IL"	"17161"	"September"	"9"	169
	"Rock Island County, IL"	"17161"	"October"	"10"	149
	"Rock Island County, IL"	"17161"	"November"	"11"	157
	"Rock Island County, IL"	"17161"	"December"	"12"	166
"Total"	"Rock Island County, IL"	"17161"			1866
	"St. Clair County, IL"	"17163"	"January"	"1"	273
	"St. Clair County, IL"	"17163"	"February"	"2"	271
	"St. Clair County, IL"	"17163"	"March"	"3"	304
	"St. Clair County, IL"	"17163"	"April"	"4"	303
	"St. Clair County, IL"	"17163"	"May"	"5"	297
	"St. Clair County, IL"	"17163"	"June"	"6"	292
	"St. Clair County, IL"	"17163"	"July"	"7"	306
	"St. Clair County, IL"	"17163"	"August"	"8"	308
	"St. Clair County, IL"	"17163"	"September"	"9"	288
	"St. Clair County, IL"	"17163"	"October"	"10"	274
	"St. Clair County, IL"	"17163"	"November"	"11"	294
	"St. Clair County, IL"	"17163"	"December"	"12"	286
"Total"	"St. Clair County, IL"	"17163"			3496
	"Sangamon County, IL"	"17167"	"January"	"1"	198
	"Sangamon County, IL"	"17167"	"February"	"2"	172
	"Sangamon County, IL"	"17167"	"March"	"3"	224
	"Sangamon County, IL"	"17167"	"April"	"4"	197
	"Sangamon County, IL"	"17167"	"May"	"5"	199
	"Sangamon County, IL"	"17167"	"June"	"6"	208
	"Sangamon County, IL"	"17167"	"July"	"7"	226
	"Sangamon County, IL"	"17167"	"August"	"8"	187
	"Sangamon County, IL"	"17167"	"September"	"9"	218
	"Sangamon County, IL"	"17167"	"October"	"10"	197
	"Sangamon County, IL"	"17167"	"November"	"11"	189
	"Sangamon County, IL"	"17167"	"December"	"12"	191
"Total"	"Sangamon County, IL"	"17167"			2406
	"Tazewell County, IL"	"17179"	"January"	"1"	132
	"Tazewell County, IL"	"17179"	"February"	"2"	124
	"Tazewell County, IL"	"17179"	"March"	"3"	119
	"Tazewell County, IL"	"17179"	"April"	"4"	140
	"Tazewell County, IL"	"17179"	"May"	"5"	148
	"Tazewell County, IL"	"17179"	"June"	"6"	152
	"Tazewell County, IL"	"17179"	"July"	"7"	136
	"Tazewell County, IL"	"17179"	"August"	"8"	140
	"Tazewell County, IL"	"17179"	"September"	"9"	145
	"Tazewell County, IL"	"17179"	"October"	"10"	151
	"Tazewell County, IL"	"17179"	"November"	"11"	126
	"Tazewell County, IL"	"17179"	"December"	"12"	131
"Total"	"Tazewell County, IL"	"17179"			1644
	"Will County, IL"	"17197"	"January"	"1"	606
	"Will County, IL"	"17197"	"February"	"2"	592
	"Will County, IL"	"17197"	"March"	"3"	647
	"Will County, IL"	"17197"	"April"	"4"	668
	"Will County, IL"	"17197"	"May"	"5"	669
	"Will County, IL"	"17197"	"June"	"6"	744
	"Will County, IL"	"17197"	"July"	"7"	729
	"Will County, IL"	"17197"	"August"	"8"	749
	"Will County, IL"	"17197"	"September"	"9"	730
	"Will County, IL"	"17197"	"October"	"10"	698
	"Will County, IL"	"17197"	"November"	"11"	620
	"Will County, IL"	"17197"	"December"	"12"	644
"Total"	"Will County, IL"	"17197"			8096
	"Winnebago County, IL"	"17201"	"January"	"1"	275
	"Winnebago County, IL"	"17201"	"February"	"2"	285
	"Winnebago County, IL"	"17201"	"March"	"3"	308
	"Winnebago County, IL"	"17201"	"April"	"4"	315
	"Winnebago County, IL"	"17201"	"May"	"5"	317
	"Winnebago County, IL"	"17201"	"June"	"6"	321
	"Winnebago County, IL"	"17201"	"July"	"7"	352
	"Winnebago County, IL"	"17201"	"August"	"8"	287
	"Winnebago County, IL"	"17201"	"September"	"9"	305
	"Winnebago County, IL"	"17201"	"October"	"10"	296
	"Winnebago County, IL"	"17201"	"November"	"11"	295
	"Winnebago County, IL"	"17201"	"December"	"12"	307
"Total"	"Winnebago County, IL"	"17201"			3663
	"Unidentified Counties, IL"	"17999"	"January"	"1"	2020
	"Unidentified Counties, IL"	"17999"	"February"	"2"	1913
	"Unidentified Counties, IL"	"17999"	"March"	"3"	2133
	"Unidentified Counties, IL"	"17999"	"April"	"4"	2025
	"Unidentified Counties, IL"	"17999"	"May"	"5"	2109
	"Unidentified Counties, IL"	"17999"	"June"	"6"	2172
	"Unidentified Counties, IL"	"17999"	"July"	"7"	2398
	"Unidentified Counties, IL"	"17999"	"August"	"8"	2393
	"Unidentified Counties, IL"	"17999"	"September"	"9"	2252
	"Unidentified Counties, IL"	"17999"	"October"	"10"	2073
	"Unidentified Counties, IL"	"17999"	"November"	"11"	1915
	"Unidentified Counties, IL"	"17999"	"December"	"12"	2146
"Total"	"Unidentified Counties, IL"	"17999"			25549
	"Allen County, IN"	"18003"	"January"	"1"	387
	"Allen County, IN"	"18003"	"February"	"2"	426
	"Allen County, IN"	"18003"	"March"	"3"	462
	"Allen County, IN"	"18003"	"April"	"4"	378
	"Allen County, IN"	"18003"	"May"	"5"	437
	"Allen County, IN"	"18003"	"June"	"6"	492
	"Allen County, IN"	"18003"	"July"	"7"	468
	"Allen County, IN"	"18003"	"August"	"8"	471
	"Allen County, IN"	"18003"	"September"	"9"	462
