"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Pima County, AZ"	"04019"	"April"	"4"	954
	"Pima County, AZ"	"04019"	"May"	"5"	954
	"Pima County, AZ"	"04019"	"June"	"6"	978
	"Pima County, AZ"	"04019"	"July"	"7"	994
	"Pima County, AZ"	"04019"	"August"	"8"	1059
	"Pima County, AZ"	"04019"	"September"	"9"	1166
	"Pima County, AZ"	"04019"	"October"	"10"	1020
	"Pima County, AZ"	"04019"	"November"	"11"	994
	"Pima County, AZ"	"04019"	"December"	"12"	1013
"Total"	"Pima County, AZ"	"04019"			12184
	"Pinal County, AZ"	"04021"	"January"	"1"	423
	"Pinal County, AZ"	"04021"	"February"	"2"	385
	"Pinal County, AZ"	"04021"	"March"	"3"	443
	"Pinal County, AZ"	"04021"	"April"	"4"	387
	"Pinal County, AZ"	"04021"	"May"	"5"	395
	"Pinal County, AZ"	"04021"	"June"	"6"	385
	"Pinal County, AZ"	"04021"	"July"	"7"	403
	"Pinal County, AZ"	"04021"	"August"	"8"	503
	"Pinal County, AZ"	"04021"	"September"	"9"	440
	"Pinal County, AZ"	"04021"	"October"	"10"	432
	"Pinal County, AZ"	"04021"	"November"	"11"	370
	"Pinal County, AZ"	"04021"	"December"	"12"	432
"Total"	"Pinal County, AZ"	"04021"			4998
	"Yavapai County, AZ"	"04025"	"January"	"1"	152
	"Yavapai County, AZ"	"04025"	"February"	"2"	142
	"Yavapai County, AZ"	"04025"	"March"	"3"	170
	"Yavapai County, AZ"	"04025"	"April"	"4"	152
	"Yavapai County, AZ"	"04025"	"May"	"5"	140
	"Yavapai County, AZ"	"04025"	"June"	"6"	167
	"Yavapai County, AZ"	"04025"	"July"	"7"	172
	"Yavapai County, AZ"	"04025"	"August"	"8"	145
	"Yavapai County, AZ"	"04025"	"September"	"9"	163
	"Yavapai County, AZ"	"04025"	"October"	"10"	161
	"Yavapai County, AZ"	"04025"	"November"	"11"	124
	"Yavapai County, AZ"	"04025"	"December"	"12"	139
"Total"	"Yavapai County, AZ"	"04025"			1827
	"Yuma County, AZ"	"04027"	"January"	"1"	242
	"Yuma County, AZ"	"04027"	"February"	"2"	261
	"Yuma County, AZ"	"04027"	"March"	"3"	252
	"Yuma County, AZ"	"04027"	"April"	"4"	244
	"Yuma County, AZ"	"04027"	"May"	"5"	204
	"Yuma County, AZ"	"04027"	"June"	"6"	257
	"Yuma County, AZ"	"04027"	"July"	"7"	248
	"Yuma County, AZ"	"04027"	"August"	"8"	286
	"Yuma County, AZ"	"04027"	"September"	"9"	329
	"Yuma County, AZ"	"04027"	"October"	"10"	309
	"Yuma County, AZ"	"04027"	"November"	"11"	306
	"Yuma County, AZ"	"04027"	"December"	"12"	292
"Total"	"Yuma County, AZ"	"04027"			3230
	"Unidentified Counties, AZ"	"04999"	"January"	"1"	426
	"Unidentified Counties, AZ"	"04999"	"February"	"2"	413
	"Unidentified Counties, AZ"	"04999"	"March"	"3"	413
	"Unidentified Counties, AZ"	"04999"	"April"	"4"	406
	"Unidentified Counties, AZ"	"04999"	"May"	"5"	466
	"Unidentified Counties, AZ"	"04999"	"June"	"6"	417
	"Unidentified Counties, AZ"	"04999"	"July"	"7"	400
	"Unidentified Counties, AZ"	"04999"	"August"	"8"	459
	"Unidentified Counties, AZ"	"04999"	"September"	"9"	467
	"Unidentified Counties, AZ"	"04999"	"October"	"10"	441
	"Unidentified Counties, AZ"	"04999"	"November"	"11"	435
	"Unidentified Counties, AZ"	"04999"	"December"	"12"	410
"Total"	"Unidentified Counties, AZ"	"04999"			5153
	"Benton County, AR"	"05007"	"January"	"1"	234
	"Benton County, AR"	"05007"	"February"	"2"	237
	"Benton County, AR"	"05007"	"March"	"3"	256
	"Benton County, AR"	"05007"	"April"	"4"	292
	"Benton County, AR"	"05007"	"May"	"5"	278
	"Benton County, AR"	"05007"	"June"	"6"	257
	"Benton County, AR"	"05007"	"July"	"7"	281
	"Benton County, AR"	"05007"	"August"	"8"	301
	"Benton County, AR"	"05007"	"September"	"9"	293
	"Benton County, AR"	"05007"	"October"	"10"	255
	"Benton County, AR"	"05007"	"November"	"11"	244
	"Benton County, AR"	"05007"	"December"	"12"	286
"Total"	"Benton County, AR"	"05007"			3214
	"Pulaski County, AR"	"05119"	"January"	"1"	482
	"Pulaski County, AR"	"05119"	"February"	"2"	385
	"Pulaski County, AR"	"05119"	"March"	"3"	494
	"Pulaski County, AR"	"05119"	"April"	"4"	448
	"Pulaski County, AR"	"05119"	"May"	"5"	468
	"Pulaski County, AR"	"05119"	"June"	"6"	497
	"Pulaski County, AR"	"05119"	"July"	"7"	486
	"Pulaski County, AR"	"05119"	"August"	"8"	491
	"Pulaski County, AR"	"05119"	"September"	"9"	544
	"Pulaski County, AR"	"05119"	"October"	"10"	450
	"Pulaski County, AR"	"05119"	"November"	"11"	473
	"Pulaski County, AR"	"05119"	"December"	"12"	545
"Total"	"Pulaski County, AR"	"05119"			5763
	"Sebastian County, AR"	"05131"	"January"	"1"	133
	"Sebastian County, AR"	"05131"	"February"	"2"	149
	"Sebastian County, AR"	"05131"	"March"	"3"	164
	"Sebastian County, AR"	"05131"	"April"	"4"	133
	"Sebastian County, AR"	"05131"	"May"	"5"	133
	"Sebastian County, AR"	"05131"	"June"	"6"	149
	"Sebastian County, AR"	"05131"	"July"	"7"	146
	"Sebastian County, AR"	"05131"	"August"	"8"	132
	"Sebastian County, AR"	"05131"	"September"	"9"	155
	"Sebastian County, AR"	"05131"	"October"	"10"	162
	"Sebastian County, AR"	"05131"	"November"	"11"	137
	"Sebastian County, AR"	"05131"	"December"	"12"	145
"Total"	"Sebastian County, AR"	"05131"			1738
	"Washington County, AR"	"05143"	"January"	"1"	268
	"Washington County, AR"	"05143"	"February"	"2"	248
	"Washington County, AR"	"05143"	"March"	"3"	268
	"Washington County, AR"	"05143"	"April"	"4"	262
	"Washington County, AR"	"05143"	"May"	"5"	253
	"Washington County, AR"	"05143"	"June"	"6"	288
	"Washington County, AR"	"05143"	"July"	"7"	276
	"Washington County, AR"	"05143"	"August"	"8"	270
	"Washington County, AR"	"05143"	"September"	"9"	270
	"Washington County, AR"	"05143"	"October"	"10"	262
	"Washington County, AR"	"05143"	"November"	"11"	264
	"Washington County, AR"	"05143"	"December"	"12"	284
"Total"	"Washington County, AR"	"05143"			3213
	"Unidentified Counties, AR"	"05999"	"January"	"1"	1950
	"Unidentified Counties, AR"	"05999"	"February"	"2"	1888
	"Unidentified Counties, AR"	"05999"	"March"	"3"	1992
	"Unidentified Counties, AR"	"05999"	"April"	"4"	2013
	"Unidentified Counties, AR"	"05999"	"May"	"5"	1930
	"Unidentified Counties, AR"	"05999"	"June"	"6"	2051
	"Unidentified Counties, AR"	"05999"	"July"	"7"	2109
	"Unidentified Counties, AR"	"05999"	"August"	"8"	2173
	"Unidentified Counties, AR"	"05999"	"September"	"9"	2296
	"Unidentified Counties, AR"	"05999"	"October"	"10"	2075
	"Unidentified Counties, AR"	"05999"	"November"	"11"	2071
	"Unidentified Counties, AR"	"05999"	"December"	"12"	2064
"Total"	"Unidentified Counties, AR"	"05999"			24612
	"Alameda County, CA"	"06001"	"January"	"1"	1565
	"Alameda County, CA"	"06001"	"February"	"2"	1438
	"Alameda County, CA"	"06001"	"March"	"3"	1647
	"Alameda County, CA"	"06001"	"April"	"4"	1571
	"Alameda County, CA"	"06001"	"May"	"5"	1670
	"Alameda County, CA"	"06001"	"June"	"6"	1633
	"Alameda County, CA"	"06001"	"July"	"7"	1664
	"Alameda County, CA"	"06001"	"August"	"8"	1666
	"Alameda County, CA"	"06001"	"September"	"9"	1664
	"Alameda County, CA"	"06001"	"October"	"10"	1652
	"Alameda County, CA"	"06001"	"November"	"11"	1529
	"Alameda County, CA"	"06001"	"December"	"12"	1607
"Total"	"Alameda County, CA"	"06001"			19306
	"Butte County, CA"	"06007"	"January"	"1"	173
	"Butte County, CA"	"06007"	"February"	"2"	189
	"Butte County, CA"	"06007"	"March"	"3"	199
	"Butte County, CA"	"06007"	"April"	"4"	195
	"Butte County, CA"	"06007"	"May"	"5"	213
	"Butte County, CA"	"06007"	"June"	"6"	215
	"Butte County, CA"	"06007"	"July"	"7"	209
	"Butte County, CA"	"06007"	"August"	"8"	226
	"Butte County, CA"	"06007"	"September"	"9"	240
	"Butte County, CA"	"06007"	"October"	"10"	214
	"Butte County, CA"	"06007"	"November"	"11"	170
	"Butte County, CA"	"06007"	"December"	"12"	214
"Total"	"Butte County, CA"	"06007"			2457
	"Contra Costa County, CA"	"06013"	"January"	"1"	1001
	"Contra Costa County, CA"	"06013"	"February"	"2"	905
	"Contra Costa County, CA"	"06013"	"March"	"3"	1020
	"Contra Costa County, CA"	"06013"	"April"	"4"	1005
	"Contra Costa County, CA"	"06013"	"May"	"5"	1009
	"Contra Costa County, CA"	"06013"	"June"	"6"	995
	"Contra Costa County, CA"	"06013"	"July"	"7"	1077
	"Contra Costa County, CA"	"06013"	"August"	"8"	1089
	"Contra Costa County, CA"	"06013"	"September"	"9"	1108
	"Contra Costa County, CA"	"06013"	"October"	"10"	1068
	"Contra Costa County, CA"	"06013"	"November"	"11"	990
	"Contra Costa County, CA"	"06013"	"December"	"12"	1091
"Total"	"Contra Costa County, CA"	"06013"			12358
	"El Dorado County, CA"	"06017"	"January"	"1"	128
	"El Dorado County, CA"	"06017"	"February"	"2"	121
	"El Dorado County, CA"	"06017"	"March"	"3"	140
	"El Dorado County, CA"	"06017"	"April"	"4"	128
	"El Dorado County, CA"	"06017"	"May"	"5"	127
	"El Dorado County, CA"	"06017"	"June"	"6"	126
	"El Dorado County, CA"	"06017"	"July"	"7"	153
	"El Dorado County, CA"	"06017"	"August"	"8"	151
	"El Dorado County, CA"	"06017"	"September"	"9"	138
	"El Dorado County, CA"	"06017"	"October"	"10"	141
	"El Dorado County, CA"	"06017"	"November"	"11"	118
	"El Dorado County, CA"	"06017"	"December"	"12"	150
"Total"	"El Dorado County, CA"	"06017"			1621
	"Fresno County, CA"	"06019"	"January"	"1"	1379
	"Fresno County, CA"	"06019"	"February"	"2"	1222
	"Fresno County, CA"	"06019"	"March"	"3"	1390
	"Fresno County, CA"	"06019"	"April"	"4"	1244
	"Fresno County, CA"	"06019"	"May"	"5"	1329
	"Fresno County, CA"	"06019"	"June"	"6"	1320
	"Fresno County, CA"	"06019"	"July"	"7"	1413
	"Fresno County, CA"	"06019"	"August"	"8"	1507
	"Fresno County, CA"	"06019"	"September"	"9"	1404
	"Fresno County, CA"	"06019"	"October"	"10"	1371
	"Fresno County, CA"	"06019"	"November"	"11"	1347
	"Fresno County, CA"	"06019"	"December"	"12"	1357
"Total"	"Fresno County, CA"	"06019"			16283
	"Humboldt County, CA"	"06023"	"January"	"1"	126
	"Humboldt County, CA"	"06023"	"February"	"2"	112
	"Humboldt County, CA"	"06023"	"March"	"3"	134
	"Humboldt County, CA"	"06023"	"April"	"4"	126
	"Humboldt County, CA"	"06023"	"May"	"5"	131
	"Humboldt County, CA"	"06023"	"June"	"6"	126
	"Humboldt County, CA"	"06023"	"July"	"7"	138
	"Humboldt County, CA"	"06023"	"August"	"8"	129
	"Humboldt County, CA"	"06023"	"September"	"9"	122
	"Humboldt County, CA"	"06023"	"October"	"10"	140
	"Humboldt County, CA"	"06023"	"November"	"11"	127
	"Humboldt County, CA"	"06023"	"December"	"12"	140
"Total"	"Humboldt County, CA"	"06023"			1551
	"Imperial County, CA"	"06025"	"January"	"1"	268
	"Imperial County, CA"	"06025"	"February"	"2"	208
	"Imperial County, CA"	"06025"	"March"	"3"	240
	"Imperial County, CA"	"06025"	"April"	"4"	244
	"Imperial County, CA"	"06025"	"May"	"5"	211
	"Imperial County, CA"	"06025"	"June"	"6"	234
	"Imperial County, CA"	"06025"	"July"	"7"	259
	"Imperial County, CA"	"06025"	"August"	"8"	316
	"Imperial County, CA"	"06025"	"September"	"9"	291
	"Imperial County, CA"	"06025"	"October"	"10"	264
	"Imperial County, CA"	"06025"	"November"	"11"	270
	"Imperial County, CA"	"06025"	"December"	"12"	276
"Total"	"Imperial County, CA"	"06025"			3081
	"Kern County, CA"	"06029"	"January"	"1"	1159
	"Kern County, CA"	"06029"	"February"	"2"	1080
	"Kern County, CA"	"06029"	"March"	"3"	1271
	"Kern County, CA"	"06029"	"April"	"4"	1149
	"Kern County, CA"	"06029"	"May"	"5"	1154
	"Kern County, CA"	"06029"	"June"	"6"	1181
	"Kern County, CA"	"06029"	"July"	"7"	1195
	"Kern County, CA"	"06029"	"August"	"8"	1300
	"Kern County, CA"	"06029"	"September"	"9"	1325
	"Kern County, CA"	"06029"	"October"	"10"	1217
	"Kern County, CA"	"06029"	"November"	"11"	1150
	"Kern County, CA"	"06029"	"December"	"12"	1238
"Total"	"Kern County, CA"	"06029"			14419
	"Kings County, CA"	"06031"	"January"	"1"	212
	"Kings County, CA"	"06031"	"February"	"2"	188
	"Kings County, CA"	"06031"	"March"	"3"	212
	"Kings County, CA"	"06031"	"April"	"4"	199
	"Kings County, CA"	"06031"	"May"	"5"	167
	"Kings County, CA"	"06031"	"June"	"6"	202
	"Kings County, CA"	"06031"	"July"	"7"	194
	"Kings County, CA"	"06031"	"August"	"8"	225
	"Kings County, CA"	"06031"	"September"	"9"	241
	"Kings County, CA"	"06031"	"October"	"10"	180
	"Kings County, CA"	"06031"	"November"	"11"	240
	"Kings County, CA"	"06031"	"December"	"12"	249
"Total"	"Kings County, CA"	"06031"			2509
	"Los Angeles County, CA"	"06037"	"January"	"1"	11294
	"Los Angeles County, CA"	"06037"	"February"	"2"	10098
	"Los Angeles County, CA"	"06037"	"March"	"3"	10999
	"Los Angeles County, CA"	"06037"	"April"	"4"	10528
	"Los Angeles County, CA"	"06037"	"May"	"5"	10474
	"Los Angeles County, CA"	"06037"	"June"	"6"	10744
	"Los Angeles County, CA"	"06037"	"July"	"7"	11289
	"Los Angeles County, CA"	"06037"	"August"	"8"	11737
	"Los Angeles County, CA"	"06037"	"September"	"9"	11807
	"Los Angeles County, CA"	"06037"	"October"	"10"	11635
	"Los Angeles County, CA"	"06037"	"November"	"11"	11198
	"Los Angeles County, CA"	"06037"	"December"	"12"	11449
"Total"	"Los Angeles County, CA"	"06037"			133252
	"Madera County, CA"	"06039"	"January"	"1"	194
	"Madera County, CA"	"06039"	"February"	"2"	200
	"Madera County, CA"	"06039"	"March"	"3"	190
	"Madera County, CA"	"06039"	"April"	"4"	189
	"Madera County, CA"	"06039"	"May"	"5"	193
	"Madera County, CA"	"06039"	"June"	"6"	192
