"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Baldwin County, AL"	"01003"	"January"	"1"	208
	"Baldwin County, AL"	"01003"	"February"	"2"	163
	"Baldwin County, AL"	"01003"	"March"	"3"	193
	"Baldwin County, AL"	"01003"	"April"	"4"	178
	"Baldwin County, AL"	"01003"	"May"	"5"	205
	"Baldwin County, AL"	"01003"	"June"	"6"	170
	"Baldwin County, AL"	"01003"	"July"	"7"	189
	"Baldwin County, AL"	"01003"	"August"	"8"	210
	"Baldwin County, AL"	"01003"	"September"	"9"	209
	"Baldwin County, AL"	"01003"	"October"	"10"	216
	"Baldwin County, AL"	"01003"	"November"	"11"	188
	"Baldwin County, AL"	"01003"	"December"	"12"	152
"Total"	"Baldwin County, AL"	"01003"			2281
	"Calhoun County, AL"	"01015"	"January"	"1"	119
	"Calhoun County, AL"	"01015"	"February"	"2"	126
	"Calhoun County, AL"	"01015"	"March"	"3"	130
	"Calhoun County, AL"	"01015"	"April"	"4"	112
	"Calhoun County, AL"	"01015"	"May"	"5"	125
	"Calhoun County, AL"	"01015"	"June"	"6"	132
	"Calhoun County, AL"	"01015"	"July"	"7"	123
	"Calhoun County, AL"	"01015"	"August"	"8"	172
	"Calhoun County, AL"	"01015"	"September"	"9"	123
	"Calhoun County, AL"	"01015"	"October"	"10"	121
	"Calhoun County, AL"	"01015"	"November"	"11"	139
	"Calhoun County, AL"	"01015"	"December"	"12"	141
"Total"	"Calhoun County, AL"	"01015"			1563
	"Etowah County, AL"	"01055"	"January"	"1"	100
	"Etowah County, AL"	"01055"	"February"	"2"	93
	"Etowah County, AL"	"01055"	"March"	"3"	127
	"Etowah County, AL"	"01055"	"April"	"4"	94
	"Etowah County, AL"	"01055"	"May"	"5"	109
	"Etowah County, AL"	"01055"	"June"	"6"	100
	"Etowah County, AL"	"01055"	"July"	"7"	92
	"Etowah County, AL"	"01055"	"August"	"8"	118
	"Etowah County, AL"	"01055"	"September"	"9"	114
	"Etowah County, AL"	"01055"	"October"	"10"	83
	"Etowah County, AL"	"01055"	"November"	"11"	115
	"Etowah County, AL"	"01055"	"December"	"12"	106
"Total"	"Etowah County, AL"	"01055"			1251
	"Jefferson County, AL"	"01073"	"January"	"1"	800
	"Jefferson County, AL"	"01073"	"February"	"2"	721
	"Jefferson County, AL"	"01073"	"March"	"3"	785
	"Jefferson County, AL"	"01073"	"April"	"4"	737
	"Jefferson County, AL"	"01073"	"May"	"5"	843
	"Jefferson County, AL"	"01073"	"June"	"6"	762
	"Jefferson County, AL"	"01073"	"July"	"7"	878
	"Jefferson County, AL"	"01073"	"August"	"8"	872
	"Jefferson County, AL"	"01073"	"September"	"9"	871
	"Jefferson County, AL"	"01073"	"October"	"10"	823
	"Jefferson County, AL"	"01073"	"November"	"11"	817
	"Jefferson County, AL"	"01073"	"December"	"12"	796
"Total"	"Jefferson County, AL"	"01073"			9705
	"Lee County, AL"	"01081"	"January"	"1"	137
	"Lee County, AL"	"01081"	"February"	"2"	125
	"Lee County, AL"	"01081"	"March"	"3"	146
	"Lee County, AL"	"01081"	"April"	"4"	138
	"Lee County, AL"	"01081"	"May"	"5"	146
	"Lee County, AL"	"01081"	"June"	"6"	130
	"Lee County, AL"	"01081"	"July"	"7"	159
	"Lee County, AL"	"01081"	"August"	"8"	151
	"Lee County, AL"	"01081"	"September"	"9"	146
	"Lee County, AL"	"01081"	"October"	"10"	152
	"Lee County, AL"	"01081"	"November"	"11"	169
	"Lee County, AL"	"01081"	"December"	"12"	146
"Total"	"Lee County, AL"	"01081"			1745
	"Madison County, AL"	"01089"	"January"	"1"	329
	"Madison County, AL"	"01089"	"February"	"2"	320
	"Madison County, AL"	"01089"	"March"	"3"	343
	"Madison County, AL"	"01089"	"April"	"4"	317
	"Madison County, AL"	"01089"	"May"	"5"	326
	"Madison County, AL"	"01089"	"June"	"6"	327
	"Madison County, AL"	"01089"	"July"	"7"	369
	"Madison County, AL"	"01089"	"August"	"8"	405
	"Madison County, AL"	"01089"	"September"	"9"	363
	"Madison County, AL"	"01089"	"October"	"10"	393
	"Madison County, AL"	"01089"	"November"	"11"	370
	"Madison County, AL"	"01089"	"December"	"12"	374
"Total"	"Madison County, AL"	"01089"			4236
	"Mobile County, AL"	"01097"	"January"	"1"	509
	"Mobile County, AL"	"01097"	"February"	"2"	488
	"Mobile County, AL"	"01097"	"March"	"3"	504
	"Mobile County, AL"	"01097"	"April"	"4"	510
	"Mobile County, AL"	"01097"	"May"	"5"	511
	"Mobile County, AL"	"01097"	"June"	"6"	462
	"Mobile County, AL"	"01097"	"July"	"7"	535
	"Mobile County, AL"	"01097"	"August"	"8"	549
	"Mobile County, AL"	"01097"	"September"	"9"	532
	"Mobile County, AL"	"01097"	"October"	"10"	571
	"Mobile County, AL"	"01097"	"November"	"11"	579
	"Mobile County, AL"	"01097"	"December"	"12"	520
"Total"	"Mobile County, AL"	"01097"			6270
	"Montgomery County, AL"	"01101"	"January"	"1"	276
	"Montgomery County, AL"	"01101"	"February"	"2"	274
	"Montgomery County, AL"	"01101"	"March"	"3"	273
	"Montgomery County, AL"	"01101"	"April"	"4"	271
	"Montgomery County, AL"	"01101"	"May"	"5"	259
	"Montgomery County, AL"	"01101"	"June"	"6"	273
	"Montgomery County, AL"	"01101"	"July"	"7"	315
	"Montgomery County, AL"	"01101"	"August"	"8"	294
	"Montgomery County, AL"	"01101"	"September"	"9"	270
	"Montgomery County, AL"	"01101"	"October"	"10"	327
	"Montgomery County, AL"	"01101"	"November"	"11"	299
	"Montgomery County, AL"	"01101"	"December"	"12"	303
"Total"	"Montgomery County, AL"	"01101"			3434
	"Morgan County, AL"	"01103"	"January"	"1"	127
	"Morgan County, AL"	"01103"	"February"	"2"	141
	"Morgan County, AL"	"01103"	"March"	"3"	120
	"Morgan County, AL"	"01103"	"April"	"4"	137
	"Morgan County, AL"	"01103"	"May"	"5"	137
	"Morgan County, AL"	"01103"	"June"	"6"	155
	"Morgan County, AL"	"01103"	"July"	"7"	130
	"Morgan County, AL"	"01103"	"August"	"8"	131
	"Morgan County, AL"	"01103"	"September"	"9"	136
	"Morgan County, AL"	"01103"	"October"	"10"	154
	"Morgan County, AL"	"01103"	"November"	"11"	138
	"Morgan County, AL"	"01103"	"December"	"12"	134
"Total"	"Morgan County, AL"	"01103"			1640
	"Shelby County, AL"	"01117"	"January"	"1"	251
	"Shelby County, AL"	"01117"	"February"	"2"	213
	"Shelby County, AL"	"01117"	"March"	"3"	218
	"Shelby County, AL"	"01117"	"April"	"4"	235
	"Shelby County, AL"	"01117"	"May"	"5"	218
	"Shelby County, AL"	"01117"	"June"	"6"	208
	"Shelby County, AL"	"01117"	"July"	"7"	227
	"Shelby County, AL"	"01117"	"August"	"8"	230
	"Shelby County, AL"	"01117"	"September"	"9"	229
	"Shelby County, AL"	"01117"	"October"	"10"	208
	"Shelby County, AL"	"01117"	"November"	"11"	226
	"Shelby County, AL"	"01117"	"December"	"12"	235
"Total"	"Shelby County, AL"	"01117"			2698
	"Tuscaloosa County, AL"	"01125"	"January"	"1"	212
	"Tuscaloosa County, AL"	"01125"	"February"	"2"	193
	"Tuscaloosa County, AL"	"01125"	"March"	"3"	220
	"Tuscaloosa County, AL"	"01125"	"April"	"4"	181
	"Tuscaloosa County, AL"	"01125"	"May"	"5"	234
	"Tuscaloosa County, AL"	"01125"	"June"	"6"	205
	"Tuscaloosa County, AL"	"01125"	"July"	"7"	228
	"Tuscaloosa County, AL"	"01125"	"August"	"8"	247
	"Tuscaloosa County, AL"	"01125"	"September"	"9"	197
	"Tuscaloosa County, AL"	"01125"	"October"	"10"	210
	"Tuscaloosa County, AL"	"01125"	"November"	"11"	214
	"Tuscaloosa County, AL"	"01125"	"December"	"12"	187
"Total"	"Tuscaloosa County, AL"	"01125"			2528
	"Unidentified Counties, AL"	"01999"	"January"	"1"	2247
	"Unidentified Counties, AL"	"01999"	"February"	"2"	2079
	"Unidentified Counties, AL"	"01999"	"March"	"3"	2284
	"Unidentified Counties, AL"	"01999"	"April"	"4"	2198
	"Unidentified Counties, AL"	"01999"	"May"	"5"	2211
	"Unidentified Counties, AL"	"01999"	"June"	"6"	2135
	"Unidentified Counties, AL"	"01999"	"July"	"7"	2435
	"Unidentified Counties, AL"	"01999"	"August"	"8"	2533
	"Unidentified Counties, AL"	"01999"	"September"	"9"	2368
	"Unidentified Counties, AL"	"01999"	"October"	"10"	2372
	"Unidentified Counties, AL"	"01999"	"November"	"11"	2289
	"Unidentified Counties, AL"	"01999"	"December"	"12"	2302
"Total"	"Unidentified Counties, AL"	"01999"			27453
	"Anchorage Borough, AK"	"02020"	"January"	"1"	340
	"Anchorage Borough, AK"	"02020"	"February"	"2"	337
	"Anchorage Borough, AK"	"02020"	"March"	"3"	384
	"Anchorage Borough, AK"	"02020"	"April"	"4"	351
	"Anchorage Borough, AK"	"02020"	"May"	"5"	411
	"Anchorage Borough, AK"	"02020"	"June"	"6"	391
	"Anchorage Borough, AK"	"02020"	"July"	"7"	361
	"Anchorage Borough, AK"	"02020"	"August"	"8"	373
	"Anchorage Borough, AK"	"02020"	"September"	"9"	430
	"Anchorage Borough, AK"	"02020"	"October"	"10"	403
	"Anchorage Borough, AK"	"02020"	"November"	"11"	341
	"Anchorage Borough, AK"	"02020"	"December"	"12"	358
"Total"	"Anchorage Borough, AK"	"02020"			4480
	"Unidentified Counties, AK"	"02999"	"January"	"1"	526
	"Unidentified Counties, AK"	"02999"	"February"	"2"	479
	"Unidentified Counties, AK"	"02999"	"March"	"3"	527
	"Unidentified Counties, AK"	"02999"	"April"	"4"	550
	"Unidentified Counties, AK"	"02999"	"May"	"5"	541
	"Unidentified Counties, AK"	"02999"	"June"	"6"	563
	"Unidentified Counties, AK"	"02999"	"July"	"7"	554
	"Unidentified Counties, AK"	"02999"	"August"	"8"	629
	"Unidentified Counties, AK"	"02999"	"September"	"9"	543
	"Unidentified Counties, AK"	"02999"	"October"	"10"	592
	"Unidentified Counties, AK"	"02999"	"November"	"11"	566
	"Unidentified Counties, AK"	"02999"	"December"	"12"	502
"Total"	"Unidentified Counties, AK"	"02999"			6572
	"Cochise County, AZ"	"04003"	"January"	"1"	163
	"Cochise County, AZ"	"04003"	"February"	"2"	136
	"Cochise County, AZ"	"04003"	"March"	"3"	139
	"Cochise County, AZ"	"04003"	"April"	"4"	158
	"Cochise County, AZ"	"04003"	"May"	"5"	127
	"Cochise County, AZ"	"04003"	"June"	"6"	163
	"Cochise County, AZ"	"04003"	"July"	"7"	162
	"Cochise County, AZ"	"04003"	"August"	"8"	176
	"Cochise County, AZ"	"04003"	"September"	"9"	187
	"Cochise County, AZ"	"04003"	"October"	"10"	151
	"Cochise County, AZ"	"04003"	"November"	"11"	151
	"Cochise County, AZ"	"04003"	"December"	"12"	152
"Total"	"Cochise County, AZ"	"04003"			1865
	"Coconino County, AZ"	"04005"	"January"	"1"	160
	"Coconino County, AZ"	"04005"	"February"	"2"	170
	"Coconino County, AZ"	"04005"	"March"	"3"	161
	"Coconino County, AZ"	"04005"	"April"	"4"	189
	"Coconino County, AZ"	"04005"	"May"	"5"	171
	"Coconino County, AZ"	"04005"	"June"	"6"	205
	"Coconino County, AZ"	"04005"	"July"	"7"	189
	"Coconino County, AZ"	"04005"	"August"	"8"	197
	"Coconino County, AZ"	"04005"	"September"	"9"	175
	"Coconino County, AZ"	"04005"	"October"	"10"	168
	"Coconino County, AZ"	"04005"	"November"	"11"	170
	"Coconino County, AZ"	"04005"	"December"	"12"	182
"Total"	"Coconino County, AZ"	"04005"			2137
	"Maricopa County, AZ"	"04013"	"January"	"1"	5618
	"Maricopa County, AZ"	"04013"	"February"	"2"	4889
	"Maricopa County, AZ"	"04013"	"March"	"3"	5409
	"Maricopa County, AZ"	"04013"	"April"	"4"	5028
	"Maricopa County, AZ"	"04013"	"May"	"5"	5310
	"Maricopa County, AZ"	"04013"	"June"	"6"	5298
	"Maricopa County, AZ"	"04013"	"July"	"7"	5836
	"Maricopa County, AZ"	"04013"	"August"	"8"	6003
	"Maricopa County, AZ"	"04013"	"September"	"9"	5847
	"Maricopa County, AZ"	"04013"	"October"	"10"	5852
	"Maricopa County, AZ"	"04013"	"November"	"11"	5396
	"Maricopa County, AZ"	"04013"	"December"	"12"	5515
"Total"	"Maricopa County, AZ"	"04013"			66001
	"Mohave County, AZ"	"04015"	"January"	"1"	216
	"Mohave County, AZ"	"04015"	"February"	"2"	201
	"Mohave County, AZ"	"04015"	"March"	"3"	191
	"Mohave County, AZ"	"04015"	"April"	"4"	193
	"Mohave County, AZ"	"04015"	"May"	"5"	216
	"Mohave County, AZ"	"04015"	"June"	"6"	212
	"Mohave County, AZ"	"04015"	"July"	"7"	207
	"Mohave County, AZ"	"04015"	"August"	"8"	227
	"Mohave County, AZ"	"04015"	"September"	"9"	219
	"Mohave County, AZ"	"04015"	"October"	"10"	220
	"Mohave County, AZ"	"04015"	"November"	"11"	203
	"Mohave County, AZ"	"04015"	"December"	"12"	193
"Total"	"Mohave County, AZ"	"04015"			2498
	"Pima County, AZ"	"04019"	"January"	"1"	1168
	"Pima County, AZ"	"04019"	"February"	"2"	1064
	"Pima County, AZ"	"04019"	"March"	"3"	1095
	"Pima County, AZ"	"04019"	"April"	"4"	1095
	"Pima County, AZ"	"04019"	"May"	"5"	1093
	"Pima County, AZ"	"04019"	"June"	"6"	1115
	"Pima County, AZ"	"04019"	"July"	"7"	1191
	"Pima County, AZ"	"04019"	"August"	"8"	1296
	"Pima County, AZ"	"04019"	"September"	"9"	1201
	"Pima County, AZ"	"04019"	"October"	"10"	1270
	"Pima County, AZ"	"04019"	"November"	"11"	1102
	"Pima County, AZ"	"04019"	"December"	"12"	1129
"Total"	"Pima County, AZ"	"04019"			13819
	"Pinal County, AZ"	"04021"	"January"	"1"	421
	"Pinal County, AZ"	"04021"	"February"	"2"	410
	"Pinal County, AZ"	"04021"	"March"	"3"	434
	"Pinal County, AZ"	"04021"	"April"	"4"	364
	"Pinal County, AZ"	"04021"	"May"	"5"	395
	"Pinal County, AZ"	"04021"	"June"	"6"	427
	"Pinal County, AZ"	"04021"	"July"	"7"	485
	"Pinal County, AZ"	"04021"	"August"	"8"	440
	"Pinal County, AZ"	"04021"	"September"	"9"	452
	"Pinal County, AZ"	"04021"	"October"	"10"	488
	"Pinal County, AZ"	"04021"	"November"	"11"	472
	"Pinal County, AZ"	"04021"	"December"	"12"	502
"Total"	"Pinal County, AZ"	"04021"			5290
	"Yavapai County, AZ"	"04025"	"January"	"1"	199
	"Yavapai County, AZ"	"04025"	"February"	"2"	181
	"Yavapai County, AZ"	"04025"	"March"	"3"	208
	"Yavapai County, AZ"	"04025"	"April"	"4"	200
	"Yavapai County, AZ"	"04025"	"May"	"5"	211
	"Yavapai County, AZ"	"04025"	"June"	"6"	202
	"Yavapai County, AZ"	"04025"	"July"	"7"	200
	"Yavapai County, AZ"	"04025"	"August"	"8"	232
	"Yavapai County, AZ"	"04025"	"September"	"9"	216
	"Yavapai County, AZ"	"04025"	"October"	"10"	184
	"Yavapai County, AZ"	"04025"	"November"	"11"	194
	"Yavapai County, AZ"	"04025"	"December"	"12"	189
"Total"	"Yavapai County, AZ"	"04025"			2416
	"Yuma County, AZ"	"04027"	"January"	"1"	265
	"Yuma County, AZ"	"04027"	"February"	"2"	239
	"Yuma County, AZ"	"04027"	"March"	"3"	234
	"Yuma County, AZ"	"04027"	"April"	"4"	245
	"Yuma County, AZ"	"04027"	"May"	"5"	245
	"Yuma County, AZ"	"04027"	"June"	"6"	243
	"Yuma County, AZ"	"04027"	"July"	"7"	280
	"Yuma County, AZ"	"04027"	"August"	"8"	330
	"Yuma County, AZ"	"04027"	"September"	"9"	314
	"Yuma County, AZ"	"04027"	"October"	"10"	297
	"Yuma County, AZ"	"04027"	"November"	"11"	288
	"Yuma County, AZ"	"04027"	"December"	"12"	275
"Total"	"Yuma County, AZ"	"04027"			3255
	"Unidentified Counties, AZ"	"04999"	"January"	"1"	467
	"Unidentified Counties, AZ"	"04999"	"February"	"2"	448
	"Unidentified Counties, AZ"	"04999"	"March"	"3"	470
	"Unidentified Counties, AZ"	"04999"	"April"	"4"	426
	"Unidentified Counties, AZ"	"04999"	"May"	"5"	450
	"Unidentified Counties, AZ"	"04999"	"June"	"6"	494
	"Unidentified Counties, AZ"	"04999"	"July"	"7"	493
	"Unidentified Counties, AZ"	"04999"	"August"	"8"	520
	"Unidentified Counties, AZ"	"04999"	"September"	"9"	499
	"Unidentified Counties, AZ"	"04999"	"October"	"10"	506
	"Unidentified Counties, AZ"	"04999"	"November"	"11"	448
	"Unidentified Counties, AZ"	"04999"	"December"	"12"	479
"Total"	"Unidentified Counties, AZ"	"04999"			5700
	"Benton County, AR"	"05007"	"January"	"1"	291
	"Benton County, AR"	"05007"	"February"	"2"	249
	"Benton County, AR"	"05007"	"March"	"3"	296
	"Benton County, AR"	"05007"	"April"	"4"	238
	"Benton County, AR"	"05007"	"May"	"5"	255
	"Benton County, AR"	"05007"	"June"	"6"	296
	"Benton County, AR"	"05007"	"July"	"7"	330
	"Benton County, AR"	"05007"	"August"	"8"	308
	"Benton County, AR"	"05007"	"September"	"9"	249
	"Benton County, AR"	"05007"	"October"	"10"	283
	"Benton County, AR"	"05007"	"November"	"11"	296
	"Benton County, AR"	"05007"	"December"	"12"	279
"Total"	"Benton County, AR"	"05007"			3370
	"Pulaski County, AR"	"05119"	"January"	"1"	522
	"Pulaski County, AR"	"05119"	"February"	"2"	452
	"Pulaski County, AR"	"05119"	"March"	"3"	472
	"Pulaski County, AR"	"05119"	"April"	"4"	457
	"Pulaski County, AR"	"05119"	"May"	"5"	512
	"Pulaski County, AR"	"05119"	"June"	"6"	494
	"Pulaski County, AR"	"05119"	"July"	"7"	548
	"Pulaski County, AR"	"05119"	"August"	"8"	552
	"Pulaski County, AR"	"05119"	"September"	"9"	502
	"Pulaski County, AR"	"05119"	"October"	"10"	503
	"Pulaski County, AR"	"05119"	"November"	"11"	485
	"Pulaski County, AR"	"05119"	"December"	"12"	517
"Total"	"Pulaski County, AR"	"05119"			6016
	"Sebastian County, AR"	"05131"	"January"	"1"	174
	"Sebastian County, AR"	"05131"	"February"	"2"	185
	"Sebastian County, AR"	"05131"	"March"	"3"	186
	"Sebastian County, AR"	"05131"	"April"	"4"	167
	"Sebastian County, AR"	"05131"	"May"	"5"	143
	"Sebastian County, AR"	"05131"	"June"	"6"	143
	"Sebastian County, AR"	"05131"	"July"	"7"	157
	"Sebastian County, AR"	"05131"	"August"	"8"	175
	"Sebastian County, AR"	"05131"	"September"	"9"	133
	"Sebastian County, AR"	"05131"	"October"	"10"	161
	"Sebastian County, AR"	"05131"	"November"	"11"	183
	"Sebastian County, AR"	"05131"	"December"	"12"	164
"Total"	"Sebastian County, AR"	"05131"			1971
	"Washington County, AR"	"05143"	"January"	"1"	290
	"Washington County, AR"	"05143"	"February"	"2"	255
	"Washington County, AR"	"05143"	"March"	"3"	283
	"Washington County, AR"	"05143"	"April"	"4"	293
	"Washington County, AR"	"05143"	"May"	"5"	321
	"Washington County, AR"	"05143"	"June"	"6"	269
	"Washington County, AR"	"05143"	"July"	"7"	302
	"Washington County, AR"	"05143"	"August"	"8"	306
	"Washington County, AR"	"05143"	"September"	"9"	265
	"Washington County, AR"	"05143"	"October"	"10"	311
	"Washington County, AR"	"05143"	"November"	"11"	274
	"Washington County, AR"	"05143"	"December"	"12"	262
"Total"	"Washington County, AR"	"05143"			3431
	"Unidentified Counties, AR"	"05999"	"January"	"1"	2244
	"Unidentified Counties, AR"	"05999"	"February"	"2"	2037
	"Unidentified Counties, AR"	"05999"	"March"	"3"	2214
	"Unidentified Counties, AR"	"05999"	"April"	"4"	1998
	"Unidentified Counties, AR"	"05999"	"May"	"5"	2225
	"Unidentified Counties, AR"	"05999"	"June"	"6"	2189
	"Unidentified Counties, AR"	"05999"	"July"	"7"	2305
	"Unidentified Counties, AR"	"05999"	"August"	"8"	2372
	"Unidentified Counties, AR"	"05999"	"September"	"9"	2181
	"Unidentified Counties, AR"	"05999"	"October"	"10"	2308
	"Unidentified Counties, AR"	"05999"	"November"	"11"	2210
	"Unidentified Counties, AR"	"05999"	"December"	"12"	2307
"Total"	"Unidentified Counties, AR"	"05999"			26590
	"Alameda County, CA"	"06001"	"January"	"1"	1668
	"Alameda County, CA"	"06001"	"February"	"2"	1584
	"Alameda County, CA"	"06001"	"March"	"3"	1837
	"Alameda County, CA"	"06001"	"April"	"4"	1752
	"Alameda County, CA"	"06001"	"May"	"5"	1805
	"Alameda County, CA"	"06001"	"June"	"6"	1802
	"Alameda County, CA"	"06001"	"July"	"7"	1770
	"Alameda County, CA"	"06001"	"August"	"8"	1924
	"Alameda County, CA"	"06001"	"September"	"9"	1882
	"Alameda County, CA"	"06001"	"October"	"10"	1902
	"Alameda County, CA"	"06001"	"November"	"11"	1794
	"Alameda County, CA"	"06001"	"December"	"12"	1802
"Total"	"Alameda County, CA"	"06001"			21522
	"Butte County, CA"	"06007"	"January"	"1"	208
	"Butte County, CA"	"06007"	"February"	"2"	182
	"Butte County, CA"	"06007"	"March"	"3"	211
	"Butte County, CA"	"06007"	"April"	"4"	212
	"Butte County, CA"	"06007"	"May"	"5"	190
	"Butte County, CA"	"06007"	"June"	"6"	199
	"Butte County, CA"	"06007"	"July"	"7"	236
	"Butte County, CA"	"06007"	"August"	"8"	203
	"Butte County, CA"	"06007"	"September"	"9"	231
	"Butte County, CA"	"06007"	"October"	"10"	230
	"Butte County, CA"	"06007"	"November"	"11"	198
	"Butte County, CA"	"06007"	"December"	"12"	223
"Total"	"Butte County, CA"	"06007"			2523
	"Contra Costa County, CA"	"06013"	"January"	"1"	1139
	"Contra Costa County, CA"	"06013"	"February"	"2"	1031
	"Contra Costa County, CA"	"06013"	"March"	"3"	1138
	"Contra Costa County, CA"	"06013"	"April"	"4"	1069
	"Contra Costa County, CA"	"06013"	"May"	"5"	1164
	"Contra Costa County, CA"	"06013"	"June"	"6"	1060
	"Contra Costa County, CA"	"06013"	"July"	"7"	1172
	"Contra Costa County, CA"	"06013"	"August"	"8"	1264
	"Contra Costa County, CA"	"06013"	"September"	"9"	1148
	"Contra Costa County, CA"	"06013"	"October"	"10"	1156
	"Contra Costa County, CA"	"06013"	"November"	"11"	1086
	"Contra Costa County, CA"	"06013"	"December"	"12"	1060
"Total"	"Contra Costa County, CA"	"06013"			13487
	"El Dorado County, CA"	"06017"	"January"	"1"	154
	"El Dorado County, CA"	"06017"	"February"	"2"	145
	"El Dorado County, CA"	"06017"	"March"	"3"	165
	"El Dorado County, CA"	"06017"	"April"	"4"	150
	"El Dorado County, CA"	"06017"	"May"	"5"	148
	"El Dorado County, CA"	"06017"	"June"	"6"	168
	"El Dorado County, CA"	"06017"	"July"	"7"	163
	"El Dorado County, CA"	"06017"	"August"	"8"	189
	"El Dorado County, CA"	"06017"	"September"	"9"	165
	"El Dorado County, CA"	"06017"	"October"	"10"	164
	"El Dorado County, CA"	"06017"	"November"	"11"	130
	"El Dorado County, CA"	"06017"	"December"	"12"	141
"Total"	"El Dorado County, CA"	"06017"			1882
	"Fresno County, CA"	"06019"	"January"	"1"	1355
	"Fresno County, CA"	"06019"	"February"	"2"	1328
	"Fresno County, CA"	"06019"	"March"	"3"	1355
	"Fresno County, CA"	"06019"	"April"	"4"	1283
	"Fresno County, CA"	"06019"	"May"	"5"	1423
	"Fresno County, CA"	"06019"	"June"	"6"	1451
	"Fresno County, CA"	"06019"	"July"	"7"	1546
	"Fresno County, CA"	"06019"	"August"	"8"	1644
	"Fresno County, CA"	"06019"	"September"	"9"	1513
	"Fresno County, CA"	"06019"	"October"	"10"	1531
	"Fresno County, CA"	"06019"	"November"	"11"	1436
	"Fresno County, CA"	"06019"	"December"	"12"	1427
"Total"	"Fresno County, CA"	"06019"			17292
	"Humboldt County, CA"	"06023"	"January"	"1"	140
	"Humboldt County, CA"	"06023"	"February"	"2"	112
	"Humboldt County, CA"	"06023"	"March"	"3"	126
	"Humboldt County, CA"	"06023"	"April"	"4"	146
	"Humboldt County, CA"	"06023"	"May"	"5"	146
	"Humboldt County, CA"	"06023"	"June"	"6"	121
	"Humboldt County, CA"	"06023"	"July"	"7"	129
	"Humboldt County, CA"	"06023"	"August"	"8"	135
	"Humboldt County, CA"	"06023"	"September"	"9"	141
	"Humboldt County, CA"	"06023"	"October"	"10"	143
	"Humboldt County, CA"	"06023"	"November"	"11"	131
	"Humboldt County, CA"	"06023"	"December"	"12"	129
"Total"	"Humboldt County, CA"	"06023"			1599
	"Imperial County, CA"	"06025"	"January"	"1"	258
	"Imperial County, CA"	"06025"	"February"	"2"	206
	"Imperial County, CA"	"06025"	"March"	"3"	244
	"Imperial County, CA"	"06025"	"April"	"4"	213
	"Imperial County, CA"	"06025"	"May"	"5"	235
	"Imperial County, CA"	"06025"	"June"	"6"	242
	"Imperial County, CA"	"06025"	"July"	"7"	282
	"Imperial County, CA"	"06025"	"August"	"8"	320
	"Imperial County, CA"	"06025"	"September"	"9"	300
	"Imperial County, CA"	"06025"	"October"	"10"	284
	"Imperial County, CA"	"06025"	"November"	"11"	296
	"Imperial County, CA"	"06025"	"December"	"12"	266
"Total"	"Imperial County, CA"	"06025"			3146
	"Kern County, CA"	"06029"	"January"	"1"	1271
	"Kern County, CA"	"06029"	"February"	"2"	1132
	"Kern County, CA"	"06029"	"March"	"3"	1235
	"Kern County, CA"	"06029"	"April"	"4"	1147
	"Kern County, CA"	"06029"	"May"	"5"	1237
	"Kern County, CA"	"06029"	"June"	"6"	1274
	"Kern County, CA"	"06029"	"July"	"7"	1306
	"Kern County, CA"	"06029"	"August"	"8"	1424
	"Kern County, CA"	"06029"	"September"	"9"	1400
	"Kern County, CA"	"06029"	"October"	"10"	1323
	"Kern County, CA"	"06029"	"November"	"11"	1307
	"Kern County, CA"	"06029"	"December"	"12"	1280
"Total"	"Kern County, CA"	"06029"			15336
	"Kings County, CA"	"06031"	"January"	"1"	207
	"Kings County, CA"	"06031"	"February"	"2"	189
	"Kings County, CA"	"06031"	"March"	"3"	221
	"Kings County, CA"	"06031"	"April"	"4"	228
	"Kings County, CA"	"06031"	"May"	"5"	233
	"Kings County, CA"	"06031"	"June"	"6"	247
	"Kings County, CA"	"06031"	"July"	"7"	251
	"Kings County, CA"	"06031"	"August"	"8"	268
	"Kings County, CA"	"06031"	"September"	"9"	233
	"Kings County, CA"	"06031"	"October"	"10"	242
	"Kings County, CA"	"06031"	"November"	"11"	236
	"Kings County, CA"	"06031"	"December"	"12"	226
"Total"	"Kings County, CA"	"06031"			2781
	"Los Angeles County, CA"	"06037"	"January"	"1"	12419
	"Los Angeles County, CA"	"06037"	"February"	"2"	11270
	"Los Angeles County, CA"	"06037"	"March"	"3"	12108
	"Los Angeles County, CA"	"06037"	"April"	"4"	11378
	"Los Angeles County, CA"	"06037"	"May"	"5"	12213
	"Los Angeles County, CA"	"06037"	"June"	"6"	12439
	"Los Angeles County, CA"	"06037"	"July"	"7"	13298
	"Los Angeles County, CA"	"06037"	"August"	"8"	14014
	"Los Angeles County, CA"	"06037"	"September"	"9"	13490
	"Los Angeles County, CA"	"06037"	"October"	"10"	13581
	"Los Angeles County, CA"	"06037"	"November"	"11"	12893
	"Los Angeles County, CA"	"06037"	"December"	"12"	12805
"Total"	"Los Angeles County, CA"	"06037"			151908
	"Madera County, CA"	"06039"	"January"	"1"	185
	"Madera County, CA"	"06039"	"February"	"2"	179
	"Madera County, CA"	"06039"	"March"	"3"	224
	"Madera County, CA"	"06039"	"April"	"4"	200
	"Madera County, CA"	"06039"	"May"	"5"	228
	"Madera County, CA"	"06039"	"June"	"6"	230
	"Madera County, CA"	"06039"	"July"	"7"	253
