"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Cochise County, AZ"	"04003"	"April"	"4"	144
	"Cochise County, AZ"	"04003"	"May"	"5"	137
	"Cochise County, AZ"	"04003"	"June"	"6"	138
	"Cochise County, AZ"	"04003"	"July"	"7"	171
	"Cochise County, AZ"	"04003"	"August"	"8"	161
	"Cochise County, AZ"	"04003"	"September"	"9"	146
	"Cochise County, AZ"	"04003"	"October"	"10"	140
	"Cochise County, AZ"	"04003"	"November"	"11"	134
	"Cochise County, AZ"	"04003"	"December"	"12"	142
"Total"	"Cochise County, AZ"	"04003"			1784
	"Coconino County, AZ"	"04005"	"January"	"1"	159
	"Coconino County, AZ"	"04005"	"February"	"2"	170
	"Coconino County, AZ"	"04005"	"March"	"3"	187
	"Coconino County, AZ"	"04005"	"April"	"4"	153
	"Coconino County, AZ"	"04005"	"May"	"5"	176
	"Coconino County, AZ"	"04005"	"June"	"6"	179
	"Coconino County, AZ"	"04005"	"July"	"7"	155
	"Coconino County, AZ"	"04005"	"August"	"8"	189
	"Coconino County, AZ"	"04005"	"September"	"9"	143
	"Coconino County, AZ"	"04005"	"October"	"10"	142
	"Coconino County, AZ"	"04005"	"November"	"11"	162
	"Coconino County, AZ"	"04005"	"December"	"12"	170
"Total"	"Coconino County, AZ"	"04005"			1985
	"Maricopa County, AZ"	"04013"	"January"	"1"	5507
	"Maricopa County, AZ"	"04013"	"February"	"2"	5139
	"Maricopa County, AZ"	"04013"	"March"	"3"	5073
	"Maricopa County, AZ"	"04013"	"April"	"4"	4882
	"Maricopa County, AZ"	"04013"	"May"	"5"	5052
	"Maricopa County, AZ"	"04013"	"June"	"6"	4857
	"Maricopa County, AZ"	"04013"	"July"	"7"	5530
	"Maricopa County, AZ"	"04013"	"August"	"8"	5526
	"Maricopa County, AZ"	"04013"	"September"	"9"	5537
	"Maricopa County, AZ"	"04013"	"October"	"10"	5379
	"Maricopa County, AZ"	"04013"	"November"	"11"	4908
	"Maricopa County, AZ"	"04013"	"December"	"12"	5290
"Total"	"Maricopa County, AZ"	"04013"			62680
	"Mohave County, AZ"	"04015"	"January"	"1"	206
	"Mohave County, AZ"	"04015"	"February"	"2"	187
	"Mohave County, AZ"	"04015"	"March"	"3"	218
	"Mohave County, AZ"	"04015"	"April"	"4"	199
	"Mohave County, AZ"	"04015"	"May"	"5"	230
	"Mohave County, AZ"	"04015"	"June"	"6"	181
	"Mohave County, AZ"	"04015"	"July"	"7"	227
	"Mohave County, AZ"	"04015"	"August"	"8"	223
	"Mohave County, AZ"	"04015"	"September"	"9"	185
	"Mohave County, AZ"	"04015"	"October"	"10"	195
	"Mohave County, AZ"	"04015"	"November"	"11"	170
	"Mohave County, AZ"	"04015"	"December"	"12"	170
"Total"	"Mohave County, AZ"	"04015"			2391
	"Pima County, AZ"	"04019"	"January"	"1"	1251
	"Pima County, AZ"	"04019"	"February"	"2"	1128
	"Pima County, AZ"	"04019"	"March"	"3"	1053
	"Pima County, AZ"	"04019"	"April"	"4"	1032
	"Pima County, AZ"	"04019"	"May"	"5"	1131
	"Pima County, AZ"	"04019"	"June"	"6"	1022
	"Pima County, AZ"	"04019"	"July"	"7"	1147
	"Pima County, AZ"	"04019"	"August"	"8"	1195
	"Pima County, AZ"	"04019"	"September"	"9"	1210
	"Pima County, AZ"	"04019"	"October"	"10"	1141
	"Pima County, AZ"	"04019"	"November"	"11"	1048
	"Pima County, AZ"	"04019"	"December"	"12"	1163
"Total"	"Pima County, AZ"	"04019"			13521
	"Pinal County, AZ"	"04021"	"January"	"1"	477
	"Pinal County, AZ"	"04021"	"February"	"2"	471
	"Pinal County, AZ"	"04021"	"March"	"3"	486
	"Pinal County, AZ"	"04021"	"April"	"4"	421
	"Pinal County, AZ"	"04021"	"May"	"5"	476
	"Pinal County, AZ"	"04021"	"June"	"6"	433
	"Pinal County, AZ"	"04021"	"July"	"7"	529
	"Pinal County, AZ"	"04021"	"August"	"8"	503
	"Pinal County, AZ"	"04021"	"September"	"9"	522
	"Pinal County, AZ"	"04021"	"October"	"10"	492
	"Pinal County, AZ"	"04021"	"November"	"11"	462
	"Pinal County, AZ"	"04021"	"December"	"12"	465
"Total"	"Pinal County, AZ"	"04021"			5737
	"Yavapai County, AZ"	"04025"	"January"	"1"	190
	"Yavapai County, AZ"	"04025"	"February"	"2"	194
	"Yavapai County, AZ"	"04025"	"March"	"3"	189
	"Yavapai County, AZ"	"04025"	"April"	"4"	186
	"Yavapai County, AZ"	"04025"	"May"	"5"	184
	"Yavapai County, AZ"	"04025"	"June"	"6"	169
	"Yavapai County, AZ"	"04025"	"July"	"7"	200
	"Yavapai County, AZ"	"04025"	"August"	"8"	178
	"Yavapai County, AZ"	"04025"	"September"	"9"	190
	"Yavapai County, AZ"	"04025"	"October"	"10"	203
	"Yavapai County, AZ"	"04025"	"November"	"11"	154
	"Yavapai County, AZ"	"04025"	"December"	"12"	178
"Total"	"Yavapai County, AZ"	"04025"			2215
	"Yuma County, AZ"	"04027"	"January"	"1"	242
	"Yuma County, AZ"	"04027"	"February"	"2"	281
	"Yuma County, AZ"	"04027"	"March"	"3"	281
	"Yuma County, AZ"	"04027"	"April"	"4"	250
	"Yuma County, AZ"	"04027"	"May"	"5"	237
	"Yuma County, AZ"	"04027"	"June"	"6"	248
	"Yuma County, AZ"	"04027"	"July"	"7"	297
	"Yuma County, AZ"	"04027"	"August"	"8"	304
	"Yuma County, AZ"	"04027"	"September"	"9"	318
	"Yuma County, AZ"	"04027"	"October"	"10"	314
	"Yuma County, AZ"	"04027"	"November"	"11"	284
	"Yuma County, AZ"	"04027"	"December"	"12"	308
"Total"	"Yuma County, AZ"	"04027"			3364
	"Unidentified Counties, AZ"	"04999"	"January"	"1"	485
	"Unidentified Counties, AZ"	"04999"	"February"	"2"	474
	"Unidentified Counties, AZ"	"04999"	"March"	"3"	471
	"Unidentified Counties, AZ"	"04999"	"April"	"4"	442
	"Unidentified Counties, AZ"	"04999"	"May"	"5"	512
	"Unidentified Counties, AZ"	"04999"	"June"	"6"	456
	"Unidentified Counties, AZ"	"04999"	"July"	"7"	541
	"Unidentified Counties, AZ"	"04999"	"August"	"8"	506
	"Unidentified Counties, AZ"	"04999"	"September"	"9"	529
	"Unidentified Counties, AZ"	"04999"	"October"	"10"	427
	"Unidentified Counties, AZ"	"04999"	"November"	"11"	445
	"Unidentified Counties, AZ"	"04999"	"December"	"12"	477
"Total"	"Unidentified Counties, AZ"	"04999"			5765
	"Benton County, AR"	"05007"	"January"	"1"	257
	"Benton County, AR"	"05007"	"February"	"2"	280
	"Benton County, AR"	"05007"	"March"	"3"	280
	"Benton County, AR"	"05007"	"April"	"4"	244
	"Benton County, AR"	"05007"	"May"	"5"	285
	"Benton County, AR"	"05007"	"June"	"6"	273
	"Benton County, AR"	"05007"	"July"	"7"	318
	"Benton County, AR"	"05007"	"August"	"8"	294
	"Benton County, AR"	"05007"	"September"	"9"	247
	"Benton County, AR"	"05007"	"October"	"10"	290
	"Benton County, AR"	"05007"	"November"	"11"	258
	"Benton County, AR"	"05007"	"December"	"12"	282
"Total"	"Benton County, AR"	"05007"			3308
	"Pulaski County, AR"	"05119"	"January"	"1"	538
	"Pulaski County, AR"	"05119"	"February"	"2"	466
	"Pulaski County, AR"	"05119"	"March"	"3"	565
	"Pulaski County, AR"	"05119"	"April"	"4"	477
	"Pulaski County, AR"	"05119"	"May"	"5"	443
	"Pulaski County, AR"	"05119"	"June"	"6"	492
	"Pulaski County, AR"	"05119"	"July"	"7"	476
	"Pulaski County, AR"	"05119"	"August"	"8"	535
	"Pulaski County, AR"	"05119"	"September"	"9"	559
	"Pulaski County, AR"	"05119"	"October"	"10"	496
	"Pulaski County, AR"	"05119"	"November"	"11"	470
	"Pulaski County, AR"	"05119"	"December"	"12"	501
"Total"	"Pulaski County, AR"	"05119"			6018
	"Sebastian County, AR"	"05131"	"January"	"1"	178
	"Sebastian County, AR"	"05131"	"February"	"2"	149
	"Sebastian County, AR"	"05131"	"March"	"3"	135
	"Sebastian County, AR"	"05131"	"April"	"4"	156
	"Sebastian County, AR"	"05131"	"May"	"5"	150
	"Sebastian County, AR"	"05131"	"June"	"6"	165
	"Sebastian County, AR"	"05131"	"July"	"7"	167
	"Sebastian County, AR"	"05131"	"August"	"8"	154
	"Sebastian County, AR"	"05131"	"September"	"9"	164
	"Sebastian County, AR"	"05131"	"October"	"10"	159
	"Sebastian County, AR"	"05131"	"November"	"11"	127
	"Sebastian County, AR"	"05131"	"December"	"12"	165
"Total"	"Sebastian County, AR"	"05131"			1869
	"Washington County, AR"	"05143"	"January"	"1"	292
	"Washington County, AR"	"05143"	"February"	"2"	271
	"Washington County, AR"	"05143"	"March"	"3"	268
	"Washington County, AR"	"05143"	"April"	"4"	258
	"Washington County, AR"	"05143"	"May"	"5"	283
	"Washington County, AR"	"05143"	"June"	"6"	253
	"Washington County, AR"	"05143"	"July"	"7"	271
	"Washington County, AR"	"05143"	"August"	"8"	282
	"Washington County, AR"	"05143"	"September"	"9"	245
	"Washington County, AR"	"05143"	"October"	"10"	278
	"Washington County, AR"	"05143"	"November"	"11"	242
	"Washington County, AR"	"05143"	"December"	"12"	258
"Total"	"Washington County, AR"	"05143"			3201
	"Unidentified Counties, AR"	"05999"	"January"	"1"	2263
	"Unidentified Counties, AR"	"05999"	"February"	"2"	2118
	"Unidentified Counties, AR"	"05999"	"March"	"3"	2146
	"Unidentified Counties, AR"	"05999"	"April"	"4"	2126
	"Unidentified Counties, AR"	"05999"	"May"	"5"	2088
	"Unidentified Counties, AR"	"05999"	"June"	"6"	2084
	"Unidentified Counties, AR"	"05999"	"July"	"7"	2280
	"Unidentified Counties, AR"	"05999"	"August"	"8"	2410
	"Unidentified Counties, AR"	"05999"	"September"	"9"	2251
	"Unidentified Counties, AR"	"05999"	"October"	"10"	2126
	"Unidentified Counties, AR"	"05999"	"November"	"11"	2037
	"Unidentified Counties, AR"	"05999"	"December"	"12"	2344
"Total"	"Unidentified Counties, AR"	"05999"			26273
	"Alameda County, CA"	"06001"	"January"	"1"	1757
	"Alameda County, CA"	"06001"	"February"	"2"	1674
	"Alameda County, CA"	"06001"	"March"	"3"	1739
	"Alameda County, CA"	"06001"	"April"	"4"	1701
	"Alameda County, CA"	"06001"	"May"	"5"	1806
	"Alameda County, CA"	"06001"	"June"	"6"	1724
	"Alameda County, CA"	"06001"	"July"	"7"	1859
	"Alameda County, CA"	"06001"	"August"	"8"	1760
	"Alameda County, CA"	"06001"	"September"	"9"	1808
	"Alameda County, CA"	"06001"	"October"	"10"	1811
	"Alameda County, CA"	"06001"	"November"	"11"	1615
	"Alameda County, CA"	"06001"	"December"	"12"	1722
"Total"	"Alameda County, CA"	"06001"			20976
	"Butte County, CA"	"06007"	"January"	"1"	189
	"Butte County, CA"	"06007"	"February"	"2"	191
	"Butte County, CA"	"06007"	"March"	"3"	230
	"Butte County, CA"	"06007"	"April"	"4"	199
	"Butte County, CA"	"06007"	"May"	"5"	227
	"Butte County, CA"	"06007"	"June"	"6"	218
	"Butte County, CA"	"06007"	"July"	"7"	217
	"Butte County, CA"	"06007"	"August"	"8"	221
	"Butte County, CA"	"06007"	"September"	"9"	180
	"Butte County, CA"	"06007"	"October"	"10"	226
	"Butte County, CA"	"06007"	"November"	"11"	174
	"Butte County, CA"	"06007"	"December"	"12"	248
"Total"	"Butte County, CA"	"06007"			2520
	"Contra Costa County, CA"	"06013"	"January"	"1"	1050
	"Contra Costa County, CA"	"06013"	"February"	"2"	1044
	"Contra Costa County, CA"	"06013"	"March"	"3"	1116
	"Contra Costa County, CA"	"06013"	"April"	"4"	1117
	"Contra Costa County, CA"	"06013"	"May"	"5"	1077
	"Contra Costa County, CA"	"06013"	"June"	"6"	1059
	"Contra Costa County, CA"	"06013"	"July"	"7"	1183
	"Contra Costa County, CA"	"06013"	"August"	"8"	1113
	"Contra Costa County, CA"	"06013"	"September"	"9"	1080
	"Contra Costa County, CA"	"06013"	"October"	"10"	1145
	"Contra Costa County, CA"	"06013"	"November"	"11"	1047
	"Contra Costa County, CA"	"06013"	"December"	"12"	1104
"Total"	"Contra Costa County, CA"	"06013"			13135
	"El Dorado County, CA"	"06017"	"January"	"1"	156
	"El Dorado County, CA"	"06017"	"February"	"2"	134
	"El Dorado County, CA"	"06017"	"March"	"3"	157
	"El Dorado County, CA"	"06017"	"April"	"4"	157
	"El Dorado County, CA"	"06017"	"May"	"5"	176
	"El Dorado County, CA"	"06017"	"June"	"6"	171
	"El Dorado County, CA"	"06017"	"July"	"7"	141
	"El Dorado County, CA"	"06017"	"August"	"8"	169
	"El Dorado County, CA"	"06017"	"September"	"9"	136
	"El Dorado County, CA"	"06017"	"October"	"10"	148
	"El Dorado County, CA"	"06017"	"November"	"11"	135
	"El Dorado County, CA"	"06017"	"December"	"12"	134
"Total"	"El Dorado County, CA"	"06017"			1814
	"Fresno County, CA"	"06019"	"January"	"1"	1415
	"Fresno County, CA"	"06019"	"February"	"2"	1288
	"Fresno County, CA"	"06019"	"March"	"3"	1440
	"Fresno County, CA"	"06019"	"April"	"4"	1382
	"Fresno County, CA"	"06019"	"May"	"5"	1382
	"Fresno County, CA"	"06019"	"June"	"6"	1391
	"Fresno County, CA"	"06019"	"July"	"7"	1515
	"Fresno County, CA"	"06019"	"August"	"8"	1432
	"Fresno County, CA"	"06019"	"September"	"9"	1431
	"Fresno County, CA"	"06019"	"October"	"10"	1375
	"Fresno County, CA"	"06019"	"November"	"11"	1293
	"Fresno County, CA"	"06019"	"December"	"12"	1420
"Total"	"Fresno County, CA"	"06019"			16764
	"Humboldt County, CA"	"06023"	"January"	"1"	141
	"Humboldt County, CA"	"06023"	"February"	"2"	111
	"Humboldt County, CA"	"06023"	"March"	"3"	135
	"Humboldt County, CA"	"06023"	"April"	"4"	148
	"Humboldt County, CA"	"06023"	"May"	"5"	136
	"Humboldt County, CA"	"06023"	"June"	"6"	147
	"Humboldt County, CA"	"06023"	"July"	"7"	150
	"Humboldt County, CA"	"06023"	"August"	"8"	127
	"Humboldt County, CA"	"06023"	"September"	"9"	122
	"Humboldt County, CA"	"06023"	"October"	"10"	140
	"Humboldt County, CA"	"06023"	"November"	"11"	118
	"Humboldt County, CA"	"06023"	"December"	"12"	126
"Total"	"Humboldt County, CA"	"06023"			1601
	"Imperial County, CA"	"06025"	"January"	"1"	273
	"Imperial County, CA"	"06025"	"February"	"2"	259
	"Imperial County, CA"	"06025"	"March"	"3"	252
	"Imperial County, CA"	"06025"	"April"	"4"	263
	"Imperial County, CA"	"06025"	"May"	"5"	229
	"Imperial County, CA"	"06025"	"June"	"6"	243
	"Imperial County, CA"	"06025"	"July"	"7"	274
	"Imperial County, CA"	"06025"	"August"	"8"	282
	"Imperial County, CA"	"06025"	"September"	"9"	299
	"Imperial County, CA"	"06025"	"October"	"10"	291
	"Imperial County, CA"	"06025"	"November"	"11"	269
	"Imperial County, CA"	"06025"	"December"	"12"	307
"Total"	"Imperial County, CA"	"06025"			3241
	"Kern County, CA"	"06029"	"January"	"1"	1318
	"Kern County, CA"	"06029"	"February"	"2"	1175
	"Kern County, CA"	"06029"	"March"	"3"	1246
	"Kern County, CA"	"06029"	"April"	"4"	1241
	"Kern County, CA"	"06029"	"May"	"5"	1276
	"Kern County, CA"	"06029"	"June"	"6"	1234
	"Kern County, CA"	"06029"	"July"	"7"	1371
	"Kern County, CA"	"06029"	"August"	"8"	1374
	"Kern County, CA"	"06029"	"September"	"9"	1342
	"Kern County, CA"	"06029"	"October"	"10"	1285
	"Kern County, CA"	"06029"	"November"	"11"	1150
	"Kern County, CA"	"06029"	"December"	"12"	1304
"Total"	"Kern County, CA"	"06029"			15316
	"Kings County, CA"	"06031"	"January"	"1"	232
	"Kings County, CA"	"06031"	"February"	"2"	215
	"Kings County, CA"	"06031"	"March"	"3"	203
	"Kings County, CA"	"06031"	"April"	"4"	212
	"Kings County, CA"	"06031"	"May"	"5"	228
	"Kings County, CA"	"06031"	"June"	"6"	246
	"Kings County, CA"	"06031"	"July"	"7"	238
	"Kings County, CA"	"06031"	"August"	"8"	220
	"Kings County, CA"	"06031"	"September"	"9"	251
	"Kings County, CA"	"06031"	"October"	"10"	222
	"Kings County, CA"	"06031"	"November"	"11"	197
	"Kings County, CA"	"06031"	"December"	"12"	247
"Total"	"Kings County, CA"	"06031"			2711
	"Los Angeles County, CA"	"06037"	"January"	"1"	12638
	"Los Angeles County, CA"	"06037"	"February"	"2"	11727
	"Los Angeles County, CA"	"06037"	"March"	"3"	11938
	"Los Angeles County, CA"	"06037"	"April"	"4"	11681
	"Los Angeles County, CA"	"06037"	"May"	"5"	12070
	"Los Angeles County, CA"	"06037"	"June"	"6"	11883
	"Los Angeles County, CA"	"06037"	"July"	"7"	13022
	"Los Angeles County, CA"	"06037"	"August"	"8"	13160
	"Los Angeles County, CA"	"06037"	"September"	"9"	13161
	"Los Angeles County, CA"	"06037"	"October"	"10"	12594
	"Los Angeles County, CA"	"06037"	"November"	"11"	11479
	"Los Angeles County, CA"	"06037"	"December"	"12"	12392
"Total"	"Los Angeles County, CA"	"06037"			147745
	"Madera County, CA"	"06039"	"January"	"1"	199
	"Madera County, CA"	"06039"	"February"	"2"	215
	"Madera County, CA"	"06039"	"March"	"3"	190
	"Madera County, CA"	"06039"	"April"	"4"	206
	"Madera County, CA"	"06039"	"May"	"5"	229
	"Madera County, CA"	"06039"	"June"	"6"	213
