"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Etowah County, AL"	"01055"	"October"	"10"	102
	"Etowah County, AL"	"01055"	"November"	"11"	103
	"Etowah County, AL"	"01055"	"December"	"12"	104
"Total"	"Etowah County, AL"	"01055"			1148
	"Jefferson County, AL"	"01073"	"January"	"1"	710
	"Jefferson County, AL"	"01073"	"February"	"2"	714
	"Jefferson County, AL"	"01073"	"March"	"3"	710
	"Jefferson County, AL"	"01073"	"April"	"4"	739
	"Jefferson County, AL"	"01073"	"May"	"5"	768
	"Jefferson County, AL"	"01073"	"June"	"6"	743
	"Jefferson County, AL"	"01073"	"July"	"7"	818
	"Jefferson County, AL"	"01073"	"August"	"8"	808
	"Jefferson County, AL"	"01073"	"September"	"9"	745
	"Jefferson County, AL"	"01073"	"October"	"10"	761
	"Jefferson County, AL"	"01073"	"November"	"11"	813
	"Jefferson County, AL"	"01073"	"December"	"12"	698
"Total"	"Jefferson County, AL"	"01073"			9027
	"Lee County, AL"	"01081"	"January"	"1"	139
	"Lee County, AL"	"01081"	"February"	"2"	145
	"Lee County, AL"	"01081"	"March"	"3"	129
	"Lee County, AL"	"01081"	"April"	"4"	140
	"Lee County, AL"	"01081"	"May"	"5"	159
	"Lee County, AL"	"01081"	"June"	"6"	164
	"Lee County, AL"	"01081"	"July"	"7"	147
	"Lee County, AL"	"01081"	"August"	"8"	159
	"Lee County, AL"	"01081"	"September"	"9"	155
	"Lee County, AL"	"01081"	"October"	"10"	152
	"Lee County, AL"	"01081"	"November"	"11"	130
	"Lee County, AL"	"01081"	"December"	"12"	159
"Total"	"Lee County, AL"	"01081"			1778
	"Madison County, AL"	"01089"	"January"	"1"	327
	"Madison County, AL"	"01089"	"February"	"2"	318
	"Madison County, AL"	"01089"	"March"	"3"	311
	"Madison County, AL"	"01089"	"April"	"4"	301
	"Madison County, AL"	"01089"	"May"	"5"	316
	"Madison County, AL"	"01089"	"June"	"6"	342
	"Madison County, AL"	"01089"	"July"	"7"	332
	"Madison County, AL"	"01089"	"August"	"8"	359
	"Madison County, AL"	"01089"	"September"	"9"	318
	"Madison County, AL"	"01089"	"October"	"10"	376
	"Madison County, AL"	"01089"	"November"	"11"	291
	"Madison County, AL"	"01089"	"December"	"12"	335
"Total"	"Madison County, AL"	"01089"			3926
	"Mobile County, AL"	"01097"	"January"	"1"	463
	"Mobile County, AL"	"01097"	"February"	"2"	455
	"Mobile County, AL"	"01097"	"March"	"3"	446
	"Mobile County, AL"	"01097"	"April"	"4"	400
	"Mobile County, AL"	"01097"	"May"	"5"	457
	"Mobile County, AL"	"01097"	"June"	"6"	468
	"Mobile County, AL"	"01097"	"July"	"7"	481
	"Mobile County, AL"	"01097"	"August"	"8"	484
	"Mobile County, AL"	"01097"	"September"	"9"	468
	"Mobile County, AL"	"01097"	"October"	"10"	493
	"Mobile County, AL"	"01097"	"November"	"11"	457
	"Mobile County, AL"	"01097"	"December"	"12"	423
"Total"	"Mobile County, AL"	"01097"			5495
	"Montgomery County, AL"	"01101"	"January"	"1"	261
	"Montgomery County, AL"	"01101"	"February"	"2"	255
	"Montgomery County, AL"	"01101"	"March"	"3"	247
	"Montgomery County, AL"	"01101"	"April"	"4"	233
	"Montgomery County, AL"	"01101"	"May"	"5"	236
	"Montgomery County, AL"	"01101"	"June"	"6"	242
	"Montgomery County, AL"	"01101"	"July"	"7"	288
	"Montgomery County, AL"	"01101"	"August"	"8"	287
	"Montgomery County, AL"	"01101"	"September"	"9"	246
	"Montgomery County, AL"	"01101"	"October"	"10"	249
	"Montgomery County, AL"	"01101"	"November"	"11"	270
	"Montgomery County, AL"	"01101"	"December"	"12"	266
"Total"	"Montgomery County, AL"	"01101"			3080
	"Morgan County, AL"	"01103"	"January"	"1"	104
	"Morgan County, AL"	"01103"	"February"	"2"	115
	"Morgan County, AL"	"01103"	"March"	"3"	99
	"Morgan County, AL"	"01103"	"April"	"4"	101
	"Morgan County, AL"	"01103"	"May"	"5"	115
	"Morgan County, AL"	"01103"	"June"	"6"	108
	"Morgan County, AL"	"01103"	"July"	"7"	127
	"Morgan County, AL"	"01103"	"August"	"8"	128
	"Morgan County, AL"	"01103"	"September"	"9"	104
	"Morgan County, AL"	"01103"	"October"	"10"	112
	"Morgan County, AL"	"01103"	"November"	"11"	116
	"Morgan County, AL"	"01103"	"December"	"12"	137
"Total"	"Morgan County, AL"	"01103"			1366
	"Shelby County, AL"	"01117"	"January"	"1"	202
	"Shelby County, AL"	"01117"	"February"	"2"	199
	"Shelby County, AL"	"01117"	"March"	"3"	192
	"Shelby County, AL"	"01117"	"April"	"4"	176
	"Shelby County, AL"	"01117"	"May"	"5"	204
	"Shelby County, AL"	"01117"	"June"	"6"	178
	"Shelby County, AL"	"01117"	"July"	"7"	214
	"Shelby County, AL"	"01117"	"August"	"8"	242
	"Shelby County, AL"	"01117"	"September"	"9"	210
	"Shelby County, AL"	"01117"	"October"	"10"	220
	"Shelby County, AL"	"01117"	"November"	"11"	194
	"Shelby County, AL"	"01117"	"December"	"12"	200
"Total"	"Shelby County, AL"	"01117"			2431
	"Tuscaloosa County, AL"	"01125"	"January"	"1"	217
	"Tuscaloosa County, AL"	"01125"	"February"	"2"	183
	"Tuscaloosa County, AL"	"01125"	"March"	"3"	184
	"Tuscaloosa County, AL"	"01125"	"April"	"4"	192
	"Tuscaloosa County, AL"	"01125"	"May"	"5"	196
	"Tuscaloosa County, AL"	"01125"	"June"	"6"	220
	"Tuscaloosa County, AL"	"01125"	"July"	"7"	215
	"Tuscaloosa County, AL"	"01125"	"August"	"8"	193
	"Tuscaloosa County, AL"	"01125"	"September"	"9"	185
	"Tuscaloosa County, AL"	"01125"	"October"	"10"	229
	"Tuscaloosa County, AL"	"01125"	"November"	"11"	219
	"Tuscaloosa County, AL"	"01125"	"December"	"12"	208
"Total"	"Tuscaloosa County, AL"	"01125"			2441
	"Unidentified Counties, AL"	"01999"	"January"	"1"	2028
	"Unidentified Counties, AL"	"01999"	"February"	"2"	1912
	"Unidentified Counties, AL"	"01999"	"March"	"3"	1908
	"Unidentified Counties, AL"	"01999"	"April"	"4"	1862
	"Unidentified Counties, AL"	"01999"	"May"	"5"	1940
	"Unidentified Counties, AL"	"01999"	"June"	"6"	2056
	"Unidentified Counties, AL"	"01999"	"July"	"7"	2130
	"Unidentified Counties, AL"	"01999"	"August"	"8"	2319
	"Unidentified Counties, AL"	"01999"	"September"	"9"	2097
	"Unidentified Counties, AL"	"01999"	"October"	"10"	2075
	"Unidentified Counties, AL"	"01999"	"November"	"11"	2050
	"Unidentified Counties, AL"	"01999"	"December"	"12"	1975
"Total"	"Unidentified Counties, AL"	"01999"			24352
	"Anchorage Borough, AK"	"02020"	"January"	"1"	372
	"Anchorage Borough, AK"	"02020"	"February"	"2"	315
	"Anchorage Borough, AK"	"02020"	"March"	"3"	398
	"Anchorage Borough, AK"	"02020"	"April"	"4"	405
	"Anchorage Borough, AK"	"02020"	"May"	"5"	396
	"Anchorage Borough, AK"	"02020"	"June"	"6"	374
	"Anchorage Borough, AK"	"02020"	"July"	"7"	452
	"Anchorage Borough, AK"	"02020"	"August"	"8"	400
	"Anchorage Borough, AK"	"02020"	"September"	"9"	397
	"Anchorage Borough, AK"	"02020"	"October"	"10"	392
	"Anchorage Borough, AK"	"02020"	"November"	"11"	327
	"Anchorage Borough, AK"	"02020"	"December"	"12"	385
"Total"	"Anchorage Borough, AK"	"02020"			4613
	"Unidentified Counties, AK"	"02999"	"January"	"1"	552
	"Unidentified Counties, AK"	"02999"	"February"	"2"	496
	"Unidentified Counties, AK"	"02999"	"March"	"3"	552
	"Unidentified Counties, AK"	"02999"	"April"	"4"	507
	"Unidentified Counties, AK"	"02999"	"May"	"5"	560
	"Unidentified Counties, AK"	"02999"	"June"	"6"	557
	"Unidentified Counties, AK"	"02999"	"July"	"7"	533
	"Unidentified Counties, AK"	"02999"	"August"	"8"	562
	"Unidentified Counties, AK"	"02999"	"September"	"9"	632
	"Unidentified Counties, AK"	"02999"	"October"	"10"	581
	"Unidentified Counties, AK"	"02999"	"November"	"11"	506
	"Unidentified Counties, AK"	"02999"	"December"	"12"	536
"Total"	"Unidentified Counties, AK"	"02999"			6574
	"Cochise County, AZ"	"04003"	"January"	"1"	139
	"Cochise County, AZ"	"04003"	"February"	"2"	136
	"Cochise County, AZ"	"04003"	"March"	"3"	161
	"Cochise County, AZ"	"04003"	"April"	"4"	137
	"Cochise County, AZ"	"04003"	"May"	"5"	143
	"Cochise County, AZ"	"04003"	"June"	"6"	114
	"Cochise County, AZ"	"04003"	"July"	"7"	153
	"Cochise County, AZ"	"04003"	"August"	"8"	154
	"Cochise County, AZ"	"04003"	"September"	"9"	157
	"Cochise County, AZ"	"04003"	"October"	"10"	149
	"Cochise County, AZ"	"04003"	"November"	"11"	123
	"Cochise County, AZ"	"04003"	"December"	"12"	144
"Total"	"Cochise County, AZ"	"04003"			1710
	"Coconino County, AZ"	"04005"	"January"	"1"	133
	"Coconino County, AZ"	"04005"	"February"	"2"	125
	"Coconino County, AZ"	"04005"	"March"	"3"	143
	"Coconino County, AZ"	"04005"	"April"	"4"	131
	"Coconino County, AZ"	"04005"	"May"	"5"	166
	"Coconino County, AZ"	"04005"	"June"	"6"	138
	"Coconino County, AZ"	"04005"	"July"	"7"	135
	"Coconino County, AZ"	"04005"	"August"	"8"	159
	"Coconino County, AZ"	"04005"	"September"	"9"	162
	"Coconino County, AZ"	"04005"	"October"	"10"	154
	"Coconino County, AZ"	"04005"	"November"	"11"	114
	"Coconino County, AZ"	"04005"	"December"	"12"	157
"Total"	"Coconino County, AZ"	"04005"			1717
	"Maricopa County, AZ"	"04013"	"January"	"1"	4513
	"Maricopa County, AZ"	"04013"	"February"	"2"	4306
	"Maricopa County, AZ"	"04013"	"March"	"3"	4584
	"Maricopa County, AZ"	"04013"	"April"	"4"	4222
	"Maricopa County, AZ"	"04013"	"May"	"5"	4291
	"Maricopa County, AZ"	"04013"	"June"	"6"	4254
	"Maricopa County, AZ"	"04013"	"July"	"7"	4672
	"Maricopa County, AZ"	"04013"	"August"	"8"	4939
	"Maricopa County, AZ"	"04013"	"September"	"9"	4839
	"Maricopa County, AZ"	"04013"	"October"	"10"	4841
	"Maricopa County, AZ"	"04013"	"November"	"11"	4581
	"Maricopa County, AZ"	"04013"	"December"	"12"	4602
"Total"	"Maricopa County, AZ"	"04013"			54644
	"Mohave County, AZ"	"04015"	"January"	"1"	179
	"Mohave County, AZ"	"04015"	"February"	"2"	136
	"Mohave County, AZ"	"04015"	"March"	"3"	171
	"Mohave County, AZ"	"04015"	"April"	"4"	153
	"Mohave County, AZ"	"04015"	"May"	"5"	156
	"Mohave County, AZ"	"04015"	"June"	"6"	164
	"Mohave County, AZ"	"04015"	"July"	"7"	172
	"Mohave County, AZ"	"04015"	"August"	"8"	169
	"Mohave County, AZ"	"04015"	"September"	"9"	164
	"Mohave County, AZ"	"04015"	"October"	"10"	168
	"Mohave County, AZ"	"04015"	"November"	"11"	148
	"Mohave County, AZ"	"04015"	"December"	"12"	154
"Total"	"Mohave County, AZ"	"04015"			1934
	"Pima County, AZ"	"04019"	"January"	"1"	943
	"Pima County, AZ"	"04019"	"February"	"2"	944
	"Pima County, AZ"	"04019"	"March"	"3"	980
	"Pima County, AZ"	"04019"	"April"	"4"	897
	"Pima County, AZ"	"04019"	"May"	"5"	955
	"Pima County, AZ"	"04019"	"June"	"6"	956
	"Pima County, AZ"	"04019"	"July"	"7"	1018
	"Pima County, AZ"	"04019"	"August"	"8"	1080
	"Pima County, AZ"	"04019"	"September"	"9"	1085
	"Pima County, AZ"	"04019"	"October"	"10"	1084
	"Pima County, AZ"	"04019"	"November"	"11"	982
	"Pima County, AZ"	"04019"	"December"	"12"	993
"Total"	"Pima County, AZ"	"04019"			11917
	"Pinal County, AZ"	"04021"	"January"	"1"	367
	"Pinal County, AZ"	"04021"	"February"	"2"	363
	"Pinal County, AZ"	"04021"	"March"	"3"	369
	"Pinal County, AZ"	"04021"	"April"	"4"	371
	"Pinal County, AZ"	"04021"	"May"	"5"	399
	"Pinal County, AZ"	"04021"	"June"	"6"	347
	"Pinal County, AZ"	"04021"	"July"	"7"	413
	"Pinal County, AZ"	"04021"	"August"	"8"	408
	"Pinal County, AZ"	"04021"	"September"	"9"	418
	"Pinal County, AZ"	"04021"	"October"	"10"	422
	"Pinal County, AZ"	"04021"	"November"	"11"	394
	"Pinal County, AZ"	"04021"	"December"	"12"	398
"Total"	"Pinal County, AZ"	"04021"			4669
	"Yavapai County, AZ"	"04025"	"January"	"1"	137
	"Yavapai County, AZ"	"04025"	"February"	"2"	134
	"Yavapai County, AZ"	"04025"	"March"	"3"	140
	"Yavapai County, AZ"	"04025"	"April"	"4"	140
	"Yavapai County, AZ"	"04025"	"May"	"5"	130
	"Yavapai County, AZ"	"04025"	"June"	"6"	155
	"Yavapai County, AZ"	"04025"	"July"	"7"	177
	"Yavapai County, AZ"	"04025"	"August"	"8"	159
	"Yavapai County, AZ"	"04025"	"September"	"9"	152
	"Yavapai County, AZ"	"04025"	"October"	"10"	171
	"Yavapai County, AZ"	"04025"	"November"	"11"	136
	"Yavapai County, AZ"	"04025"	"December"	"12"	163
"Total"	"Yavapai County, AZ"	"04025"			1794
	"Yuma County, AZ"	"04027"	"January"	"1"	269
	"Yuma County, AZ"	"04027"	"February"	"2"	280
	"Yuma County, AZ"	"04027"	"March"	"3"	239
	"Yuma County, AZ"	"04027"	"April"	"4"	238
	"Yuma County, AZ"	"04027"	"May"	"5"	213
	"Yuma County, AZ"	"04027"	"June"	"6"	255
	"Yuma County, AZ"	"04027"	"July"	"7"	244
	"Yuma County, AZ"	"04027"	"August"	"8"	290
	"Yuma County, AZ"	"04027"	"September"	"9"	300
	"Yuma County, AZ"	"04027"	"October"	"10"	280
	"Yuma County, AZ"	"04027"	"November"	"11"	267
	"Yuma County, AZ"	"04027"	"December"	"12"	266
"Total"	"Yuma County, AZ"	"04027"			3141
	"Unidentified Counties, AZ"	"04999"	"January"	"1"	394
	"Unidentified Counties, AZ"	"04999"	"February"	"2"	379
	"Unidentified Counties, AZ"	"04999"	"March"	"3"	375
	"Unidentified Counties, AZ"	"04999"	"April"	"4"	390
	"Unidentified Counties, AZ"	"04999"	"May"	"5"	376
	"Unidentified Counties, AZ"	"04999"	"June"	"6"	397
	"Unidentified Counties, AZ"	"04999"	"July"	"7"	443
	"Unidentified Counties, AZ"	"04999"	"August"	"8"	471
	"Unidentified Counties, AZ"	"04999"	"September"	"9"	457
	"Unidentified Counties, AZ"	"04999"	"October"	"10"	425
	"Unidentified Counties, AZ"	"04999"	"November"	"11"	407
	"Unidentified Counties, AZ"	"04999"	"December"	"12"	401
"Total"	"Unidentified Counties, AZ"	"04999"			4915
	"Benton County, AR"	"05007"	"January"	"1"	246
	"Benton County, AR"	"05007"	"February"	"2"	279
	"Benton County, AR"	"05007"	"March"	"3"	245
	"Benton County, AR"	"05007"	"April"	"4"	269
	"Benton County, AR"	"05007"	"May"	"5"	307
	"Benton County, AR"	"05007"	"June"	"6"	293
	"Benton County, AR"	"05007"	"July"	"7"	284
	"Benton County, AR"	"05007"	"August"	"8"	297
	"Benton County, AR"	"05007"	"September"	"9"	272
	"Benton County, AR"	"05007"	"October"	"10"	268
	"Benton County, AR"	"05007"	"November"	"11"	272
	"Benton County, AR"	"05007"	"December"	"12"	277
"Total"	"Benton County, AR"	"05007"			3309
	"Pulaski County, AR"	"05119"	"January"	"1"	462
	"Pulaski County, AR"	"05119"	"February"	"2"	421
	"Pulaski County, AR"	"05119"	"March"	"3"	423
	"Pulaski County, AR"	"05119"	"April"	"4"	416
	"Pulaski County, AR"	"05119"	"May"	"5"	451
	"Pulaski County, AR"	"05119"	"June"	"6"	452
	"Pulaski County, AR"	"05119"	"July"	"7"	491
	"Pulaski County, AR"	"05119"	"August"	"8"	566
	"Pulaski County, AR"	"05119"	"September"	"9"	460
	"Pulaski County, AR"	"05119"	"October"	"10"	529
	"Pulaski County, AR"	"05119"	"November"	"11"	475
	"Pulaski County, AR"	"05119"	"December"	"12"	456
"Total"	"Pulaski County, AR"	"05119"			5602
	"Sebastian County, AR"	"05131"	"January"	"1"	145
	"Sebastian County, AR"	"05131"	"February"	"2"	136
	"Sebastian County, AR"	"05131"	"March"	"3"	128
	"Sebastian County, AR"	"05131"	"April"	"4"	135
	"Sebastian County, AR"	"05131"	"May"	"5"	142
	"Sebastian County, AR"	"05131"	"June"	"6"	165
	"Sebastian County, AR"	"05131"	"July"	"7"	152
	"Sebastian County, AR"	"05131"	"August"	"8"	169
	"Sebastian County, AR"	"05131"	"September"	"9"	152
	"Sebastian County, AR"	"05131"	"October"	"10"	124
	"Sebastian County, AR"	"05131"	"November"	"11"	132
	"Sebastian County, AR"	"05131"	"December"	"12"	124
"Total"	"Sebastian County, AR"	"05131"			1704
	"Washington County, AR"	"05143"	"January"	"1"	277
	"Washington County, AR"	"05143"	"February"	"2"	289
	"Washington County, AR"	"05143"	"March"	"3"	284
	"Washington County, AR"	"05143"	"April"	"4"	267
	"Washington County, AR"	"05143"	"May"	"5"	278
	"Washington County, AR"	"05143"	"June"	"6"	250
	"Washington County, AR"	"05143"	"July"	"7"	282
	"Washington County, AR"	"05143"	"August"	"8"	331
	"Washington County, AR"	"05143"	"September"	"9"	281
	"Washington County, AR"	"05143"	"October"	"10"	275
	"Washington County, AR"	"05143"	"November"	"11"	263
	"Washington County, AR"	"05143"	"December"	"12"	246
"Total"	"Washington County, AR"	"05143"			3323
	"Unidentified Counties, AR"	"05999"	"January"	"1"	1932
	"Unidentified Counties, AR"	"05999"	"February"	"2"	1943
	"Unidentified Counties, AR"	"05999"	"March"	"3"	1959
	"Unidentified Counties, AR"	"05999"	"April"	"4"	1814
	"Unidentified Counties, AR"	"05999"	"May"	"5"	1979
	"Unidentified Counties, AR"	"05999"	"June"	"6"	2034
	"Unidentified Counties, AR"	"05999"	"July"	"7"	2168
	"Unidentified Counties, AR"	"05999"	"August"	"8"	2198
	"Unidentified Counties, AR"	"05999"	"September"	"9"	2004
	"Unidentified Counties, AR"	"05999"	"October"	"10"	2275
	"Unidentified Counties, AR"	"05999"	"November"	"11"	2036
	"Unidentified Counties, AR"	"05999"	"December"	"12"	2067
"Total"	"Unidentified Counties, AR"	"05999"			24409
	"Alameda County, CA"	"06001"	"January"	"1"	1553
	"Alameda County, CA"	"06001"	"February"	"2"	1450
	"Alameda County, CA"	"06001"	"March"	"3"	1618
	"Alameda County, CA"	"06001"	"April"	"4"	1499
	"Alameda County, CA"	"06001"	"May"	"5"	1715
	"Alameda County, CA"	"06001"	"June"	"6"	1571
	"Alameda County, CA"	"06001"	"July"	"7"	1650
	"Alameda County, CA"	"06001"	"August"	"8"	1833
	"Alameda County, CA"	"06001"	"September"	"9"	1685
	"Alameda County, CA"	"06001"	"October"	"10"	1768
	"Alameda County, CA"	"06001"	"November"	"11"	1592
	"Alameda County, CA"	"06001"	"December"	"12"	1612
"Total"	"Alameda County, CA"	"06001"			19546
	"Butte County, CA"	"06007"	"January"	"1"	203
	"Butte County, CA"	"06007"	"February"	"2"	188
	"Butte County, CA"	"06007"	"March"	"3"	195
	"Butte County, CA"	"06007"	"April"	"4"	184
	"Butte County, CA"	"06007"	"May"	"5"	197
	"Butte County, CA"	"06007"	"June"	"6"	210
	"Butte County, CA"	"06007"	"July"	"7"	198
	"Butte County, CA"	"06007"	"August"	"8"	221
	"Butte County, CA"	"06007"	"September"	"9"	203
	"Butte County, CA"	"06007"	"October"	"10"	202
	"Butte County, CA"	"06007"	"November"	"11"	185
	"Butte County, CA"	"06007"	"December"	"12"	213
"Total"	"Butte County, CA"	"06007"			2399
	"Contra Costa County, CA"	"06013"	"January"	"1"	927
	"Contra Costa County, CA"	"06013"	"February"	"2"	925
	"Contra Costa County, CA"	"06013"	"March"	"3"	999
	"Contra Costa County, CA"	"06013"	"April"	"4"	949
	"Contra Costa County, CA"	"06013"	"May"	"5"	1007
	"Contra Costa County, CA"	"06013"	"June"	"6"	984
	"Contra Costa County, CA"	"06013"	"July"	"7"	1053
	"Contra Costa County, CA"	"06013"	"August"	"8"	1144
	"Contra Costa County, CA"	"06013"	"September"	"9"	1052
	"Contra Costa County, CA"	"06013"	"October"	"10"	1030
	"Contra Costa County, CA"	"06013"	"November"	"11"	998
	"Contra Costa County, CA"	"06013"	"December"	"12"	997
"Total"	"Contra Costa County, CA"	"06013"			12065
	"El Dorado County, CA"	"06017"	"January"	"1"	134
	"El Dorado County, CA"	"06017"	"February"	"2"	101
	"El Dorado County, CA"	"06017"	"March"	"3"	136
	"El Dorado County, CA"	"06017"	"April"	"4"	114
	"El Dorado County, CA"	"06017"	"May"	"5"	123
	"El Dorado County, CA"	"06017"	"June"	"6"	140
	"El Dorado County, CA"	"06017"	"July"	"7"	141
	"El Dorado County, CA"	"06017"	"August"	"8"	121
	"El Dorado County, CA"	"06017"	"September"	"9"	147
	"El Dorado County, CA"	"06017"	"October"	"10"	109
	"El Dorado County, CA"	"06017"	"November"	"11"	110
	"El Dorado County, CA"	"06017"	"December"	"12"	137
"Total"	"El Dorado County, CA"	"06017"			1513
	"Fresno County, CA"	"06019"	"January"	"1"	1375
	"Fresno County, CA"	"06019"	"February"	"2"	1223
	"Fresno County, CA"	"06019"	"March"	"3"	1276
	"Fresno County, CA"	"06019"	"April"	"4"	1239
	"Fresno County, CA"	"06019"	"May"	"5"	1292
	"Fresno County, CA"	"06019"	"June"	"6"	1297
	"Fresno County, CA"	"06019"	"July"	"7"	1334
	"Fresno County, CA"	"06019"	"August"	"8"	1411
	"Fresno County, CA"	"06019"	"September"	"9"	1419
	"Fresno County, CA"	"06019"	"October"	"10"	1456
	"Fresno County, CA"	"06019"	"November"	"11"	1340
	"Fresno County, CA"	"06019"	"December"	"12"	1293
"Total"	"Fresno County, CA"	"06019"			15955
	"Humboldt County, CA"	"06023"	"January"	"1"	115
	"Humboldt County, CA"	"06023"	"February"	"2"	111
	"Humboldt County, CA"	"06023"	"March"	"3"	119
	"Humboldt County, CA"	"06023"	"April"	"4"	117
	"Humboldt County, CA"	"06023"	"May"	"5"	151
	"Humboldt County, CA"	"06023"	"June"	"6"	123
	"Humboldt County, CA"	"06023"	"July"	"7"	126
	"Humboldt County, CA"	"06023"	"August"	"8"	150
	"Humboldt County, CA"	"06023"	"September"	"9"	113
	"Humboldt County, CA"	"06023"	"October"	"10"	142
	"Humboldt County, CA"	"06023"	"November"	"11"	125
	"Humboldt County, CA"	"06023"	"December"	"12"	112
"Total"	"Humboldt County, CA"	"06023"			1504
	"Imperial County, CA"	"06025"	"January"	"1"	271
	"Imperial County, CA"	"06025"	"February"	"2"	222
	"Imperial County, CA"	"06025"	"March"	"3"	219
	"Imperial County, CA"	"06025"	"April"	"4"	231
	"Imperial County, CA"	"06025"	"May"	"5"	223
	"Imperial County, CA"	"06025"	"June"	"6"	233
	"Imperial County, CA"	"06025"	"July"	"7"	203
	"Imperial County, CA"	"06025"	"August"	"8"	294
	"Imperial County, CA"	"06025"	"September"	"9"	308
	"Imperial County, CA"	"06025"	"October"	"10"	295
	"Imperial County, CA"	"06025"	"November"	"11"	275
	"Imperial County, CA"	"06025"	"December"	"12"	280
"Total"	"Imperial County, CA"	"06025"			3054
	"Kern County, CA"	"06029"	"January"	"1"	1202
	"Kern County, CA"	"06029"	"February"	"2"	1080
	"Kern County, CA"	"06029"	"March"	"3"	1142
	"Kern County, CA"	"06029"	"April"	"4"	1105
	"Kern County, CA"	"06029"	"May"	"5"	1173
	"Kern County, CA"	"06029"	"June"	"6"	1196
	"Kern County, CA"	"06029"	"July"	"7"	1221
	"Kern County, CA"	"06029"	"August"	"8"	1354
	"Kern County, CA"	"06029"	"September"	"9"	1299
	"Kern County, CA"	"06029"	"October"	"10"	1370
	"Kern County, CA"	"06029"	"November"	"11"	1229
	"Kern County, CA"	"06029"	"December"	"12"	1182
"Total"	"Kern County, CA"	"06029"			14553
	"Kings County, CA"	"06031"	"January"	"1"	180
	"Kings County, CA"	"06031"	"February"	"2"	172
	"Kings County, CA"	"06031"	"March"	"3"	180
	"Kings County, CA"	"06031"	"April"	"4"	187
	"Kings County, CA"	"06031"	"May"	"5"	183
	"Kings County, CA"	"06031"	"June"	"6"	176
	"Kings County, CA"	"06031"	"July"	"7"	221
	"Kings County, CA"	"06031"	"August"	"8"	229
	"Kings County, CA"	"06031"	"September"	"9"	196
	"Kings County, CA"	"06031"	"October"	"10"	217
	"Kings County, CA"	"06031"	"November"	"11"	215
	"Kings County, CA"	"06031"	"December"	"12"	202
"Total"	"Kings County, CA"	"06031"			2358
	"Los Angeles County, CA"	"06037"	"January"	"1"	10552
	"Los Angeles County, CA"	"06037"	"February"	"2"	10027
	"Los Angeles County, CA"	"06037"	"March"	"3"	10773
	"Los Angeles County, CA"	"06037"	"April"	"4"	9841
	"Los Angeles County, CA"	"06037"	"May"	"5"	10606
	"Los Angeles County, CA"	"06037"	"June"	"6"	10538
	"Los Angeles County, CA"	"06037"	"July"	"7"	11292
	"Los Angeles County, CA"	"06037"	"August"	"8"	12241
	"Los Angeles County, CA"	"06037"	"September"	"9"	11638
	"Los Angeles County, CA"	"06037"	"October"	"10"	11785
	"Los Angeles County, CA"	"06037"	"November"	"11"	11177
	"Los Angeles County, CA"	"06037"	"December"	"12"	11194
"Total"	"Los Angeles County, CA"	"06037"			131664
	"Madera County, CA"	"06039"	"January"	"1"	190
	"Madera County, CA"	"06039"	"February"	"2"	195
	"Madera County, CA"	"06039"	"March"	"3"	185
	"Madera County, CA"	"06039"	"April"	"4"	188
	"Madera County, CA"	"06039"	"May"	"5"	192
	"Madera County, CA"	"06039"	"June"	"6"	187
