Station ID                RECORD PERIOD   JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC    YEAR
LITTLETON                 | 1978-1994 |   8.9   7.8  11.8   7.8   0.5   0.0   0.0   0.0   0.8   2.9  12.2  12.6    65.3
LONGMONT 2 ESE            | 1948-2004 |   5.6   4.3   7.1   4.0   0.4   0.0   0.0   0.0   0.3   1.3   5.1   5.6    33.7
LOVELAND NCWCD            | 1989-2010 |   6.1   5.4   6.9   4.1   0.2   0.0   0.0   0.0   0.1   2.8   6.2   7.6    39.4
MANASSA                   | 1948-2010 |   4.1   3.6   4.2   2.7   0.6   0.0   0.0   0.0   0.0   2.0   3.2   5.2    25.6
MANCOS                    | 1948-2010 |  14.9  10.7   7.3   1.8   0.5   0.0   0.0   0.0   0.0   0.5   4.2   9.2    49.1
MARSTON FILTER PLANT      | 1995-2010 |   6.9   4.1   6.9   3.7   0.1   0.0   0.0   0.0   0.0   1.0   4.6   5.8    33.1
MARVINE                   | 1948-2001 |  31.5  28.7  28.0  21.1   4.8   0.2   0.0   0.0   1.5   6.6  18.3  34.4   175.1
MARVINE RANCH             | 1972-1998 |  36.2  33.5  33.7  23.9   6.9   0.5   0.0   0.0   0.2   6.6  28.9  36.7   207.1
MASSADONA 3 E             | 1988-2009 |  10.9   8.1   5.4   2.5   0.9   0.1   0.0   0.0   0.0   2.2   6.6   9.5    46.2
MATHESON 8 SE             | 1995-2010 |   5.1   4.0   7.7   7.2   0.8   0.0   0.0   0.0   0.6   6.0   3.9   6.2    41.5
MAYBELL                   | 1958-2010 |  12.3  10.1   8.9   4.5   0.9   0.0   0.0   0.0   0.4   1.7   9.5  12.6    60.9
MEEKER                    | 1948-2010 |  15.8  13.3  12.1   5.5   0.8   0.0   0.0   0.0   0.4   2.5  10.0  14.6    75.0
MEEKER NO 2               | 1970-1992 |  14.3  10.7  15.3   8.5   1.8   0.6   0.0   0.0   0.1   5.8  11.7  16.0    84.8
MEREDITH                  | 1963-2007 |  18.9  17.6  13.8   7.4   1.2   0.1   0.0   0.0   0.0   1.5  10.7  18.6    89.8
MESA LAKES RESORT         | 1971-1979 |  67.2  50.6  60.6  52.0  17.4   3.4   0.0   0.0   1.4  23.4  46.0  58.2   380.2
MESA VERDE NATL PARK      | 1948-2010 |  20.0  15.1  13.6   5.6   0.7   0.0   0.0   0.0   0.0   1.5   7.6  15.8    79.9
MONTE VISTA               | 1948-2010 |   3.9   3.5   4.4   2.3   0.6   0.0   0.0   0.0   0.0   1.3   3.5   4.3    23.8
MONTROSE 2                | 1948-2010 |   6.1   3.7   2.8   1.0   0.0   0.0   0.0   0.0   0.0   0.3   1.9   5.5    21.3
MONUMENT 2 WSW            | 1948-1964 |  10.8  16.7  20.8  21.8   5.4   0.0   0.1   0.0   2.4   3.7  10.3   8.3   100.3
MONUMENT                  | 1988-2003 |  13.4  10.0  22.2  22.3   3.1   0.0   0.0   0.0   1.4   9.1  15.9  12.7   110.1
MT EVANS RESEARCH STN     | 1983-1999 |  24.2  32.4  49.7  60.7  24.9   3.8   0.2   0.0  10.5  24.0  39.1  22.0   291.5
NEDERLAND 2 NNE           | 1970-1988 |  13.2  13.0  23.9  24.2  12.2   1.7   0.0   0.0   5.2   9.2  19.8  16.1   138.5
NEW RAYMER                | 1948-2004 |   4.9   3.7   6.6   4.4   0.5   0.0   0.0   0.0   0.6   2.8   5.7   4.7    33.9
NEW RAYMER 21 N           | 1987-2010 |   5.4   5.3   8.0   5.3   1.2   0.0   0.0   0.0   0.7   3.8   6.7   7.2    43.6
NORTHDALE                 | 1948-2002 |  10.5   6.8   5.2   1.4   0.0   0.0   0.0   0.0   0.0   0.9   2.9   6.6    34.3
NORTHGLENN                | 1984-2010 |   6.3   5.3   7.3   5.8   0.4   0.0   0.0   0.0   0.4   2.2   6.9   7.8    42.4
NORTH LAKE                | 1948-1980 |   9.0  11.5  20.2  14.4   3.7   0.3   0.0   0.0   0.1   2.7   7.1  10.4    79.4
NORWOOD                   | 1948-2008 |  12.8  10.2   9.6   4.9   0.6   0.0   0.0   0.0   0.0   2.4   7.9  10.8    59.2
NUNN                      | 1948-1997 |   5.8   5.1   7.9   4.2   0.4   0.0   0.0   0.0   1.0   1.6   7.0   4.8    37.8
ORDWAY 2 ENE              | 1948-2010 |   3.1   2.5   3.6   0.9   0.3   0.0   0.0   0.0   0.0   0.3   2.2   3.1    16.0
ORDWAY 21 N               | 1980-2010 |   2.9   2.6   3.4   1.7   0.0   0.0   0.0   0.0   0.1   0.8   2.6   2.5    16.6
OTIS 11 NE                | 1948-1989 |   4.2   3.5   8.2   3.8   0.6   0.0   0.0   0.0   0.3   1.9   4.5   4.0    31.0
OURAY                     | 1948-2006 |  24.7  22.8  25.5  12.9   3.1   0.2   0.0   0.0   0.2   5.7  20.4  21.9   137.4
OVID                      | 1948-1959 |   1.8   4.6   5.6   1.8   0.3   0.0   0.0   0.0   0.0   0.7   4.0   2.6    21.4
PAGOSA SPRINGS            | 1948-1998 |  29.2  19.1  16.7   5.6   1.0   0.0   0.0   0.0   0.0   3.3  11.3  22.4   108.6
PAGOSA SPRINGS 4 NW       | 1999-2010 |  25.6  19.0  11.5   3.7   1.1   0.0   0.0   0.0   0.0   0.3   8.7  22.7    92.6
PALISADE                  | 1948-2010 |   3.8   2.0   1.6   0.2   0.0   0.0   0.0   0.0   0.0   0.0   1.1   3.0    11.7
PALISADE LAKES 6 SSE      | 1948-1971 |  29.9  19.5  21.2  10.7   2.0   0.1   0.0   0.0   0.2   4.3  13.4  26.8   128.1
PALMER LAKE               | 1965-2009 |  10.9  13.4  24.1  23.0   2.8   0.6   0.0   0.0   0.9  10.0  17.1  14.1   116.9
PAONIA 1 SW               | 1948-2010 |  11.4   7.9   6.5   1.9   0.2   0.0   0.0   0.0   0.0   0.7   4.1  11.9    44.6
PARADOX 1 E               | 1948-1977 |   7.2   4.7   2.4   0.8   0.0   0.0   0.0   0.0   0.0   0.4   1.1   6.3    22.9
PARADOX 1 W               | 1977-1995 |  10.2   4.6   1.3   1.0   0.1   0.0   0.0   0.0   0.0   0.6   2.7   6.6    27.1
PARKER 2 N                | 1997-2010 |   7.2   5.6  11.2   8.4   1.7   0.0   0.0   0.0   0.0   6.9   6.3  10.8    58.1
PARKER 6 E                | 1948-1997 |   6.1   6.0  10.8   9.1   2.3   0.1   0.0   0.0   1.3   4.0   7.9   5.8    53.4
PARSHALL 10 SSE           | 1951-1973 |  17.3  17.7  16.8  12.0   4.1   0.3   0.0   0.0   4.3   4.0  13.6  18.4   108.5
PENROSE                   | 1948-1973 |   1.7   3.7   4.9   1.3   0.0   0.0   0.0   0.0   1.3   1.4   1.6   2.0    17.9
PEVERLY RANCH             | 1948-1955 |   3.2   2.1   5.2   1.6   0.2   0.0   0.0   0.0   0.0   0.3   5.6   2.4    20.6
PITKIN                    | 1948-1986 |  24.6  17.8  19.2  14.7   4.3   0.3   0.0   0.0   1.0   4.8  15.5  24.3   126.5
PLACERVILLE               | 1948-2008 |  14.9  11.8  14.5   5.8   1.1   0.0   0.0   0.0   0.2   2.5   8.9  15.2    74.9
POWDERHORN                | 1964-1971 |   7.2   6.9   5.0   3.3   1.3   0.0   0.0   0.0   0.0   6.7   7.5   9.0    46.9
PUEBLO WB AIRPORT         | 1948-1954 |   5.9   3.0   7.8   2.7   1.7   0.0   0.1   0.0   0.0   0.9   5.0   3.9    31.0
PUEBLO WSO AP             | 1954-2010 |   5.3   3.9   5.9   3.3   0.3   0.0   0.0   0.0   0.5   1.2   3.6   4.9    28.9
PUEBLO CITY RESERVOIR     | 1948-1971 |   1.9   0.8   1.2   1.4   0.0   0.0   0.0   0.0   0.0   0.3   0.4   0.0     6.0
PUEBLO ARMY DEPOT         | 1957-1977 |   3.3   1.0   1.6   1.9   0.0   0.0   0.0   0.0   0.0   0.0   0.3   1.2     9.3
PUEBLO RESERVOIR          | 1975-2010 |   3.6   2.1   2.5   1.4   0.3   0.0   0.0   0.0   0.0   0.7   2.8   4.7    18.1
PYRAMID                   | 1948-2005 |  31.6  27.5  29.3  21.7   5.7   0.3   0.0   0.0   1.9  10.1  24.4  28.0   180.5
RALSTON RESERVOIR         | 1978-2010 |   8.6   8.3  13.3  10.0   1.7   0.0   0.0   0.0   0.7   3.6  10.6  11.5    68.3
RAND                      | 1988-1998 |  13.3  13.8  14.4  14.2   5.6   0.3   0.0   0.0   2.1   9.3  15.0  10.0    98.0
RANGELY 1 E               | 1950-2010 |   6.6   5.9   3.2   1.5   0.0   0.0   0.0   0.0   0.0   0.2   2.8   6.6    26.8
RED FEATHER LAKES 2 SE    | 1948-1990 |   8.4   9.3  18.3  15.9   5.3   0.7   0.0   0.0   2.4   5.9  11.3  10.5    88.0
REDSTONE 4 W              | 1979-1994 |  26.0  29.9  32.4  12.0   5.2   0.4   0.0   0.0   0.5   6.8  26.3  29.5   169.0
RED WING 1 WSW            | 1982-1995 |   7.2   7.6  16.8   9.6   1.5   0.0   0.0   0.0   0.6   5.7  11.7   8.5    69.2
RICO                      | 1948-2001 |  32.1  26.5  30.7  18.4   6.0   0.1   0.0   0.0   0.4   7.6  21.5  26.2   169.5
RIDGWAY                   | 1982-2010 |  12.6  13.1  17.1   8.1   1.6   0.0   0.0   0.0   0.2   3.8  12.9  15.1    84.5
RIFLE                     | 1948-2007 |  11.8   8.7   4.0   0.6   0.0   0.0   0.0   0.0   0.0   0.7   4.2  13.0    43.0
RIO GRANDE RESERVOIR      | 1977-2010 |  19.6  23.3  22.5  15.4   4.0   0.0   0.0   0.0   0.3   5.9  20.0  20.2   131.2
ROCKY FORD 2 SE           | 1948-2010 |   4.8   3.6   5.1   1.8   0.3   0.0   0.0   0.0   0.0   1.1   3.0   4.4    24.1
RUSH                      | 1948-2010 |   3.9   2.9   5.0   3.5   0.3   0.0   0.0   0.0   0.4   1.7   3.1   3.5    24.3
RUSTIC 9 WSW              | 1993-2010 |   6.6   6.1  13.2  13.9   3.3   0.0   0.0   0.0   2.2   5.9   7.7   7.8    66.7
RUXTON PARK               | 1959-2010 |  10.1  15.2  28.8  28.7   9.9   1.0   0.2   0.0   2.5  12.9  13.3  15.9   138.5
RYE                       | 1948-1992 |   8.8  10.7  15.1   8.8   1.3   0.1   0.0   0.0   0.5   3.9   8.1   7.2    64.5
RYE 1 SW                  | 1997-2010 |  20.7  16.5  29.4  20.6   1.5   0.0   0.0   0.0   0.2   9.0  13.7  23.1   134.7
SAGUACHE                  | 1948-2009 |   4.3   3.5   4.6   3.2   0.5   0.0   0.0   0.0   0.0   1.4   2.9   4.5    24.9
SALIDA                    | 1948-2010 |   4.6   5.6   8.0   6.4   2.3   0.0   0.0   0.0   0.6   5.5   6.9   6.2    46.1
SALIDA 3 W                | 1970-1984 |   4.3   3.6   7.6   2.7   1.0   0.0   0.0   0.0   0.7   3.5   4.6   6.2    34.2
SAN LUIS 1 E              | 1980-2006 |   2.2   2.9   4.2   2.4   0.3   0.0   0.0   0.0   0.0   1.9   3.4   2.4    19.7
SARGENTS                  | 1958-2010 |  19.9  18.1  16.4  11.5   2.3   0.0   0.0   0.0   0.5   4.4  12.6  19.7   105.4
SARGENTS 6W               | 1948-1958 |  18.8  13.1  10.6  10.3   2.3   0.0   0.0   0.0   0.0   1.4  11.6  15.9    84.0
SEDALIA 4 SSE             | 1956-2010 |   8.4   8.4  15.1  12.1   1.8   0.0   0.0   0.0   1.4   5.9  10.7  10.8    74.6
SEDGWICK                  | 1948-2006 |   3.6   4.5   6.6   3.7   0.4   0.0   0.0   0.0   0.1   0.7   5.2   4.1    28.9
SEDGWICK 5 S              | 1952-2010 |   6.6   6.0   8.9   4.7   0.1   0.0   0.0   0.0   0.2   2.0   5.0   6.0    39.5
SHAW 4 ENE                | 1996-2010 |   5.8   6.4   8.1   5.9   0.5   0.0   0.0   0.0   0.5   5.9   6.0   7.7    46.8
SHEEP MOUNTAIN            | 1988-2010 |   9.3   9.1   9.2   8.2   1.5   0.0   0.0   0.0   0.1   3.6   9.0   9.3    59.3
SHERIDAN LAKE             | 2000-2008 |   4.5   4.0   2.8   1.7   0.0   0.0   0.0   0.0   0.0   0.2   0.7   6.7    20.6
SHOSHONE                  | 1948-2007 |  17.2   9.6   3.5   0.2   0.0   0.0   0.0   0.0   0.0   0.3   5.1  15.1    51.0
SILVERTON                 | 1948-2010 |  27.7  24.2  25.1  16.0   4.7   0.1   0.0   0.0   0.9   7.7  21.4  25.1   152.9
SOUTH PLATTE              | 1978-1995 |   6.6   9.0  16.6  10.1   0.3   0.0   0.0   0.0   0.2   2.4  12.9   8.6    66.7
SPICER                    | 1948-2003 |  24.6  20.3  22.4  16.8   5.8   0.4   0.0   0.0   1.5   5.2  20.0  23.8   140.8
SPRINGFIELD               | 1948-1985 |   5.0   4.1   6.2   1.3   0.2   0.1   0.0   0.0   0.1   1.1   3.3   3.7    25.1
SPRINGFIELD 7 WSW         | 1956-2002 |   4.8   4.4   7.1   3.3   0.8   0.0   0.0   0.0   0.2   1.6   4.2   4.4    30.8
SPRINGFIELD 8 S           | 1948-1964 |   2.4   1.3   2.6   0.7   0.1   0.0   0.0   0.0   0.0   0.0   1.9   1.2    10.2
SQUAW MOUNTAIN            | 1964-1981 |  10.2  18.9  34.0  39.0  29.5   8.1   0.0   0.0  10.1  17.3  20.9  16.3   204.3
STEAMBOAT SPRINGS         | 1948-2010 |  38.1  28.5  22.0  13.4   2.5   0.1   0.0   0.0   0.8   6.5  22.3  35.8   170.0
STERLING                  | 1948-2010 |   3.9   3.0   4.2   1.9   0.1   0.0   0.0   0.0   0.1   0.3   3.2   4.0    20.7
STONINGTON                | 1948-1999 |   4.4   2.9   3.2   0.8   0.1   0.0   0.0   0.0   0.1   0.3   2.0   3.3    17.1
STRATTON                  | 1948-2010 |   4.6   4.4   6.0   3.1   0.2   0.0   0.0   0.0   0.2   2.2   4.5   4.2    29.4
STRONTIA SPRINGS DAM      | 1984-2010 |  12.0  10.7  17.5  12.8   0.7   0.0   0.0   0.0   0.6   4.6  12.1  17.8    88.8
SUGARLOAF RESERVOIR       | 1948-2010 |  17.3  17.6  18.2  13.5   5.7   0.8   0.0   0.0   0.9   4.6  16.4  16.5   111.5
TACOMA                    | 1949-1987 |  28.2  22.1  24.3   9.5   1.5   0.0   0.0   0.0   0.0   2.7  15.4  28.8   132.5
TACONY 10 SE              | 1955-2010 |   4.1   2.9   4.7   2.8   0.4   0.0   0.0   0.0   0.5   0.9   3.1   4.4    23.8
TAYLOR PARK               | 1948-2010 |  24.0  17.1  16.6  10.4   2.7   0.0   0.0   0.0   0.2   3.0  12.5  21.8   108.3
TELLURIDE                 | 1948-2008 |  28.5  24.4  30.2  20.3   6.6   0.5   0.0   0.0   1.0   9.1  22.4  26.0   169.0
TIMPAS 13 SW              | 1978-1993 |   7.4   7.4  11.6   6.9   1.5   0.0   0.0   0.0   0.4   1.9   7.5   7.4    52.0
TRINIDAD                  | 1948-2010 |   6.8   7.1   8.4   5.6   0.5   0.0   0.0   0.0   0.0   2.0   5.5 182.0   217.9
TRINIDAD FAA ARPT         | 1948-2010 |   4.7   5.3   7.2   4.9   1.3   0.0   0.0   0.0   0.4   3.3   6.5   6.2    39.8
TRINIDAD LAKE             | 1989-2010 |   5.1   5.9   4.9   3.7   0.0   0.0   0.0   0.0   0.0   3.0   3.3   7.1    33.0
TROUT LAKE                | 1948-1986 |  37.7  32.9  43.9  22.6  11.3   0.6   0.0   0.0   0.2   9.2  32.1  39.0   229.5
TROY 1 SE                 | 1948-1987 |   3.5   4.7   5.9   2.7   0.3   0.0   0.0   0.0   0.0   0.8   3.7   4.5    26.1
TWIN LAKES RESERVOIR      | 1949-2010 |   5.7   7.0   7.1   7.0   2.5   0.3   0.0   0.0   0.3   2.1   5.3   7.4    44.7
TWO BUTTES                | 1948-1972 |   3.4   2.9   3.1   0.3   0.1   0.0   0.0   0.0   0.0   0.0   1.3   2.2    13.3
URAVAN                    | 1960-2010 |   3.8   1.3   0.5   0.1   0.0   0.0   0.0   0.0   0.0   0.2   0.7   4.0    10.6
VAIL                      | 1985-2010 |  33.8  33.2  24.4  22.2   4.8   0.2   0.0   0.0   1.0   7.6  27.5  28.0   182.7
VALLECITO DAM             | 1948-2010 |  28.0  21.6  19.5   7.8   1.1   0.0   0.0   0.0   0.0   2.4  12.1  23.2   115.7
VERNON 4 SW               | 1998-2005 |   2.8   2.8   4.3   1.4   0.0   0.0   0.0   0.0   0.1   0.6   2.4   1.7    16.1
VIRGINIA DALE 7 ENE       | 1995-2010 |   9.7   8.0  15.4  18.5   6.4   0.3   0.0   0.0   2.2   7.9  10.2   9.5    88.1
VONA                      | 1948-1982 |   4.5   3.6   9.0   4.2   0.8   0.0   0.0   0.0   0.3   2.4   5.1   3.9    33.8
WAGON WHEEL GAP 3 N       | 1948-1972 |   8.7   5.7   7.6   5.5   0.3   0.0   0.0   0.0   0.0   1.2   6.6  11.3    46.9
WALDEN                    | 1948-2010 |   8.3   6.9   7.7   7.3   3.5   0.4   0.0   0.0   1.4   4.2   8.8   9.1    57.6
WALSENBURG                | 1948-2010 |  11.0  11.7  17.4  12.1   2.1   0.0   0.0   0.0   0.5   5.3  11.0  13.2    84.3
WALSH 1 W                 | 1951-2010 |   4.7   3.2   4.8   1.4   0.2   0.0   0.0   0.0   0.1   0.8   2.4   4.5    22.1
WATERDALE                 | 1948-2010 |   6.4   6.0   9.8   5.0   0.3   0.0   0.0   0.0   0.6   2.4   6.0   7.7    44.2
WAVERLY 1W                | 2004-2010 |   7.3   3.5   5.3   5.0   0.0   0.0   0.0   0.0   0.0   1.2   2.8   7.0    32.1
WESTCLIFFE                | 1948-2010 |   9.0  10.3  17.9  14.8   5.3   0.1   0.0   0.0   1.4   8.5  11.6  11.1    90.0
WHEAT RIDGE 2             | 1981-2010 |   9.8   9.3  16.3  11.8   1.8   0.0   0.0   0.0   1.5   6.6  12.0  12.7    81.8
WIGGINS 7 SW              | 1960-1971 |   5.9   5.3   6.5   1.1   0.1   0.0   0.0   0.0   0.0   3.7   2.4   3.1    28.1
WILLIAMS FORK DAM         | 1982-2010 |  11.8  12.4  10.0  10.0   1.9   0.1   0.0   0.0   0.5   4.3  11.8  11.0    73.8
WINDSOR                   | 1948-1990 |   3.3   1.9   3.2   1.3   0.0   0.0   0.0   0.0   0.0   0.1   1.9   3.0    14.7
WINTER PARK               | 1948-2010 |  35.7  30.7  35.4  32.0  11.0   1.3   0.0   0.0   2.5  11.9  29.7  35.0   225.2
WOLF CREEK PASS 1 E       | 1957-2001 |  73.3  66.4  77.7  41.5  12.6   1.3   0.0   0.0   3.1  26.1  54.5  78.6   435.1
WOLF CREEK PASS 4 W       | 1948-1971 |  77.5  53.4  58.3  29.0   6.0   0.2   0.0   0.0   1.3  13.7  40.6  71.7   351.7
WOODROS 6 NNE             | 1993-2010 |   3.6   3.6   5.2   4.1   0.5   0.0   0.0   0.0   0.7   2.6   4.1   5.6    30.0
WOOTTON RANCH             | 1978-2001 |   5.9   9.5  13.3  10.2   2.2   0.0   0.0   0.0   0.2   2.1   8.6   6.6    58.6
WRAY                      | 1948-2010 |   4.9   3.6   5.8   2.0   0.1   0.0   0.0   0.0   0.1   1.5   3.4   3.6    25.0
YAMPA                     | 1948-2010 |  21.1  17.2  17.7  13.9   3.9   0.4   0.0   0.1   1.7   7.3  17.6  20.3   121.2
YELLOW JACKET 2 W         | 1962-2002 |  15.0  14.0  10.5   4.4   0.9   0.0   0.0   0.0   0.0   1.5   7.2  14.1    67.6
YELLOW JACKET 4NE         | 2003-2010 |  18.4  18.1   6.6   3.1   0.1   0.0   0.0   0.0   0.0   1.0   4.7  17.4    69.4
YUMA                      | 1948-2010 |   5.0   3.6   6.1   2.7   0.3   0.0   0.0   0.0   0.1   2.0   3.8   3.9    27.5
YUMA 10 NW                | 1989-2010 |   4.6   3.9   4.2   2.8   0.0   0.0   0.0   0.0   0.3   2.1   4.4   5.3    27.6
